epoch;p: 0.79,ripartizione,Arena: III,𝜈: 0;p: 0.1,ibrida,Arena: III,𝜈: 0;p: 0.79,ripartizione,Arena: III,𝜈: 1;p: 0.79,ibrida,Arena: III,𝜈: 0;p: 0.1,ibrida,Arena: III,𝜈: 1;p: 0.1,ripartizione,Arena: III,𝜈: 0;p: 0.79,ibrida,Arena: III,𝜈: 1;p: 0.79,ripartizione,Arena: I,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 1;p: 0.79,ripartizione,Arena: I,𝜈: 1;p: 0.1,ripartizione,Arena: III,𝜈: 1;p: 0.79,ibrida,Arena: I,𝜈: 0;p: 0.1,ripartizione,Arena: I,𝜈: 1;p: 0.79,ibrida,Arena: I,𝜈: 1;p: 0.1,ripartizione,Arena: I,𝜈: 0;p: 0.79,ripartizione,Arena: IV,𝜈: 0;p: 0.79,ripartizione,Arena: I,𝜈: 10;p: 0.79,ibrida,Arena: IV,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 0;p: 0.1,ripartizione,Arena: I,𝜈: 10;p: 0.79,ibrida,Arena: I,𝜈: 10;p: 0.79,ripartizione,Arena: IV,𝜈: 1;p: 0.79,ibrida,Arena: IV,𝜈: 1;p: 0.1,ripartizione,Arena: IV,𝜈: 0;p: 0.79,ripartizione,Arena: III,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 1;p: 0.79,ibrida,Arena: III,𝜈: 10;p: 0.79,ripartizione,Arena: II,𝜈: 0;p: 0.79,ibrida,Arena: II,𝜈: 0;p: 0.79,ripartizione,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: III,𝜈: 10;p: 0.79,ibrida,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: II,𝜈: 0;p: 0.1,ibrida,Arena: II,𝜈: 10;p: 0.79,ripartizione,Arena: II,𝜈: 10;p: 0.79,ibrida,Arena: II,𝜈: 10;p: 0.79,ripartizione,Arena: I,𝜈: 100;p: 0.1,ripartizione,Arena: IV,𝜈: 1;p: 0.79,ripartizione,Arena: IV,𝜈: 10;p: 0.79,ibrida,Arena: I,𝜈: 100;p: 0.79,ibrida,Arena: IV,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: IV,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 0;p: 0.1,ripartizione,Arena: III,𝜈: 10;p: 0.79,ripartizione,Arena: III,𝜈: 100;p: 0.1,ibrida,Arena: I,𝜈: 100;p: 0.79,ibrida,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: I,𝜈: 100;p: 0.79,ripartizione,Arena: II,𝜈: 100;p: 0.79,ibrida,Arena: II,𝜈: 100;p: 0.1,ibrida,Arena: II,𝜈: 100;p: 0.1,ibrida,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: II,𝜈: 100;p: 0.79,ripartizione,Arena: IV,𝜈: 100;p: 0.79,ibrida,Arena: IV,𝜈: 100;p: 0.1,ripartizione,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: IV,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 100;p: 0.79,ibrida,Arena: III,𝜈: 1000;p: 0.79,ripartizione,Arena: III,𝜈: 1000;p: 0.1,ripartizione,Arena: III,𝜈: 1000;p: 0.1,ibrida,Arena: III,𝜈: 1000;p: 0.79,ibrida,Arena: II,𝜈: 1000;p: 0.79,ripartizione,Arena: II,𝜈: 1000;p: 0.1,ripartizione,Arena: IV,𝜈: 100;p: 0.1,ibrida,Arena: II,𝜈: 1000;p: 0.1,ripartizione,Arena: II,𝜈: 1000;p: 0.79,ibrida,Arena: I,𝜈: 1000;p: 0.79,ripartizione,Arena: I,𝜈: 1000;p: 0.1,ibrida,Arena: I,𝜈: 1000;p: 0.1,ripartizione,Arena: I,𝜈: 1000;p: 0.79,ibrida,Arena: IV,𝜈: 1000;p: 0.79,ripartizione,Arena: IV,𝜈: 1000;p: 0.1,ibrida,Arena: IV,𝜈: 1000;p: 0.1,ripartizione,Arena: IV,𝜈: 1000
97;57.370617200000105;55.414751470000134;51.487086456456325;55.27155440000015;48.66854430000005;49.04472389999998;48.91874669000002;59.98088572999992;58.79082585000022;58.382288549999764;59.080932839999875;44.66393621000005;58.404734949999735;53.87576471999996;57.10983400999987;52.157254110000046;49.41706724000008;54.85229916999973;48.560374820000064;54.145128050000025;45.79635257999988;51.445744610000006;53.139215009999845;40.84580261000016;41.07668664999994;38.35632013999999;36.4047955399998;37.65481382;37.29327945000025;44.46118228999992;45.786358550000124;44.39475879999991;32.59102504999991;44.969256889999905;40.49631820999985;39.95080300999997;41.10509785999997;42.60693867999988;42.552167499999875;41.566554300000114;32.27850769000007;33.08433574;40.755109529999956;33.04403977999993;34.58409492999972;33.02178202000007;29.06388688;30.990160909999908;26.552638310000017;33.073284640000026;37.4471462300001;33.040210930000086;37.113985390000074;35.271187730000136;35.11867269999999;34.34085381999978;29.874250450000073;33.51260595999989;29.17663947999993;29.31665426;27.582811610000075;23.57624931999992;26.85467514000001;25.536505369999976;25.41165697000015;25.593538420000073;25.276542439999986;27.045367950000074;26.88203792000023;25.217797400000027;26.889676420000008;26.59943623000001;27.56679433999985;27.373388320000092;26.41574675999995;26.207526080000044;20.576063890000047;20.32733602000006;20.26237639999998;20.032910050000044
98;57.608795840000106;55.691518340000115;51.77783361361351;55.484291610000156;48.94084249000006;49.27748425999997;49.165713759999996;60.103358579999906;58.926279920000155;58.530027909999816;59.17722482999984;44.912986380000056;58.4961313699997;54.03891758000001;57.197453429999904;52.32796798000003;49.57752283000006;54.931178319999724;48.695990240000064;54.24540479;46.0184464299999;51.57385865999996;53.21587487999988;41.03558332000017;41.2675389999999;38.58842829999996;36.579110789999774;37.861576760000005;37.48332221000026;44.564188589999915;45.862622630000146;44.49177664999988;32.800837069999886;45.05614220999989;40.6517756299999;40.13306361999996;41.21415077999996;42.68660221999987;42.61599508999986;41.632235880000124;32.44077177000003;33.25244104000001;40.82916609999995;33.18772413999988;34.724768959999764;33.16231941000004;29.271816940000008;31.144736229999875;26.69469869999999;33.18833691000002;37.489894860000085;33.15062530000005;37.17180476000009;35.33038383000011;35.172891609999986;34.392363889999785;29.993355700000084;33.58294763999989;29.295147229999927;29.414315189999975;27.680496790000053;23.728479119999914;26.975065530000027;25.631843109999974;25.52378903000015;25.688624700000066;25.393564609999977;27.12298214000009;26.975719480000205;25.303940950000065;26.968526960000013;26.68881325;27.63629639999984;27.426509270000093;26.471252689999975;26.264678980000028;20.682173840000043;20.44749513000005;20.38990323999999;20.129452050000033
99;57.854435250000144;55.909036290000145;52.030098388388346;55.708363880000185;49.228387820000094;49.48093173999998;49.38239328000001;60.21301809999988;59.079647830000205;58.663927009999895;59.26839174999982;45.229046630000006;58.59108626999969;54.17860095999999;57.285849949999886;52.49280135000002;49.76796264000004;55.01552175999975;48.87747852000006;54.36386613999998;46.2193403699999;51.684405559999945;53.300794709999856;41.22822169000018;41.444972979999896;38.75735895999998;36.769524029999786;37.995278370000015;37.680886230000254;44.66646452999996;45.95127796000013;44.558279149999855;32.990643039999874;45.13327973999988;40.7845309299999;40.29089267999997;41.36214560999998;42.75515383999987;42.683705429999854;41.71020377000009;32.611207820000025;33.45280134999998;40.902744429999956;33.34956860999987;34.844652979999786;33.29792564000003;29.46836642999998;31.33310085999986;26.912373949999978;33.29818488000003;37.54545666000012;33.26372679000009;37.23642037000008;35.38312118000012;35.23087665999996;34.45383332999979;30.103500990000075;33.6532120299999;29.40502208999993;29.53271358999994;27.78620741000006;23.868536519999903;27.061987600000016;25.731935489999973;25.651003840000158;25.812869330000083;25.502328839999972;27.212208520000086;27.05976476000019;25.410958360000063;27.046957050000028;26.778558380000007;27.690450989999842;27.480922020000108;26.522635479999963;26.312126930000026;20.784617220000044;20.558836080000052;20.487337079999996;20.24023329000003
100;58.16870629000013;56.1377752900001;52.29544482482474;55.95234417000014;49.49104554000008;49.76332496999997;49.59144634999998;60.3307294399999;59.22555651000026;58.77798655999985;59.39462367999982;45.46616863000001;58.68264316999971;54.31720999999995;57.36961613999992;52.632877289999996;49.95604874000007;55.12361533999974;49.062342100000066;54.44807208999994;46.434370559999905;51.812678359999964;53.38937179999982;41.432228680000215;41.5974527599999;38.95524380999997;36.93306712999976;38.19777460000003;37.87832761000021;44.76293123999994;46.0449541800001;44.63611368999987;33.2132181499999;45.1946029399999;40.910735559999914;40.463241089999954;41.47339748999998;42.82547539999989;42.753060539999844;41.778358490000095;32.81507471000003;33.64472083999998;40.97088155999992;33.49354359999989;34.99774374999979;33.46352038000003;29.649027459999996;31.506438569999887;27.057514659999992;33.41100419000002;37.600230600000124;33.37771740000009;37.29367172000008;35.433505930000116;35.28094407999997;34.51293224999978;30.205408790000067;33.72019264999995;29.494911629999955;29.642910079999933;27.912158540000057;24.0096075099999;27.179176379999983;25.856394779999953;25.75048578000014;25.92687589000008;25.610914989999998;27.288917990000087;27.1302500000002;25.487566850000057;27.13323704000001;26.846947739999997;27.751964489999843;27.543778100000093;26.59355345999997;26.36697559000001;20.902689550000055;20.657005360000053;20.59584580000001;20.353160680000027
101;58.41025927000017;56.40251749000009;52.58817956956947;56.12352649000014;49.80194844000006;50.005816559999964;49.82493874000001;60.463264949999925;59.38574677000024;58.90863739999987;59.4958247699998;45.685336740000025;58.78306236999963;54.516801389999976;57.46839320999986;52.80049311000002;50.09828987000009;55.188891789999744;49.22129653000009;54.523235479999975;46.64348687999989;51.94135391999994;53.46906729999984;41.613740210000266;41.76888910999994;39.12867918999996;37.14177706999973;38.396281050000056;38.04935855000019;44.86765749999992;46.1197922100001;44.71295915999986;33.42774502999993;45.26717360999991;41.062245149999924;40.63099818;41.59014853999999;42.9080325699999;42.81812647999985;41.84367667000009;33.00605297000006;33.79792462999997;41.04405743999993;33.64445359999988;35.1201521599998;33.59634458000001;29.833462470000022;31.64450580999989;27.25947806;33.50902849000004;37.65714308000013;33.478354310000036;37.348775370000084;35.48482695000013;35.33083345999997;34.57359703999978;30.31364900000004;33.78895316999992;29.60178586999991;29.76654238999993;28.0259951100001;24.170557709999883;27.27676791999998;25.96693329999994;25.87949558000013;26.04914596000008;25.746393539999985;27.376812740000094;27.234835370000155;25.57139457000004;27.214236619999987;26.92309944000001;27.813463739999854;27.5968094100001;26.641506539999956;26.42222007000004;20.999451200000053;20.776569110000054;20.698771820000026;20.46755484000003
102;58.747642880000164;56.67530871000008;52.79999946946946;56.3550795100001;49.99951781000005;50.264681900000014;50.1171882;60.55910465999992;59.53677397000023;59.038566589999874;59.60423826999987;45.98780175000005;58.86872154999958;54.70002602;57.56669766999987;52.97258079000002;50.312885930000085;55.267570989999754;49.392367100000065;54.59645426999997;46.84777776999987;52.05097596999997;53.560151149999854;41.78663947000029;41.93296984999996;39.30969453999995;37.30767600999979;38.559089210000046;38.28510377000019;44.943485989999935;46.20813589000004;44.80225957999988;33.64183432999995;45.32735783999992;41.19769061999992;40.78959634999997;41.68727984999994;42.97830460999988;42.873224229999856;41.913750650000104;33.15409554000005;33.94287904999996;41.11608787999994;33.796232979999864;35.27974295999977;33.75968756999996;30.024971640000008;31.79256790999987;27.402872510000005;33.62174267000007;37.71205183000011;33.57758897000004;37.40769657000007;35.55002048000011;35.381149339999965;34.62511241999978;30.44348398000007;33.86056412999994;29.70655890999988;29.876326959999908;28.15274773000008;24.385764979999884;27.371449279999947;26.079754219999952;25.975512600000105;26.137881240000084;25.866272099999957;27.470911450000077;27.318427220000164;25.657866560000034;27.285280239999974;27.00812593000005;27.87987984999987;27.651739930000097;26.69195407999996;26.480848250000033;21.115638760000056;20.888348430000054;20.804806410000026;20.581953570000024
103;58.98627058000013;56.927890930000075;53.09679847847842;56.60666923000015;50.27040003000007;50.506212350000006;50.357806430000025;60.68708058999989;59.67232347000025;59.16655254999985;59.709375239999886;46.203628740000035;58.96740206999959;54.83949108999992;57.641540939999885;53.16406390000005;50.489905130000096;55.354081509999695;49.59586252000006;54.67899952999995;47.02801501999985;52.15105565000004;53.624279379999834;41.97665131000029;42.081993279999935;39.454180969999946;37.48356129999975;38.80564478999998;38.45490573000016;45.04139092999994;46.29778884000007;44.8812770599999;33.80793833999998;45.39399303999992;41.34418654999988;40.92548981999996;41.79318433999998;43.06406502999986;42.93046185999986;41.98640264000011;33.30027971000006;34.13684819999998;41.18405847999994;33.9732784899999;35.42100117999979;33.91151154999996;30.186508200000016;31.93623440999987;27.611600860000024;33.745735180000096;37.770238240000126;33.700349370000055;37.46552963000008;35.60328521000011;35.43466219999999;34.686037069999756;30.550303750000072;33.92512360999997;29.833748829999855;29.98873177999991;28.2482763700001;24.559265419999853;27.48377876999995;26.182438929999954;26.078471660000105;26.230707420000062;25.980505029999968;27.55431761000005;27.411483480000182;25.74959639000003;27.360189139999992;27.093667220000025;27.933327369999898;27.709147350000084;26.749940549999952;26.531259010000042;21.23095690000006;20.990858600000067;20.918909860000014;20.689446820000022
104;59.19452449000012;57.15059663000007;53.357917407407385;56.78459166000014;50.48392896000004;50.72320444000001;50.60790562000004;60.81410016999993;59.811251230000224;59.30123044999978;59.79619225999991;46.4725105;59.0634064999996;54.968121709999934;57.722149189999875;53.32233922000012;50.65791811000008;55.43400092999973;49.76021091000006;54.77640232;47.210889969999876;52.30429835000002;53.6928305599998;42.18040263000027;42.28606626999995;39.63442861999994;37.660625949999776;39.012363579999956;38.65515527000018;45.14331080999994;46.367833970000035;44.96452144999989;33.97331339999996;45.45553883999993;41.475377989999906;41.070749949999964;41.87674104999998;43.1302566399999;42.98870876999984;42.04510368000015;33.474260520000065;34.275570219999956;41.23934663999993;34.12128211999988;35.55285316999983;34.059049999999935;30.36234322;32.08098441999986;27.770000450000055;33.85818723000005;37.81806814000012;33.79627312000006;37.515183050000076;35.65755068000012;35.487142260000006;34.74365657999977;30.651693120000097;33.98271958999997;29.95805011999986;30.087040319999907;28.33638607000009;24.70514389999984;27.596873939999984;26.319223839999957;26.21469625000012;26.333535670000042;26.088523349999946;27.633015690000065;27.499750910000177;25.84601500000003;27.437269920000002;27.16023783000001;27.98814020999988;27.7749597900001;26.808859699999932;26.57688754000003;21.342603410000088;21.095727060000083;21.03638590000001;20.777816900000033
105;59.450091210000075;57.40435239000005;53.669527617617625;56.97562757000011;50.697766070000014;50.92049230999999;50.91697519000008;60.90563004999998;59.93691349000027;59.43312415999981;59.88156722999997;46.70187781999998;59.159504859999615;55.06469727999992;57.80907706999988;53.488291220000086;50.85904626000011;55.51553650999976;49.936824170000065;54.858510800000026;47.401627779999856;52.44256877000007;53.78219753999979;42.38055347000031;42.479053689999944;39.820122469999966;37.84766523999976;39.20525326999997;38.83511042000023;45.221660079999964;46.44104083000004;45.03723914999986;34.18134613999996;45.51980469999995;41.607212759999875;41.21023419999999;41.97657946999997;43.20832223999991;43.03862441999985;42.10176538000015;33.633279340000065;34.41815795999991;41.31632063999996;34.29243583999986;35.67267638999984;34.20675548999997;30.532485459999968;32.21461409999985;27.930514650000084;33.95628036000006;37.86691822000012;33.91827813000007;37.56875305000008;35.710478580000135;35.54495655999998;34.78762390999979;30.747747560000118;34.04061232999993;30.059224279999896;30.183322389999883;28.44101996000011;24.855551179999836;27.70919627999996;26.42681698999997;26.32803499000013;26.442321830000036;26.18970851999994;27.705161910000058;27.573547740000173;25.960738560000035;27.52338009000001;27.247008150000003;28.054124869999853;27.839048220000095;26.860259169999946;26.623542280000024;21.447385280000073;21.19026101000009;21.116237420000015;20.888664930000015
106;59.71352486000005;57.63912678000001;53.951114234234225;57.16921565000013;50.952579700000015;51.148137899999966;51.1866116900001;61.01434474999992;60.077981330000284;59.53622899999981;59.964442200000015;46.94267843999995;59.24575219999956;55.20614905000001;57.907669639999874;53.62606945000008;51.0719515400001;55.59650625999977;50.11787193000011;54.94916114000005;47.59875976999986;52.58381742000008;53.840513679999766;42.603847740000276;42.68775793999993;39.99216066999995;38.07792587999975;39.41146107;39.03508131000026;45.315931729999946;46.502464860000046;45.12918399999985;34.415459799999915;45.589909739999946;41.75444355999989;41.37637769999999;42.089057929999974;43.27418956999993;43.095995049999864;42.17188346000013;33.81649384000006;34.5863953199999;41.369347359999935;34.43975158999989;35.80528388999988;34.371198109999916;30.683013209999977;32.39415850999985;28.1484868100001;34.02590279000007;37.91830253000013;34.02867210000006;37.62572185000003;35.75769747000015;35.57810368999996;34.83992984999981;30.8458463100001;34.10229068999993;30.192080929999904;30.287343229999877;28.537345450000085;24.99063770999984;27.80198746999993;26.536290319999964;26.44080642000011;26.539231830000045;26.287297639999952;27.782028630000056;27.65934952000019;26.035800460000043;27.610206000000016;27.32820875000002;28.10979197999985;27.88002122000011;26.908458369999938;26.680414830000025;21.551727300000092;21.298759440000115;21.216620160000012;20.988426110000013
107;59.916950530000065;57.909848710000006;54.21066015015011;57.39651503000015;51.24215888000007;51.429738719999946;51.42146957000008;61.12375526999994;60.19260479000028;59.65051546999983;60.05881590999998;47.20982968;59.317852959999534;55.34256306000004;57.994881739999855;53.7952468200001;51.255141930000086;55.68012448999976;50.3136312300001;55.033304280000095;47.77915925999987;52.69976543000004;53.90744218999975;42.79095472000027;42.85131293999992;40.18286317999995;38.25252509999979;39.60094072000001;39.207776140000256;45.415946159999955;46.570157070000036;45.195800319999904;34.63749532999988;45.64910552999996;41.866084149999885;41.52769979999999;42.170224919999974;43.34640234999996;43.148731629999865;42.234435130000136;33.965230620000085;34.73547975999988;41.43469758999997;34.599749819999886;35.94393818999989;34.48939608999993;30.864886949999974;32.52431062999985;28.40137184000008;34.13110397000008;37.964523860000135;34.116388240000056;37.67657950000004;35.81355642000014;35.63521370999998;34.89606512999981;30.95700909000006;34.159753199999905;30.331027589999874;30.39138896999986;28.61785472000009;25.159780569999835;27.88832082999994;26.627546809999984;26.538134800000076;26.631912400000047;26.38480210999993;27.872979510000057;27.73897891000021;26.139620900000015;27.69055475000001;27.40119447000002;28.167704239999846;27.94168176000013;26.965020239999944;26.724295210000033;21.63337973000008;21.3809300100001;21.30638807999998;21.075471520000008
108;60.096852250000005;58.13855831999999;54.54501792792786;57.64393181000014;51.5981084400001;51.75015318999996;51.66954514000009;61.2402268799999;60.33667191000031;59.75596930999984;60.14966760999996;47.450452559999995;59.41344745999953;55.510676620000034;58.089146729999854;53.94707902000009;51.48887143000006;55.76508389999976;50.477768090000104;55.138207930000114;47.95229094999986;52.79950847000002;53.98319529999976;42.95835373000032;43.03708065999996;40.34780733999997;38.43144751999982;39.75473809000002;39.35708695000024;45.49951488999993;46.656865970000034;45.28799497999993;34.870806409999865;45.71333147999998;41.96838123999988;41.65600850999999;42.260354289999995;43.39474830999997;43.20361327999984;42.29636937000012;34.137535740000075;34.89464723999986;41.49763263999998;34.74316899999988;36.04448298999992;34.63760973999996;31.06151731999998;32.681436599999884;28.637072120000038;34.23597951000006;38.01319946000014;34.21700867000002;37.72744013000005;35.8675095800001;35.68326222999996;34.943105079999796;31.04588908000005;34.20188554999988;30.42433660999987;30.509603379999845;28.729953790000074;25.298841209999843;27.98805226999995;26.748187169999962;26.631010580000076;26.767646890000037;26.50048132999994;27.954767510000064;27.80969821000019;26.228376240000014;27.78009049000002;27.48663439000002;28.222719549999827;28.00019784000013;27.023861419999935;26.774070420000072;21.73039678000007;21.465499260000083;21.393616629999972;21.17251197
109;60.38211564000002;58.43026915000002;54.81694308308302;57.819420990000104;51.897164620000076;51.97130801999995;51.91790117000013;61.35748149999993;60.466395670000274;59.85646101999994;60.22499964999991;47.70627403999998;59.504949679999534;55.64119875999995;58.17788772999981;54.10710207000008;51.6706109700001;55.839745149999764;50.6418921700001;55.23554005000012;48.112764579999876;52.899497130000036;54.066495399999766;43.15930608000036;43.17967425999996;40.54151513999997;38.616195259999806;39.97955585000001;39.54630543000024;45.5754246099999;46.72474193;45.35652933999993;35.03882716999986;45.77904948999999;42.12947375999987;41.79748550999998;42.34211574000003;43.45688321000001;43.25832876999982;42.35937202000011;34.29619433000011;35.04772479999988;41.56843495000002;34.92187878999989;36.16095236999992;34.748034829999945;31.206638129999973;32.82374940999989;28.800995820000004;34.33649286000007;38.06258600000015;34.340837410000034;37.78184345000004;35.91756344000009;35.74024913999995;34.99169524999978;31.142827700000076;34.25987133999988;30.53249068999988;30.62988146999984;28.838667800000096;25.41316943999985;28.07542934999995;26.84218040999993;26.739050940000098;26.849169530000047;26.60277137999994;28.036035620000014;27.89174994000016;26.325005470000015;27.854995290000033;27.547531710000012;28.277154719999835;28.048407400000123;27.07993381999991;26.822655060000077;21.818894750000062;21.55299060000007;21.49540713999999;21.259001089999998
110;60.607682100000034;58.65163200000003;55.03712548548538;58.02534150000009;52.15004941000006;52.23037969999993;52.1801946800001;61.47061846999985;60.595897860000235;59.97876701000002;60.31512979999988;47.98038582999997;59.598489609999504;55.80771262999996;58.25473651999982;54.24837819000006;51.84299231000009;55.90208443999975;50.77867768000007;55.31828906000006;48.2985244099999;52.99291821000002;54.14503027999981;43.32013417000036;43.37009980999997;40.69800504;38.81037100999984;40.13611826000001;39.69961472000032;45.65250249999991;46.80703396999998;45.42906933999993;35.25219636999983;45.834342969999994;42.27616603999988;41.92165399999995;42.43327622000003;43.510888650000005;43.30897387999981;42.41902850000013;34.42818227000009;35.21346315999989;41.62545304;35.09458417999988;36.27567751999991;34.92635026999995;31.342186039999984;32.97524946999991;28.959777270000043;34.43956994000011;38.10587575000015;34.43861730000004;37.83310538000007;35.9552830600001;35.78190721999997;35.0396920099998;31.245886990000116;34.32234714999987;30.66754777999989;30.72316514999982;28.927944650000097;25.56057760999985;28.19751731999992;26.933879639999958;26.862039490000083;26.927584970000026;26.701222449999968;28.126218410000032;27.969391550000157;26.414167949999978;27.933041150000033;27.629185119999992;28.34037532999985;28.104989770000085;27.141076319999904;26.880502140000083;21.894148890000068;21.66476646000006;21.60628368999998;21.356363149999993
111;60.828690069999986;58.86585258000004;55.29175895895881;58.20871467000012;52.391719440000045;52.48690691999991;52.4572716500001;61.57502824999986;60.72137567000018;60.081305790000044;60.412646339999874;48.21439555;59.68728097999957;55.92471163;58.34290089999981;54.428356690000065;52.053226680000066;55.97239220999972;50.93446856000006;55.39003502000011;48.51362069999987;53.09464347;54.20568285999978;43.46506350000036;43.54284098999995;40.8518355;38.96971451999982;40.31098155999998;39.92407138000027;45.74691919999992;46.88109358999998;45.48902345999991;35.4516231899999;45.88871529;42.420211449999854;42.049520979999954;42.51814609000004;43.57190366000003;43.356698559999835;42.47496973000013;34.59403826000009;35.349196809999874;41.68415514999998;35.246352009999875;36.39166885999991;35.080308749999965;31.502359969999997;33.10686797999993;29.12502368000001;34.55474491000009;38.151412050000125;34.51271623000003;37.876804540000066;35.999355330000114;35.82576007999998;35.087936629999795;31.32046560000012;34.37133393999985;30.77265417999989;30.81111848999983;29.03688952000011;25.708214259999842;28.289056929999933;27.026188439999927;26.97621490000008;27.019425250000005;26.81798004999995;28.20449444000004;28.04463229000013;26.502282849999975;28.00308973999999;27.695112429999966;28.384438559999836;28.156120040000097;27.194492209999876;26.929834440000064;21.98642382000007;21.74941047000005;21.73678819999997;21.44065445
112;61.10128789000004;59.08421956000002;55.547775845845706;58.39522185000011;52.67106332000005;52.6887063199999;52.66911042000009;61.64300918999988;60.843927380000196;60.17648875000004;60.51601657999995;48.38112433000001;59.776121989999574;56.04088030000003;58.41878941999983;54.56227680000006;52.235313350000084;56.051712589999745;51.14197058000003;55.45371243000008;48.69331808999991;53.224980849999966;54.26927053999973;43.61584373000038;43.66461978999998;41.01827526000002;39.14090416999978;40.508013760000004;40.091190080000224;45.8260461799999;46.948019619999954;45.55779989999989;35.69383800999986;45.947175520000016;42.55651137999983;42.181089259999965;42.610149820000025;43.63800677000004;43.41344295999983;42.553355940000124;34.76274425000008;35.53289097999988;41.73972645999998;35.38670517999986;36.50920061999992;35.214167819999965;31.689300389999968;33.2235920699999;29.274524889999995;34.63385863000008;38.20111147000013;34.60906905000002;37.92306124000011;36.04938093000006;35.86984280999996;35.133350929999814;31.426957120000136;34.43370054999985;30.885978269999907;30.897099039999816;29.132101360000117;25.82254311999984;28.383462549999916;27.140175509999906;27.08400524000008;27.115636300000013;26.904580229999947;28.27020915000004;28.10579186000012;26.62109635999993;28.07650473999998;27.755152249999963;28.4411062499998;28.207944110000074;27.2520772099999;26.97048488000006;22.08356890000006;21.836982390000056;21.850862439999982;21.520035349999997
113;61.36431433000007;59.26422662000005;55.818774334334194;58.5513203200001;52.918453460000045;52.9232436599999;52.90455033000007;61.73474825999986;60.99216714000014;60.27320381000003;60.59102163999996;48.70288995000002;59.88475376999958;56.169961829999984;58.505929539999904;54.69409213000004;52.429540690000124;56.13094733999978;51.28945681000004;55.527109690000096;48.892608759999874;53.325369849999916;54.35039110999968;43.80595010000036;43.79518329999998;41.20213041000001;39.33711537999978;40.71670324000001;40.24609716000025;45.913765139999896;47.023237249999966;45.63733769999992;35.851960239999876;46.026275029999994;42.699119609999805;42.281402239999956;42.692283179999976;43.70926432000007;43.46575683999983;42.61859813000018;34.88170097000006;35.70250359999991;41.80232363999997;35.53904368999982;36.62589393999991;35.358913179999966;31.835859149999987;33.387704729999925;29.440080509999994;34.729126640000025;38.25007038000015;34.71243066999998;37.97198671000012;36.092374960000065;35.91329536999992;35.18483704999979;31.537131960000156;34.48235284999985;30.97937743999994;30.99332226999984;29.23866657000008;25.95336272999985;28.466610489999898;27.26071238999992;27.168850610000053;27.199226420000045;27.021575499999937;28.33929733000002;28.2026160800001;26.712635099999957;28.148093969999994;27.82009868999995;28.4881573099998;28.261346940000053;27.301996709999873;27.009583960000075;22.18451954000007;21.917566370000056;21.924264869999963;21.62487071
114;61.61696797000009;59.523523430000004;56.12145772772764;58.74474875000012;53.13297027000006;53.15386652999991;53.14576768000012;61.84550182999987;61.103322110000136;60.360539029999984;60.67607008999996;48.920667189999975;59.96087384999958;56.30807883000005;58.58558867999988;54.82962631000003;52.61130617000015;56.20660781999979;51.445839520000035;55.59561467000011;49.08032325999989;53.41988492999992;54.432335359999676;44.03476042000036;43.93898330999998;41.35173878000002;39.53385193999977;40.906247830000005;40.41805520000022;46.0146212599999;47.06721267999997;45.70133663999991;36.08563532999989;46.07114549999999;42.80638320999982;42.38939026999997;42.76030001999999;43.769612340000045;43.50626673999985;42.68009846000019;35.028952840000066;35.860971639999924;41.85823539999997;35.69231231999981;36.74663350999994;35.48119383999997;32.00053035999999;33.53012569999998;29.61906685000003;34.80461068000004;38.29516966000015;34.81130020999995;38.014581260000114;36.130864670000086;35.94916525999993;35.23530032999981;31.67705126000014;34.53676939999987;31.066716229999933;31.07271201999982;29.343679700000077;26.055345579999855;28.54596836999993;27.366411709999923;27.276974130000042;27.30104149000006;27.115481089999953;28.408255830000016;28.277364640000073;26.79702354999994;28.231187120000033;27.884277059999953;28.532343359999796;28.31641919000005;27.356460789999872;27.054583150000095;22.277100840000088;22.003922420000052;22.003190149999963;21.711411500000004
