epoch;p: 0.79,ripartizione,Arena: III,𝜈: 0;p: 0.1,ibrida,Arena: III,𝜈: 0;p: 0.79,ripartizione,Arena: III,𝜈: 1;p: 0.79,ibrida,Arena: III,𝜈: 0;p: 0.1,ibrida,Arena: III,𝜈: 1;p: 0.1,ripartizione,Arena: III,𝜈: 0;p: 0.79,ibrida,Arena: III,𝜈: 1;p: 0.79,ripartizione,Arena: I,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 1;p: 0.79,ripartizione,Arena: I,𝜈: 1;p: 0.1,ripartizione,Arena: III,𝜈: 1;p: 0.79,ibrida,Arena: I,𝜈: 0;p: 0.1,ripartizione,Arena: I,𝜈: 1;p: 0.79,ibrida,Arena: I,𝜈: 1;p: 0.1,ripartizione,Arena: I,𝜈: 0;p: 0.79,ripartizione,Arena: IV,𝜈: 0;p: 0.79,ripartizione,Arena: I,𝜈: 10;p: 0.79,ibrida,Arena: IV,𝜈: 0;p: 0.1,ibrida,Arena: I,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 0;p: 0.1,ripartizione,Arena: I,𝜈: 10;p: 0.79,ibrida,Arena: I,𝜈: 10;p: 0.79,ripartizione,Arena: IV,𝜈: 1;p: 0.79,ibrida,Arena: IV,𝜈: 1;p: 0.1,ripartizione,Arena: IV,𝜈: 0;p: 0.79,ripartizione,Arena: III,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 1;p: 0.79,ibrida,Arena: III,𝜈: 10;p: 0.79,ripartizione,Arena: II,𝜈: 0;p: 0.79,ibrida,Arena: II,𝜈: 0;p: 0.79,ripartizione,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: III,𝜈: 10;p: 0.79,ibrida,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: II,𝜈: 0;p: 0.1,ibrida,Arena: II,𝜈: 10;p: 0.79,ripartizione,Arena: II,𝜈: 10;p: 0.79,ibrida,Arena: II,𝜈: 10;p: 0.79,ripartizione,Arena: I,𝜈: 100;p: 0.1,ripartizione,Arena: IV,𝜈: 1;p: 0.79,ripartizione,Arena: IV,𝜈: 10;p: 0.79,ibrida,Arena: I,𝜈: 100;p: 0.79,ibrida,Arena: IV,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 1;p: 0.1,ibrida,Arena: IV,𝜈: 10;p: 0.1,ripartizione,Arena: II,𝜈: 0;p: 0.1,ripartizione,Arena: III,𝜈: 10;p: 0.79,ripartizione,Arena: III,𝜈: 100;p: 0.1,ibrida,Arena: I,𝜈: 100;p: 0.79,ibrida,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: I,𝜈: 100;p: 0.79,ripartizione,Arena: II,𝜈: 100;p: 0.79,ibrida,Arena: II,𝜈: 100;p: 0.1,ibrida,Arena: II,𝜈: 100;p: 0.1,ibrida,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: II,𝜈: 100;p: 0.79,ripartizione,Arena: IV,𝜈: 100;p: 0.79,ibrida,Arena: IV,𝜈: 100;p: 0.1,ripartizione,Arena: III,𝜈: 100;p: 0.1,ripartizione,Arena: IV,𝜈: 10;p: 0.1,ibrida,Arena: IV,𝜈: 100;p: 0.79,ibrida,Arena: III,𝜈: 1000;p: 0.79,ripartizione,Arena: III,𝜈: 1000;p: 0.1,ripartizione,Arena: III,𝜈: 1000;p: 0.1,ibrida,Arena: III,𝜈: 1000;p: 0.79,ibrida,Arena: II,𝜈: 1000;p: 0.79,ripartizione,Arena: II,𝜈: 1000;p: 0.1,ripartizione,Arena: IV,𝜈: 100;p: 0.1,ibrida,Arena: II,𝜈: 1000;p: 0.1,ripartizione,Arena: II,𝜈: 1000;p: 0.79,ibrida,Arena: I,𝜈: 1000;p: 0.79,ripartizione,Arena: I,𝜈: 1000;p: 0.1,ibrida,Arena: I,𝜈: 1000;p: 0.1,ripartizione,Arena: I,𝜈: 1000;p: 0.79,ibrida,Arena: IV,𝜈: 1000;p: 0.79,ripartizione,Arena: IV,𝜈: 1000;p: 0.1,ibrida,Arena: IV,𝜈: 1000;p: 0.1,ripartizione,Arena: IV,𝜈: 1000
38;34.84109884000016;33.591890420000084;27.85571526526529;35.12932570000003;25.880203970000018;28.7150259900001;27.649335449999985;46.968048179999926;41.44434256999992;42.25260434999998;47.61277111999988;24.18379967999995;47.85253478000018;36.107762510000015;47.291879129999955;33.935986570000104;30.737298170000063;45.56965148999987;31.652269040000007;42.29000470000004;26.94180861999996;37.14238438999973;44.953750699999986;23.503250509999972;23.728134110000063;22.16480604000002;20.127097409999966;20.833089230000027;21.05294210999999;33.08288735999987;35.91063752000005;34.19657269999996;16.604455889999944;35.93661018000004;25.64713424000003;24.35677626999995;28.28889405000003;34.64221501000011;35.652411509999915;34.778563360000064;18.08154826000003;18.328123300000026;34.31927360999998;18.99103744999991;21.809683440000093;19.66327510999995;15.171891660000027;17.633709979999985;13.906408280000038;22.73521939000001;31.850446580000018;22.97960380000009;31.19620497999999;30.01781809;29.946898419999965;28.555764599999964;20.527025650000024;27.244193320000086;19.19707621999998;19.23955428999996;18.811411820000068;12.729047450000003;17.8102532200001;15.950148239999997;16.10947717;16.330319040000045;16.06221576000001;19.2987037999999;19.374199250000107;16.670951240000022;19.39112009999996;19.38346152999995;21.439216330000043;21.486041609999972;20.90580602000001;20.78510342;11.452319700000043;11.477594769999989;11.537734810000023;11.433554359999958
39;35.419532150000244;34.143252440000055;28.46385241241241;35.71277141000006;26.432891210000037;29.218173500000102;28.157024529999994;47.41160363999993;41.98993368999988;42.71896345999994;47.9524464099999;24.67769433999995;48.200740850000145;36.66679029000004;47.613833029999974;34.4862118700001;31.19473474000006;45.84868044999989;32.128796239999986;42.726160340000064;27.463967610000015;37.512559799999764;45.194103559999995;23.943628649999933;24.136524700000063;22.615989430000027;20.46670135999997;21.22015167000004;21.427833969999973;33.48321838999991;36.224871970000095;34.51158000999993;16.953089279999922;36.24672793000011;26.04561107000002;24.74140589999992;28.692619500000042;34.881724610000056;35.86054190999992;34.96427020000011;18.40579490000002;18.68921513000004;34.506539789999984;19.311739129999925;22.09184898000007;20.01755397999996;15.472838880000038;17.93488513000001;14.172095070000022;23.013023259999994;32.005734490000044;23.259299380000105;31.370111540000078;30.16012384999998;30.095445009999914;28.729784759999987;20.768359570000044;27.42572890000008;19.437660329999996;19.49926601999995;19.030368510000063;12.952626229999984;18.036631720000077;16.17827400000001;16.325158499999993;16.549751510000036;16.29427137000003;19.51545257999991;19.57400806000013;16.891100260000034;19.576464929999975;19.56817672999993;21.583766230000045;21.65922653999998;21.063613429999993;20.93447076999996;11.648040410000037;11.669856169999973;11.705296550000012;11.619267039999976
40;36.014231980000226;34.628856230000025;28.939220830830838;36.27368503000007;26.977305990000033;29.766013570000098;28.692354320000007;47.78830027999988;42.538369699999826;43.224887349999925;48.31040206999987;25.145758549999943;48.55165862000012;37.116115360000045;47.93422785;34.97856601000008;31.64389286000007;46.120754289999844;32.600606549999995;43.08543049000011;27.92238599999998;37.92875677999976;45.43118535000001;24.35439938999992;24.514883500000053;23.001406380000013;20.859351949999997;21.633210510000048;21.808019989999963;33.79312542999992;36.55211183000012;34.80903703999992;17.278899009999904;36.551913760000076;26.449763470000022;25.129400569999895;29.066568389999972;35.09948144000004;36.07114711999994;35.164981250000096;18.76765178000001;19.057735240000028;34.67108178000002;19.668978239999937;22.394997280000073;20.377926619999965;15.749257620000026;18.263620260000007;14.419886040000053;23.266506149999987;32.17781657000006;23.51667129000013;31.556120460000123;30.317227309999993;30.24501375999991;28.885787589999975;20.98548130000005;27.61350830000005;19.704570269999994;19.727669069999934;19.22507187000006;13.20022419999998;18.23560567000006;16.421035140000008;16.536479180000008;16.76812744000001;16.491906250000017;19.702800929999924;19.776834280000106;17.098350710000027;19.757394209999994;19.740984569999934;21.726265320000042;21.83072100000001;21.218376680000006;21.086076549999973;11.852845800000031;11.88294930999998;11.902928660000004;11.805072969999971
41;36.53124034000021;35.15521787000005;29.52336551551555;36.837831900000076;27.473783640000025;30.170732610000147;29.135130100000023;48.18081784999985;43.09057909999985;43.68826720999991;48.66171471999988;25.64013541999994;48.88534598000011;37.63213586000004;48.19394174999997;35.45102891000004;32.0426458900001;46.43751636999986;32.98247035000001;43.494353980000156;28.341916209999972;38.36552955999975;45.669861579999946;24.7755984099999;24.986439270000083;23.33378108999999;21.24242323000003;22.042346220000024;22.17378062999997;34.13230203999992;36.86799689000009;35.1407172499999;17.552159029999892;36.83194489000011;26.792704620000034;25.54683945999988;29.441439980000013;35.35631011000003;36.27361481999995;35.358123160000176;19.096485349999995;19.43127985000003;34.81690829;20.00190470999995;22.685302890000088;20.727812859999986;16.092946400000017;18.538623240000007;14.763189160000048;23.520439409999966;32.31725760000003;23.7576591000001;31.72835654000013;30.47268117000003;30.39772353999992;29.066521019999985;21.199615580000057;27.773596890000025;19.95727587999996;19.972116089999936;19.41000957000006;13.413287569999975;18.47210468000005;16.650287400000032;16.74286132000001;16.97668382000002;16.708379740000034;19.90717676999993;19.960796020000096;17.30857716000005;19.954039139999963;19.910012529999932;21.888057320000044;21.97326150000001;21.372024350000025;21.225587279999964;12.08436800000002;12.06338567999997;12.104718759999997;12.005406729999969
42;37.141296980000234;35.671861500000034;30.12941169169173;37.31197990000007;28.021957490000034;30.629825120000135;29.561208359999995;48.604788099999865;43.57868644999982;44.13532385999997;48.927871729999865;26.145407529999915;49.21623490000011;38.09906522999996;48.47303531999996;35.9044534300001;32.42199144000008;46.70540888999988;33.324753900000054;43.843931160000125;28.736740049999987;38.80239725999976;45.87999241999999;25.119336889999897;25.41117863000008;23.691349360000004;21.60798703000005;22.403338100000013;22.56412222999995;34.4918334899999;37.186338870000064;35.43880710999992;17.8734969499999;37.12697135000011;27.207335130000057;25.95216008999988;29.810387659999986;35.56486619000001;36.46845411999993;35.516860370000174;19.41470684999999;19.775977860000026;35.01192515000002;20.343441999999936;23.00697287000005;21.0595209;16.45337539;18.875625200000005;14.976856830000028;23.790519849999995;32.47901698000005;23.98340087000007;31.90585129000009;30.650926760000026;30.552750019999927;29.22015697000004;21.41361490000005;27.9405899;20.203953799999972;20.20339325999992;19.60442516000007;13.620903039999988;18.67776008000006;16.886902070000037;16.97221433000003;17.20108475000003;16.945275350000028;20.096105619999957;20.141627670000076;17.491015590000046;20.156174379999968;20.07101757999994;22.032769010000052;22.135232010000017;21.51087431;21.37996973999998;12.305667950000016;12.253090569999992;12.309057829999993;12.205151959999975
43;37.628172150000225;36.20115025;30.57485722722729;37.845778260000046;28.574309289999988;31.058718160000094;30.025524179999994;48.95974242999989;44.09134151999988;44.607825689999956;49.23066897999988;26.55080031999996;49.564239840000084;38.61784099999991;48.729546159999956;36.35888777000012;32.94604855000007;46.964543969999866;33.78373254000007;44.173122530000065;29.135992060000007;39.178873339999804;46.098659649999966;25.533436369999936;25.808724230000102;23.986902420000014;21.975304880000053;22.838944340000015;22.95427484999993;34.80773446999989;37.50796599000004;35.70705665999998;18.162809159999906;37.40588204000012;27.576821470000066;26.319768349999904;30.162434119999986;35.79656302999999;36.67621699999994;35.68462505000017;19.67553055999999;20.065106099999994;35.18211801000003;20.669608209999957;23.28486449000003;21.369305890000014;16.71633932000002;19.195803240000004;15.18062536000002;24.03369744999999;32.62070611000005;24.183473470000063;32.094619900000076;30.81199001000003;30.682741669999967;29.374286989999998;21.62008798000008;28.084380419999988;20.42015093999996;20.446383869999917;19.811868190000087;13.854710549999986;18.883647350000057;17.091302350000017;17.21420898000002;17.410932500000026;17.18003778000001;20.267264489999942;20.31496949000011;17.68289524000003;20.363922049999946;20.23271046999992;22.196882610000074;22.281058550000022;21.65476658;21.500650909999976;12.49900116;12.44732459999998;12.49504512999999;12.39964940999997
44;38.16021694000019;36.75313179999999;31.13535602602616;38.34175381000003;29.061347210000026;31.558198980000093;30.43819516999998;49.33339220999987;44.61042712999986;44.9954539899999;49.5670239999999;26.912190829999936;49.8242182000001;39.05607264999992;48.98412239999999;36.793425420000126;33.43959635000008;47.19110562999988;34.23876022000009;44.52523584000008;29.540969520000054;39.54945251999983;46.323787559999914;25.92538643999994;26.211420890000124;24.259729970000013;22.310519120000045;23.21564394000001;23.260443119999955;35.09403550999986;37.79298955000006;35.994063380000036;18.4811193099999;37.6507709500002;27.95334735000008;26.695841589999933;30.520264869999995;35.98600469999993;36.85334523999996;35.835492730000155;19.967052999999993;20.444093149999993;35.352719080000014;20.985521009999974;23.59207157000001;21.67867614000004;16.984439230000028;19.524931500000015;15.389248320000007;24.252480159999998;32.753785310000055;24.433673270000053;32.22766902000002;30.945171830000046;30.81775612;29.52054673000003;21.81991779000008;28.234662560000007;20.65577354999994;20.67197437999993;20.009795640000117;14.096578109999994;19.106470080000086;17.295173790000025;17.406600490000045;17.658817100000014;17.401735530000014;20.44721930999995;20.492273490000102;17.869768679999993;20.54647636999994;20.411319619999894;22.35568782000006;22.42527038;21.781584930000005;21.623737620000004;12.684462849999996;12.647330679999978;12.676346039999984;12.593505759999967
45;38.673463830000195;37.301489569999994;31.616460950951097;38.80458943000004;29.56484352000003;32.01760105000008;30.864312259999988;49.64518317999989;45.07396549999977;45.39682956999992;49.89430339999992;27.364826609999966;50.13887735000009;39.53648265999992;49.23793527000004;37.22413246000005;33.911930920000046;47.4126840699999;34.67405770000013;44.84837459000003;29.933527510000015;39.895579869999835;46.52952939999995;26.333075850000018;26.602629400000033;24.558940580000026;22.682187250000048;23.56471933999999;23.618331939999944;35.43128326999987;38.05656113000011;36.28931767000005;18.753758179999895;37.909282270000205;28.328411120000055;27.100568659999972;30.840981659999983;36.1957451;37.04062385999991;36.02166216000011;20.277984819999972;20.748670030000014;35.509266700000005;21.329338559999965;23.919419630000025;21.961900420000077;17.277057260000035;19.809429760000018;15.618053819999977;24.47650260000001;32.89316851000003;24.668332450000044;32.37564881000001;31.086853000000062;30.94270646000002;29.677777560000024;22.03184296000008;28.385180579999997;20.89071276999994;20.914461709999948;20.202151800000095;14.29567915;19.29838688000007;17.495216840000033;17.59761823000005;17.87588869000002;17.631512600000015;20.621362329999975;20.660489830000074;18.046025240000013;20.71392025999995;20.575596409999907;22.49711623000007;22.585745030000012;21.904688439999994;21.755701319999993;12.890007849999998;12.816817289999989;12.89286666999998;12.79019396999996
46;39.19393181000019;37.87304342999996;32.10415075075092;39.35404752;30.014179970000054;32.45286104000006;31.357817449999967;49.984528509999905;45.48138298999979;45.812716199999905;50.198736339999954;27.905758060000057;50.41472901000011;39.9428098899999;49.48827667000002;37.66207044000001;34.348189700000034;47.63567638999994;35.02566187000007;45.17931165;30.345462519999938;40.24314582999983;46.733047089999964;26.74892526000001;27.03330495000008;24.87906380000001;22.95277343000005;23.923431849999993;23.95947605999992;35.74870896999991;38.31455693000012;36.54789513000007;19.06218941999989;38.12901300000018;28.70317820000006;27.53437545999992;31.184613179999978;36.417814400000005;37.212072979999945;36.1752874500001;20.59165045999994;21.096642920000008;35.65628271000002;21.646226869999985;24.225982600000023;22.26617305000011;17.61252900000003;20.110619870000026;15.876663469999967;24.72534702000003;33.03324554999999;24.893572230000064;32.53201291000006;31.209305470000093;31.06186897000002;29.817791669999995;22.25822467000008;28.530872860000027;21.118718369999925;21.121703189999952;20.390044790000115;14.478559279999992;19.52994108000006;17.704720310000035;17.794810320000042;18.086077170000035;17.870055589999996;20.788527049999953;20.805562000000084;18.203392799999992;20.901344789999968;20.723561329999914;22.6494815700001;22.74025300000001;22.03144719000001;21.86650071999999;13.093668029999986;13.005281419999987;13.084385289999995;12.985749659999966
47;39.63704436000024;38.29652042999997;32.57706675675688;39.81898516000005;30.432521600000026;32.90399395000005;31.84113888999995;50.33616150999995;45.87296593999988;46.26364174999992;50.44602286000001;28.344764670000114;50.66167732000007;40.408115769999945;49.77220471000011;38.14136777999994;34.806839139999994;47.86333798999994;35.447949720000054;45.493218050000024;30.76892308999992;40.58584256999983;46.92904986999998;27.103891960000045;27.402882960000092;25.198363700000026;23.28105083000004;24.285779960000017;24.276010609999915;36.0716039299999;38.61178189000011;36.80628093000007;19.393885969999893;38.357136200000156;29.063161240000056;27.917726569999928;31.489994599999978;36.6008926;37.404948799999936;36.33417772000014;20.861706119999933;21.419095940000005;35.80676351;21.937339739999945;24.553417440000054;22.561844950000125;17.905252479999994;20.431804860000007;16.137093349999947;24.967211820000042;33.15596280999998;25.126574280000032;32.66792963000006;31.328065480000102;31.190889340000023;29.95559872999998;22.465995500000073;28.679278379999996;21.343034119999952;21.319768969999963;20.57184826000011;14.646331900000007;19.706079960000057;17.927294870000033;17.987119050000047;18.29145722000003;18.06434537000001;20.96308367999995;20.967469560000115;18.385538719999996;21.075371509999954;20.89375410999993;22.777688460000068;22.88548940000001;22.15532836;22.014179479999978;13.270219860000015;13.19911708999999;13.254680859999981;13.160270309999973
48;40.197192040000246;38.74669951999995;32.96623346346355;40.224783150000036;30.919295690000023;33.37550670000002;32.232875759999935;50.66909749999996;46.34562895999989;46.68466831999997;50.717945230000076;28.68450722000013;50.905200320000105;40.829751710000025;50.01402274000012;38.63823750999998;35.290663950000024;48.071608179999934;35.8202565800001;45.779554650000065;31.187136819999903;40.92971489999981;47.15066408999992;27.467659520000087;27.82369207000008;25.49693445000003;23.566040630000032;24.65186524000004;24.650642959999917;36.32098753999993;38.83821104000007;37.037359700000096;19.729611779999903;38.570962060000184;29.411635190000005;28.305010509999917;31.77402649000001;36.791117190000016;37.572549879999904;36.499208380000134;21.10691850999993;21.747335780000007;35.955972700000004;22.24481538999994;24.795741300000053;22.881427210000133;18.16638938999998;20.69750222999999;16.389148279999954;25.195760220000054;33.29009438999999;25.343045560000043;32.79814153000002;31.455186360000084;31.31169036000006;30.10458905999997;22.677029490000056;28.84419581999997;21.571829799999946;21.502668219999958;20.750578860000093;14.857368340000006;19.908756390000033;18.14019281000004;18.183201870000055;18.46398270000003;18.276531510000005;21.130961249999967;21.12130232000011;18.549752860000012;21.215738569999985;21.06925801999996;22.91809215000006;23.011527810000004;22.27394266999996;22.136406349999962;13.470990520000006;13.387580129999984;13.462731369999982;13.345872049999985
49;40.710266000000274;39.25261051999995;33.462529729729816;40.61506552000006;31.31725739000006;33.78033605000001;32.66851129999992;51.004479489999945;46.74346705999992;47.06666665999998;50.98892771000011;29.02854422000011;51.15007946000006;41.21059845000005;50.24284979000011;39.014683859999934;35.63450012999999;48.25941354999991;36.15444664000011;46.08075981000004;31.64073750999992;41.302712869999816;47.332206849999906;27.839642290000082;28.185007190000093;25.84119635000002;23.908072580000052;24.973418130000045;24.985316209999898;36.59708550999997;39.08476314000008;37.242276990000114;20.00121580999992;38.82866526000011;29.748930399999995;28.68373582999996;32.04473961;36.94135142000001;37.76556645999993;36.66304396000015;21.37448001999991;22.014234990000027;36.100680710000006;22.569669939999933;25.079701040000014;23.14926390000015;18.40607873999997;20.996085289999986;16.60592217999995;25.425245950000065;33.42041639999997;25.560559770000058;32.92943018000007;31.57091168000013;31.42520706000005;30.224060570000002;22.870345060000062;28.97569662999998;21.79474081999994;21.727580049999958;20.942889310000087;15.08422512;20.092317910000034;18.31625966000005;18.40146925000007;18.657715960000033;18.45093811000001;21.29940414999996;21.29116734000012;18.689879199999996;21.376153989999978;21.22834250999995;23.04833973000004;23.169545469999996;22.407620369999968;22.251240629999955;13.693893839999975;13.571372429999983;13.635896679999984;13.522774629999992
50;41.27395262000025;39.738944619999955;33.95202135135146;41.03479866000003;31.772723040000017;34.18346840000001;33.086372399999895;51.32613668999997;47.171388649999976;47.469590200000006;51.28317495000014;29.52987364000014;51.395183510000045;41.54673031000005;50.503478570000084;39.43814754;36.01356011999999;48.46062620999994;36.48644043000009;46.37728730000003;32.06476541999988;41.610623869999834;47.50905745999991;28.211693870000087;28.518289130000095;26.118717220000008;24.251875210000048;25.33447548000006;25.300506039999913;36.846623089999966;39.2827847200001;37.48087722000005;20.384038979999882;39.02568291000015;30.07775483999996;29.05625047999998;32.36497082999997;37.13913082000004;37.907107879999934;36.806824120000186;21.687656379999957;22.356477930000036;36.22531934000001;22.894022759999924;25.363207620000033;23.41738432000013;18.64835331999999;21.28188616999995;16.83663779999996;25.623909770000054;33.53129796999992;25.795477770000048;33.06283662000008;31.6864808000001;31.55404378999998;30.337594229999965;23.058363650000054;29.11448270000003;21.991002829999932;21.967979889999977;21.135477580000085;15.288155919999987;20.30674250000004;18.53688135000004;18.576900300000077;18.87353684000003;18.64565080000002;21.47188103999999;21.456837550000134;18.85571568999998;21.537100609999985;21.37771033999996;23.20364725000006;23.304044199999993;22.528707859999965;22.360833509999964;13.878826459999981;13.74541852999997;13.802157929999993;13.69951751000001
51;41.655705350000225;40.07873873999996;34.400925335335465;41.41910395000007;32.275545130000005;34.54112922999999;33.53782198999993;51.62472947000002;47.582839119999996;47.873477189999996;51.54718476000013;30.013003230000106;51.62213833000005;41.96661172000003;50.72221896000007;39.82393329000001;36.37744643999997;48.67917118999988;36.837607350000084;46.638278040000024;32.44792942999987;41.92490773999988;47.69362197999992;28.56998467000011;28.849918310000085;26.41403099000003;24.596772290000047;25.693602160000072;25.603166529999964;37.11612776999995;39.535153750000084;37.73740869000004;20.698753229999873;39.26846911000012;30.377087619999976;29.470798179999996;32.62409902999998;37.310611300000005;38.0693576199999;36.96034352000015;21.99328913999999;22.693792310000035;36.354716990000036;23.172658529999918;25.63829391000004;23.656456920000135;18.919265980000013;21.535443849999936;17.05223421999996;25.80369510000005;33.64730843999995;26.019227040000057;33.19624482000009;31.784463850000105;31.680054679999976;30.472828249999974;23.23571478000005;29.245982969999982;22.18988684999993;22.17811601;21.33038314000012;15.477538319999992;20.492688540000024;18.713386680000024;18.76157144000011;19.06106255000005;18.805730030000014;21.665176159999966;21.59967546000015;19.047776019999958;21.704398650000016;21.535391649999934;23.311638920000075;23.41403665;22.64687639999999;22.49014872999998;14.061374359999988;13.917292059999964;13.977050229999982;13.905590540000022
52;42.03265743000023;40.496198089999986;34.895041811811915;41.797374090000055;32.79398263000006;34.90935955000004;33.971709729999986;51.88608261999998;47.98305495000011;48.25728126000002;51.79930903000006;30.410917700000102;51.85242929000003;42.311968020000016;50.94387097000002;40.234464299999985;36.69680796999997;48.87869687999991;37.163797650000085;46.90992026999996;32.90114163999991;42.22412476999994;47.85790005999991;28.90127053000012;29.172662050000095;26.727125750000013;24.910017750000062;26.00177960000007;25.968808899999967;37.34415062999995;39.753026900000094;37.95718553000005;20.99029059999985;39.459091010000094;30.688130100000034;29.786514690000022;32.90712434;37.480746520000025;38.20617145999992;37.09482700000012;22.251185520000007;22.997486090000034;36.49469357000006;23.44916105999993;25.92117885000008;23.94566445000012;19.159039690000043;21.822269809999923;17.290799759999956;26.029773010000067;33.77693277999991;26.221651850000036;33.30856801000004;31.8748955000001;31.780722870000005;30.614095839999926;23.418578630000066;29.40704352999999;22.393370469999926;22.41016374000002;21.5279480000001;15.730348860000019;20.71502539000002;18.890913640000008;18.92168711000013;19.246775880000083;18.985612430000018;21.813379649999963;21.761185890000117;19.206427609999928;21.861218660000027;21.681561739999957;23.45029225000009;23.54004787999998;22.769448910000012;22.59460017999996;14.258206730000005;14.096442859999938;14.183560140000019;14.072142090000026
53;42.49757068000024;40.89042879000002;35.3422455955957;42.24282930000003;33.197435130000066;35.25310530999998;34.37036726999996;52.15215272999999;48.37220617000005;48.643996939999994;52.031049440000054;30.774949440000125;52.03642299;42.71162603000002;51.15608666999999;40.58762273999996;37.030494779999934;49.08751436999992;37.52027945000008;47.17091309999995;33.28056567999994;42.55142277999994;48.04258934999995;29.261368160000146;29.556586310000114;27.058684300000046;25.230000440000055;26.350882240000093;26.29195181999998;37.57744707999999;39.95386091000002;38.186658300000055;21.27602628999989;39.65125336000008;31.01342089000005;30.105747780000016;33.21554385999993;37.649213270000004;38.37368779999991;37.239280020000066;22.538893200000025;23.276922540000037;36.610047390000005;23.756610379999977;26.165995480000046;24.25354336000011;19.42212166000005;22.052271269999906;17.484698199999936;26.2528430200001;33.89500935999996;26.40345842000003;33.425343420000054;31.976048220000077;31.894758420000038;30.737977429999887;23.612823650000024;29.52609571999992;22.62749905999992;22.606092850000014;21.683578440000108;15.975015960000004;20.86760529000002;19.087000560000003;19.12264961000013;19.445707030000104;19.141085310000022;21.952560419999926;21.894730480000128;19.386350769999925;22.022475650000015;21.82870147999993;23.608010720000106;23.66698002999998;22.893750310000016;22.71507502999998;14.444010260000013;14.294196439999965;14.336627080000012;14.247480240000046
54;42.89265120000017;41.27542444999999;35.788977807807846;42.63198788000007;33.72630535000008;35.59126210999997;34.81598955999993;52.43863231;48.7690236500001;48.976755019999956;52.26598878000012;31.12857248000013;52.24763309000004;43.05070533999994;51.345781440000046;41.03198917999995;37.40999411999992;49.27886021999986;37.85203897000006;47.453560909999965;33.63372632999999;42.85573590999993;48.20293434999992;29.647313740000158;29.88763441000008;27.44895824000006;25.564858270000066;26.641717260000068;26.60775481999995;37.84529944999997;40.15108497;38.391017110000035;21.58219795999986;39.84571645000005;31.293167350000108;30.436571120000018;33.4531029899999;37.81624534999998;38.504511899999855;37.37944103000003;22.826970520000042;23.606423150000033;36.74194199999998;24.019805869999967;26.395969930000064;24.493122710000108;19.67067436000005;22.28862849999991;17.739450659999953;26.425758150000078;34.00560735999999;26.616559000000013;33.54788941000006;32.075624270000105;32.015332940000015;30.864866609999897;23.771175650000004;29.658098359999894;22.83409736999992;22.841480310000012;21.870517910000114;16.170532450000007;21.02719232000003;19.274347049999992;19.316452840000156;19.609468990000117;19.31379923000002;22.095770579999925;22.030424710000123;19.539714449999924;22.182463159999987;21.962218429999943;23.75155566000014;23.773708559999985;22.99329202999999;22.824108309999946;14.615658639999994;14.483275919999961;14.51040301999999;14.435679900000032
55;43.379006580000116;41.643782240000014;36.16973858858858;43.081962460000035;34.1436080800001;35.97179590999995;35.21051762999994;52.76896461000001;49.13141232000006;49.34127284999997;52.51292718000015;31.516564550000172;52.46646348999998;43.43068492;51.543294090000046;41.37517199999999;37.778578589999974;49.460233539999884;38.147174700000065;47.674434290000015;34.01207044999996;43.146016009999926;48.372219769999944;30.008998200000153;30.228129290000112;27.78557665000006;25.82766101000005;26.956102490000088;26.944077490000012;38.05643775999996;40.361503160000005;38.610373580000086;21.916240759999866;40.02584917999999;31.56837825000009;30.722503600000024;33.69599599999983;37.99048217000001;38.663780659999844;37.52225335999999;23.10074015000006;23.882660020000046;36.87535057999993;24.292564869999982;26.61839757000006;24.764726300000117;19.906725990000055;22.554169129999924;17.942452379999967;26.66273599000009;34.11306946000005;26.821362100000034;33.65385820000008;32.18482639000007;32.119277500000045;30.98706299999989;23.951669130000017;29.79371648999989;23.00318312999991;23.070322340000004;22.02966538000012;16.331081479999995;21.20791323;19.480210809999992;19.513895650000148;19.783073940000108;19.492579310000014;22.21910808999994;22.18131037000013;19.72020346999994;22.31360712999999;22.085595739999988;23.852795110000134;23.888893769999967;23.11173793999999;22.92949803999992;14.779648569999978;14.663139899999939;14.679135889999968;14.59272211000002
