p: 0.5,ibrida,arena: II;p: 0.5,alterazione,arena: I;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: III;p: 0.79,ibrida,arena: I;p: 0.5,alterazione,arena: IV;p: 0.1,alterazione,arena: III;p: 0.5,ibrida,arena: I;p: 0.79,ibrida,arena: II;p: 0.5,alterazione,arena: III;p: 0.1,ibrida,arena: I;p: 0.1,ripartizione,arena: II;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ripartizione,arena: III;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: II;p: 0.5,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.1,ibrida,arena: III;p: 0.79,ripartizione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.5,ripartizione,arena: III;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: I;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,ibrida,arena: II;p: 0.1,ripartizione,arena: I;p: 0.5,ripartizione,arena: II;p: 0.79,ibrida,arena: III;p: 0.1,alterazione,arena: I
31.4257;81.6768;81.9051;38.8323;4.2238;200.8562;84.7559;58.7747;115.6315;74.2794;8.3172;111.2458;83.088;55.9088;83.575;21.5176;53.2476;141.8578;67.032;118.3152;56.4927;6.2802;53.1359;83.6953;52.7121;98.5747;79.7306;38.7594;83.557;107.6798;59.9834;0.4863;84.0785;32.1101;36.0779;84.7456
34.3778;82.6665;83.3789;32.7245;27.7579;256.4899;82.6854;66.2509;92.6923;71.4354;25.3192;55.1461;82.8925;58.8835;83.7729;13.9166;48.3393;90.3592;84.7149;67.7432;57.3237;50.5908;52.7519;194.1571;65.9323;115.9791;188.1033;85.7405;82.7402;104.508;68.5759;3.731;83.8546;68.4906;5.2054;83.247
49.5417;79.4415;81.943;31.9034;16.1529;216.1828;82.5233;30.4471;114.5181;77.5511;16.0726;14.5107;81.8553;57.1972;82.3231;119.8479;100.5111;69.3528;118.9342;113.8877;55.8222;51.0621;59.7393;141.995;58.8374;82.6751;84.6531;87.7675;82.8768;63.102;71.254;28.1317;82.1071;49.3506;164.0989;81.1453
61.5023;77.6599;83.2411;36.4111;43.5815;158.3232;82.2212;36.9574;97.7829;83.8142;15.2749;117.2805;83.1584;55.462;81.7125;5.3901;47.1841;147.8407;68.4166;114.7242;50.6909;14.4887;53.6929;279.2957;7.018;116.8457;56.5825;23.2594;81.9138;63.6432;74.092;16.6111;84.1989;19.2097;156.9643;83.8068
32.0645;81.7723;78.5185;135.2574;13.5866;95.362;80.0821;76.7731;223.0496;74.7819;12.4085;12.7739;82.4742;55.7368;82.6021;6.8148;98.535;126.2933;121.5908;66.0881;58.0603;68.0823;51.6433;271.1976;77.9266;67.3284;116.0694;31.3219;76.8282;64.1813;69.9533;13.3379;80.367;69.9806;109.1218;82.4596
2.0676;81.6096;82.9849;60.5607;12.848;70.7248;81.3119;60.7084;114.9553;83.3357;19.9392;119.9565;82.4673;53.6106;82.7067;118.7664;90.993;91.0295;160.1146;107.0123;57.0662;9.653;52.0058;23.7365;4.5793;99.4773;87.1014;94.5769;78.7814;62.922;65.3519;5.8663;83.1552;49.386;19.3409;82.2673
35.0024;79.7313;81.8828;28.6418;21.7505;142.1956;80.6694;77.4442;165.5253;79.3248;12.9551;178.6319;83.1449;54.8787;82.0486;13.3771;47.5993;3.0414;221.1562;65.0003;51.483;21.4904;51.7281;164.7211;55.4446;90.1705;135.4554;86.3678;82.493;100.2092;74.2947;5.9723;82.7419;17.598;273.0556;81.9159
61.6169;81.8986;82.3017;33.5491;18.7859;243.6302;81.3224;75.2524;100.1921;77.2698;6.8349;83.7027;82.1363;53.2189;84.7123;14.1697;85.8678;134.4237;97.1382;62.0904;63.3187;4.8864;54.9737;268.9022;3.5751;92.8487;81.6271;25.4681;81.6425;107.8793;68.7171;24.0575;83.6343;11.8044;151.1149;83.2322
60.5274;82.3841;83.1746;28.9627;18.8375;102.6787;82.5082;26.2356;65.7587;79.252;5.6777;53.4034;83.0472;55.2982;83.4932;4.4563;48.1713;128.9675;59.4085;108.3157;3.6541;57.3314;52.6142;62.1806;5.6029;63.2102;74.3799;27.8873;83.747;63.0417;70.0617;4.5452;82.6085;26.2922;23.1838;83.7129
42.9684;81.3591;82.7923;89.5835;13.158;84.5944;83.1139;62.5948;211.7827;78.9462;13.6193;54.6773;81.9431;47.0424;82.8173;5.8641;96.9955;139.5818;70.2559;63.7077;60.4368;77.618;39.7121;186.93;91.2885;99.3723;80.1696;37.5962;83.7967;114.6302;68.9487;19.5609;82.2068;18.8448;199.7695;83.3821
54.3495;83.1044;71.1244;66.955;29.2349;63.627;82.8073;70.4048;95.5069;81.5777;13.4833;114.9495;83.8617;56.946;83.1277;55.4067;99.944;30.1879;206.6417;63.7996;55.2158;58.8795;56.9432;83.6579;10.7403;121.13;78.9841;26.2868;84.2286;62.6137;70.4164;16.7808;82.8407;31.8179;69.911;82.8881
38.8526;48.6082;82.8128;34.5339;15.9481;150.0015;81.4133;45.5149;69.2187;81.2267;12.5903;52.3302;83.4616;51.2468;84.3127;9.1934;89.0474;74.4936;185.8662;110.5455;53.1319;9.2375;53.0034;125.2441;3.3053;89.3169;126.6163;87.3124;84.0307;62.0106;69.2119;21.8434;82.3815;46.5421;278.5728;84.2494
64.7936;76.2843;80.0428;7.3794;12.1846;110.3152;83.0388;53.6956;53.3125;82.6473;39.9726;69.013;82.6299;13.7256;81.0183;82.3483;3.1414;72.4525;114.0798;41.9085;29.5738;57.6494;9.8297;109.2943;256.7231;116.6283;156.6218;44.5234;75.2576;14.2701;52.2867;40.922;80.1709;58.3975;55.2946;81.5728
65.8095;77.5047;80.8305;3.2108;9.8255;217.4301;79.8396;71.9234;54.7991;82.2329;34.7602;171.0495;81.6333;15.7633;83.3333;110.2419;6.3593;34.3262;169.3394;40.1352;41.042;10.5961;25.1966;109.0825;45.7818;110.5062;105.4294;98.4609;78.4802;16.7901;35.1366;52.611;80.2054;6.0335;66.3556;80.4132
69.0531;50.5405;81.1694;53.6597;27.1647;75.0794;80.4726;91.9632;217.4855;83.032;68.8331;75.7317;82.5595;10.6442;82.8089;45.0787;26.3517;128.8321;68.0485;85.0948;56.5644;44.9294;2.9274;108.1318;221.7158;55.1157;142.566;34.045;77.56;202.915;37.4546;45.5731;82.7724;57.8541;86.4181;82.4479
66.553;53.4953;79.9801;37.1577;20.8656;149.7277;81.9418;90.3196;166.4173;83.2519;50.0288;6.1193;81.6079;17.4253;82.2656;4.9533;22.7799;34.8101;167.129;78.9227;29.2953;48.9625;10.3851;110.2533;109.9902;105.6789;142.5551;48.8397;79.4483;20.8245;31.4738;49.8006;79.1543;15.6595;82.1153;82.7883
32.5026;49.7874;82.6196;18.7429;33.7675;161.9093;80.0877;47.7884;66.0237;81.011;22.8605;72.1878;82.7349;21.2689;83.0818;52.1526;98.2078;31.5694;116.4912;87.8115;29.7826;52.0425;26.852;0.1186;7.3132;76.1674;207.7575;48.2234;78.0597;130.0034;32.7211;56.5529;81.7465;57.887;90.7723;82.5082
61.3554;53.4862;83.27;131.2865;20.7428;190.5851;82.1649;110.0078;62.3252;82.33;70.627;123.2695;81.9628;12.9536;80.4348;72.0024;50.7685;127.5643;220.3145;110.3298;46.4262;58.5462;6.9464;0.0;133.657;79.8095;110.7902;124.3342;79.3878;50.1179;62.9943;41.7023;82.7554;57.5235;100.5726;83.1698
21.3607;57.0226;79.2815;66.0609;9.9808;215.9061;81.3075;6.0905;112.3778;82.8898;52.029;61.9348;78.8255;10.2739;82.8657;145.4051;154.5424;133.7368;156.2736;30.3481;3.9624;25.2138;4.2107;107.1175;78.681;61.0736;156.0024;111.9009;77.8848;13.8003;18.9225;69.6588;83.0132;58.6286;101.652;82.3875
66.006;56.013;79.201;22.9368;18.4014;105.6412;0.0;12.1723;68.2375;82.304;15.6131;80.3007;82.6474;30.2336;83.2709;95.9389;153.1976;72.2547;205.2979;111.3408;61.763;64.2523;38.465;107.5225;123.9908;61.7267;128.9057;106.4302;78.2587;216.5094;55.856;46.1698;80.8179;58.4087;166.734;82.6875
67.2936;48.5909;82.1171;56.4673;12.758;68.6616;80.9903;49.5194;164.0705;83.4502;18.965;79.462;81.2589;12.7075;83.5961;145.4634;94.1851;38.7781;166.6498;9.075;14.9109;53.4085;7.8947;103.7356;11.9133;89.0211;131.2708;94.21;79.5131;121.5518;30.4468;17.5458;84.2227;63.609;87.4396;82.1657
67.7923;67.8101;80.6959;83.0358;16.3593;147.8082;79.8601;1.0044;155.3939;82.6611;63.6795;78.2779;82.8864;25.0441;83.1358;50.5948;49.9658;125.4187;222.3854;18.276;3.6188;30.3483;4.9619;199.6497;191.5079;69.6965;150.7512;42.5795;78.5225;118.6997;2.4228;29.8249;82.3245;34.7843;68.5102;83.0902
59.1817;52.1949;82.8093;18.337;9.2942;153.5865;85.2186;57.5279;101.0452;84.0871;14.7927;124.7422;84.4354;14.7687;82.2117;46.5852;17.9002;82.3517;115.2744;97.071;16.3273;66.3734;33.2548;4.7133;203.3865;108.434;202.7584;46.7567;79.7629;117.1674;23.0145;62.9915;83.198;39.8549;114.253;83.955
64.214;54.2315;82.2155;73.8506;28.3911;120.0055;80.3243;4.239;60.9643;83.5177;12.9476;75.0632;77.0199;22.9931;82.9616;43.8309;50.8454;130.3835;169.8215;27.5027;11.201;59.9708;54.6626;107.6189;53.802;69.1105;74.4893;46.8465;78.7833;166.3345;59.0059;22.7451;81.4249;58.1268;60.4239;83.1963
58.3666;54.1005;84.3222;50.6435;30.4787;81.6824;79.942;46.8998;111.1676;81.1774;49.7119;121.2066;80.3994;26.3895;83.2949;145.7715;40.3514;78.6467;161.7057;60.7322;4.5373;0.7027;41.3199;160.5866;120.5786;86.4546;111.0398;30.0966;76.7568;160.4278;1.0932;69.076;78.7113;59.3184;70.3394;83.9147
64.4391;58.8533;81.5493;51.2187;22.5757;95.9757;81.6991;43.7309;66.9002;81.3417;49.4963;171.565;83.1927;31.2006;82.4987;147.3357;112.4689;82.7555;116.6651;9.2009;3.5452;51.6152;36.8174;105.8954;84.1724;67.6182;259.3017;108.1422;77.6675;195.6265;40.7281;64.1887;82.5244;62.3637;64.1274;83.8784
67.7024;62.1229;80.972;95.7173;15.2587;147.9339;79.5472;68.4514;169.2578;81.3136;50.6135;171.2037;82.1573;5.5131;82.744;152.3604;61.4649;130.8574;69.7219;71.7515;60.1858;28.3847;4.0454;205.5962;153.5934;60.6865;58.2936;107.1514;77.6538;115.7371;49.6757;38.9648;83.3681;57.8059;78.4506;83.4244
61.7668;52.0987;80.5671;12.7606;27.5366;62.8158;79.9975;41.6455;105.1188;82.1041;49.2862;124.7653;81.0923;19.5894;81.1466;48.8353;41.2698;129.5318;167.5661;52.3804;61.0325;36.7786;3.4272;4.9357;240.5543;59.5682;67.933;50.1397;77.9547;17.5389;60.1875;57.0522;82.6834;59.3308;97.6234;82.574
54.2493;62.5158;82.425;8.5854;17.2132;89.0976;82.1398;102.7841;117.8835;82.397;53.079;80.2693;82.9489;10.8608;82.7495;49.7318;25.7456;33.8784;69.3461;107.0833;23.0849;112.6255;25.9893;194.8307;210.9445;92.2556;158.2604;121.0179;79.7028;117.7821;44.9219;9.9635;82.625;58.2586;61.2532;83.1494
69.2675;53.9978;80.4347;5.8489;23.5829;101.8697;0.0049;85.8356;167.657;81.2676;55.0538;74.5981;79.9641;16.3544;83.0477;130.3543;95.1035;37.0639;166.8852;61.7006;59.134;65.1463;29.3416;98.2472;43.5875;48.143;124.3745;54.2321;77.3554;15.6341;50.2738;26.3063;80.7488;37.8869;52.0689;83.6235
47.7894;50.0079;82.8736;93.4583;23.4409;98.6228;20.5327;79.0753;64.7547;83.6251;49.0167;112.2981;81.4906;10.6162;82.0874;144.0056;96.7312;64.7913;169.0413;75.6442;62.7571;41.4021;14.6346;141.3288;114.5847;114.3693;253.2729;95.8544;77.7196;17.2943;6.5282;68.0682;83.9659;21.5742;86.5163;83.2309
73.1277;58.6798;81.5474;56.1594;20.9443;128.363;80.286;93.6751;219.5201;82.3048;13.1434;81.3624;81.2147;6.1418;82.1448;148.7261;37.8472;73.9855;117.9446;49.1906;58.4291;52.8136;22.3929;152.4803;268.5578;99.9554;132.2635;83.8756;77.7811;10.6635;25.1584;62.6398;82.4585;51.2871;113.4495;83.0318
15.0603;7.4649;82.8662;65.2505;40.1407;3.3804;82.6304;73.7167;114.1081;81.2594;51.3592;67.6709;83.2219;9.9037;82.7326;7.6805;89.2639;44.7803;107.4941;96.4347;54.863;56.0764;20.3916;0.236;54.5575;47.7676;90.6383;5.1711;81.7939;126.9679;49.2129;58.1466;82.6372;67.0221;0.0;81.9696
31.7728;7.6105;84.2731;2.3484;43.8089;132.4491;83.0343;10.6791;114.5774;5.6903;73.7507;65.0822;82.4631;2.8509;83.8327;110.4773;93.4874;46.9911;103.1793;47.1694;51.3112;98.0116;11.3885;52.4223;333.8156;48.5439;142.0329;5.769;81.3257;0.1179;36.861;65.4255;81.7067;65.032;222.0509;83.1474
20.107;0.0388;82.6999;35.2471;57.1333;61.6028;83.6806;29.728;167.5808;0.6461;52.7196;16.4185;81.4291;24.0027;81.547;55.1373;93.5414;103.0931;105.9919;99.8783;64.3072;66.6501;20.6823;173.7892;108.6337;105.895;138.1594;107.4632;81.8109;110.943;66.5823;67.7025;82.3636;64.9476;456.1156;83.3504
22.5475;1.3411;83.1073;4.5067;1.8491;60.7389;82.7157;95.7497;111.2968;81.5274;53.5495;58.2593;82.8361;17.0983;82.2966;89.0205;93.7698;44.4791;153.8815;42.2946;43.3164;122.9651;21.373;57.4452;3.1703;100.2681;133.1195;73.086;82.1406;118.6805;65.9159;63.4597;79.7028;68.4401;113.1449;80.6796
22.8115;11.7445;79.0216;122.4143;63.9407;50.1178;82.6947;59.6349;163.2238;24.3492;53.0451;70.6751;83.1874;18.8866;83.3266;89.6946;53.3831;92.0881;106.8058;45.5713;57.0804;66.4834;7.2873;167.0885;2.1336;52.2426;93.4529;1.5659;82.5944;120.133;49.4336;66.7135;82.7168;59.6124;407.221;83.7643
8.4898;83.7652;81.9734;47.9585;32.9926;57.7682;82.8836;70.6312;212.6409;23.6491;59.2109;62.0949;82.1357;19.2488;82.0288;70.7558;96.1416;98.7702;151.8513;96.2567;61.3208;91.2314;19.3647;70.1424;0.0;105.687;155.2082;8.0857;82.5114;0.0;16.2143;67.6773;81.7282;65.01;277.5531;82.6194
44.6531;83.6173;81.9234;71.3098;12.1894;3.8695;82.6493;100.7932;161.7438;82.9259;6.6964;70.4258;83.04;6.235;82.7031;31.1177;56.5604;41.4752;51.8801;85.4916;59.132;114.6349;26.288;0.355;5.7298;103.1142;177.297;78.7124;83.3741;213.8077;69.1067;63.9933;80.6427;68.9094;52.9681;82.46
20.4543;82.4711;81.86;50.2282;41.4592;63.1959;81.7972;8.6231;72.5103;9.0608;73.2217;61.6045;83.6324;13.3094;82.9873;123.3231;96.3136;89.5994;52.8419;84.2272;60.008;4.6856;15.0976;0.4066;106.0604;45.3526;81.2053;17.4998;83.7059;210.5707;38.4956;65.9036;82.9952;67.8983;60.7871;84.2808
14.6458;83.4371;84.4084;78.5794;37.7907;61.4629;81.4763;25.6627;167.9166;16.9326;67.5866;64.3785;83.2269;7.6041;84.2134;102.6351;96.0612;37.5349;109.4364;96.9145;54.0143;50.0;2.6501;52.335;170.3545;88.8923;50.1178;9.2007;82.9993;127.7312;55.9652;58.24;83.0238;64.9048;162.6843;84.3279
14.9479;82.9044;80.2111;64.4369;22.7132;117.9033;83.4725;50.0;70.2014;10.1683;20.4058;68.8219;83.8061;18.4732;82.8478;112.2917;88.1259;47.399;108.2627;46.5117;55.4792;83.7822;19.6854;50.8261;110.7481;43.1511;149.2811;89.8281;84.0777;261.8069;58.7374;62.9313;80.8954;17.9031;94.5663;81.467
20.2419;82.4271;82.6607;48.0296;22.6548;65.2816;83.6031;37.218;97.5294;82.8533;53.8847;58.4831;83.539;24.7804;80.2111;43.2553;101.6425;43.4537;159.5156;48.2434;52.3157;65.5988;22.7031;71.1016;279.7426;87.55;64.161;12.3666;81.8553;114.3284;34.387;61.8287;80.4542;70.4405;60.0337;83.2984
8.4342;81.2208;80.8577;64.2262;17.8161;5.9739;81.028;50.1182;167.8349;81.447;66.1035;70.5596;84.8588;3.2793;82.0505;126.5559;67.5664;34.3571;107.6169;47.3648;51.6737;13.1723;13.198;69.9537;3.3077;109.0229;145.9936;11.0799;83.2967;8.9658;17.8125;69.7752;82.7826;35.82;332.6077;84.112
23.2358;82.288;84.1296;50.1767;55.6997;68.5359;83.7715;97.3479;82.2936;7.8514;54.6257;35.6346;82.1199;5.9847;82.0566;99.2082;49.9363;144.6842;153.4829;45.271;53.2504;14.0012;12.67;62.6196;170.4784;89.3399;100.6719;120.7081;83.0656;17.0281;66.699;66.9068;80.2206;52.5544;111.9663;82.1821
28.1248;82.3097;83.1173;73.7898;19.011;55.3792;83.2513;5.0205;71.3012;82.5859;55.3624;7.2615;82.5656;14.3532;81.8416;74.4512;78.5507;81.0142;105.7235;44.3049;37.2442;118.171;11.9381;52.7844;3.1122;57.4102;63.9928;5.2081;82.9171;33.4393;34.1432;64.3683;84.928;38.8416;7.3055;81.2612
19.9237;83.8586;80.6693;72.1476;33.4196;66.7183;83.752;80.2146;67.7798;10.2737;52.2853;53.1598;83.3375;5.2755;83.3219;69.6348;46.0852;45.7348;50.1556;100.5784;40.2766;14.3544;15.5593;129.4852;3.0489;112.1423;188.3242;11.5888;81.7139;0.0;42.8652;59.1772;82.6935;66.9779;0.1455;83.6693
27.6185;83.1885;82.2386;88.4628;14.3735;75.7873;82.9376;35.1086;65.519;0.9443;56.4638;70.5376;83.5544;10.5351;83.7307;114.4445;99.8861;101.8704;151.4148;92.7193;52.0949;114.2561;10.4873;58.25;1.4216;47.8288;85.4046;10.2154;84.4477;161.889;12.4739;56.0233;83.7014;67.1518;5.2458;82.9703
16.3445;81.3593;40.9119;65.943;66.3703;54.005;83.4346;30.6501;117.5375;5.3303;53.0274;17.7401;84.2358;27.9778;83.6584;12.815;55.2751;43.2545;152.8875;99.3303;40.205;101.2351;20.6047;60.1412;0.5932;98.5477;97.3194;6.4865;84.2851;124.9285;45.8897;62.9392;81.5373;67.9004;54.3678;83.7124
14.1318;82.5119;81.4909;59.8524;20.7094;11.555;82.836;92.9342;68.4273;10.3163;54.2244;49.9669;82.6344;14.8394;82.2686;70.0085;97.5852;99.2179;111.0639;96.9417;41.6686;50.2367;5.0638;0.2363;4.6216;86.26;194.6766;0.6227;84.1041;0.0;58.7461;66.8605;81.1527;62.8963;169.2945;83.3209
27.8333;77.602;80.5727;45.081;68.0999;50.8436;82.7866;38.7909;113.5028;5.5291;53.5049;53.225;82.6752;7.6717;82.9504;110.7306;96.8132;37.1667;108.1706;48.2252;4.7429;90.4546;8.3214;52.2825;57.0583;89.5428;11.841;10.9941;83.1814;0.0;49.0183;63.5485;81.56;65.6922;60.5498;83.1036
30.2474;74.4725;84.5163;60.0561;21.8327;184.5186;83.1752;96.5921;117.1294;5.9458;57.3831;4.3354;83.3221;7.5231;83.9113;65.8211;97.3101;46.286;106.7653;94.6052;54.829;62.4054;14.8006;50.0;1.4063;97.4064;151.4631;16.1612;84.194;114.0222;17.6343;61.2195;82.7639;59.5849;0.0;83.524
57.9584;82.6236;84.9502;57.9542;53.4635;67.0688;82.4173;13.3033;73.617;82.628;10.6384;78.8814;78.2106;15.7292;82.7461;0.0;139.8944;198.9079;107.3577;1.061;52.9008;107.2677;15.8305;108.5771;172.5432;50.0;56.8107;8.1664;82.3486;69.9592;58.6879;37.9813;81.8461;25.6636;209.7372;83.1003
60.9231;81.9522;81.9796;57.0652;57.2793;81.1582;82.4653;84.7406;194.9109;82.6276;22.9755;53.9737;83.3131;14.2431;81.4293;0.1179;117.1121;194.8156;160.0063;95.4795;58.1051;14.4047;16.1697;108.6402;226.1093;52.3962;66.035;11.135;74.3521;166.1169;34.083;53.7904;82.6291;15.5599;173.8646;83.9402
48.1444;84.156;81.9026;109.5725;54.122;67.6072;81.265;40.3929;107.2591;81.0205;16.1966;58.2969;79.0212;8.4856;78.1681;0.0;19.5256;93.2009;106.336;16.3211;52.408;1.8258;7.0461;99.2139;222.1601;50.0;59.3886;21.0104;78.861;198.5965;16.8762;7.1898;0.1179;19.5148;219.4633;78.9261
3.6015;81.9456;82.9775;108.7039;53.6542;92.1457;82.6354;99.653;108.0845;82.0312;0.1416;52.7303;66.6657;19.8831;81.3221;0.0535;26.1393;73.478;108.1642;4.4175;57.849;1.6143;11.0378;111.155;272.0445;50.0;16.1106;1.2892;84.3839;108.9593;59.1367;53.0554;82.1042;15.063;83.2327;81.3086
42.7317;81.8668;83.0735;60.5952;55.1175;72.1677;83.3032;81.1718;91.2652;83.0413;8.5077;16.9942;79.8429;20.1967;80.8959;0.1182;139.0543;193.9861;148.2896;31.6816;57.7031;19.1184;18.5089;115.6409;223.3022;69.0938;56.6256;76.5122;70.4616;111.4677;58.1539;63.0776;8.3978;9.3497;219.4751;82.7954
59.1728;81.7772;79.1695;105.4649;53.4062;87.9731;79.7326;36.7199;105.2049;83.3697;21.5571;50.0;69.2462;14.7297;19.1305;50.0;128.8866;143.318;106.2608;73.6124;57.8093;9.9465;17.5442;117.7032;118.272;51.3686;4.0068;18.1112;80.8015;75.6992;28.1049;37.5749;2.6457;28.304;165.633;79.8861
57.3775;81.2755;79.9529;103.7608;54.8891;67.9412;81.3433;43.9927;98.7116;84.1202;13.7268;63.9832;81.6269;16.4401;83.9893;46.5936;27.5497;95.2675;158.1717;36.4677;50.6059;11.467;25.2315;157.4246;223.9661;50.0;58.1286;15.9935;84.6992;117.1202;68.8492;17.7396;0.0643;14.7057;95.4011;84.2808
57.064;80.1365;82.7631;56.6506;52.8245;89.1628;80.8374;86.6171;58.0058;81.1321;17.3961;77.6962;68.2207;23.0556;81.8956;0.0;16.7839;143.101;106.7617;26.9376;53.2819;116.72;5.9547;152.0718;221.6244;26.7486;76.2078;18.5946;80.797;73.15;28.5917;29.5366;81.022;42.08;216.9882;84.1229
22.3104;83.0578;82.3311;111.0157;21.8514;104.6789;83.0368;50.9919;100.0518;82.3983;18.2896;66.3908;79.9378;21.103;78.887;50.1178;122.4615;0.8265;145.5562;97.083;55.3953;2.3617;8.581;159.8523;121.7849;21.9298;2.7235;22.7868;75.952;54.0067;7.7892;30.531;80.3138;29.4202;164.7214;81.0072
25.4496;82.8338;80.3952;58.8234;60.2247;71.0834;83.8542;75.9174;97.1202;82.5217;19.8004;53.5469;76.5394;21.3526;79.898;0.0;136.8577;99.4206;108.3727;143.7066;58.9695;5.0089;14.6591;168.6942;170.8557;50.0936;0.5462;16.4265;74.9639;113.9255;37.9642;52.7862;81.4987;41.885;275.0698;81.8552
17.4392;83.6697;82.64;107.0456;48.123;73.523;81.1488;81.0994;61.4868;82.1066;3.2798;40.5465;78.7223;11.4983;80.5305;0.0;139.2979;91.6559;101.1883;104.3395;54.0015;5.2877;24.583;273.6125;120.5938;50.0;79.0731;61.5811;78.9407;172.353;68.2088;33.1873;5.1001;17.1452;104.0951;83.03
30.7297;83.9281;83.1148;107.0963;54.235;83.6694;81.0611;43.7672;71.0598;84.2818;20.1445;50.1182;77.7675;21.4141;82.2741;0.0931;8.6543;196.9005;107.6616;93.5368;55.1662;69.7429;24.1541;114.4251;327.9326;50.1182;0.8073;19.2627;78.7806;113.2854;51.797;36.1094;0.636;31.2737;158.5949;82.334
56.5709;82.9521;82.9489;108.9104;53.4152;67.9699;82.6126;69.9562;87.7002;82.7805;0.2351;50.2368;83.7977;13.417;24.5349;0.0;24.4218;90.9487;205.2229;89.3057;58.5782;1.4504;29.8776;153.4791;225.2143;56.5012;8.1851;13.8234;80.2837;86.1412;62.7128;13.7936;2.2666;40.0723;222.6002;79.9337
59.2997;82.1188;80.988;69.0579;2.835;95.1076;81.3559;42.9802;109.491;81.7551;14.7812;56.8479;67.3134;24.6699;78.6724;50.0;119.3899;91.697;105.0502;94.9999;55.4928;11.9888;26.0005;156.75;214.5309;41.3776;73.8347;115.7964;84.0445;118.3487;32.4716;53.6757;80.4922;34.2077;200.5815;81.5613
1.5793;83.7328;79.8949;105.5611;54.2009;92.1852;82.4911;36.4749;53.5433;83.8129;14.021;48.3701;76.8024;6.3172;79.723;46.2528;146.8698;142.8414;156.9775;17.5777;58.768;5.4571;27.7626;167.1968;172.9285;14.9568;8.9367;12.6592;80.9863;118.1444;36.2396;52.9243;82.3179;21.1572;100.4669;80.3276
10.8336;81.3632;80.0918;57.0436;54.2792;28.4387;81.2028;33.6315;58.9372;84.0242;6.3712;58.2063;78.5213;13.8802;82.5996;0.1179;125.8364;139.3355;50.0782;21.4452;50.6135;4.0993;29.1647;194.7377;216.3328;50.0;67.4931;14.3641;80.8058;106.5468;67.5191;44.1277;81.2054;34.628;44.1152;81.1442
28.2962;82.9744;82.9661;107.455;53.7022;201.9105;83.9297;73.4944;84.3616;83.2527;0.5617;57.9793;76.43;13.9158;81.2756;0.0;7.8991;146.7619;105.3041;23.7921;59.9529;15.7028;27.4007;114.3742;172.8962;63.9469;4.2421;13.708;81.0934;84.9904;67.2615;53.4024;1.0126;33.6623;167.9535;79.5059
58.5267;81.46;82.8096;107.0901;53.1961;86.7613;80.7407;104.661;75.3316;82.6002;0.0;50.2358;79.442;8.7031;80.8883;0.0;124.9463;146.7528;112.175;25.6071;52.4323;70.0563;16.2849;102.8592;225.0922;54.3337;77.717;57.8883;81.3762;68.5345;53.4297;43.9206;80.9721;29.8606;86.9874;82.3843
56.9619;82.5466;82.9395;106.3704;56.6839;90.4274;82.7315;57.6966;78.7403;83.008;3.6469;59.2975;81.9006;24.5801;80.9479;0.0;136.3748;196.9416;157.8243;0.3547;42.9686;70.685;25.8239;264.3698;159.0676;7.53;59.9035;60.2278;77.0727;75.3561;69.5155;55.1978;3.2775;27.9625;215.4401;82.1263
27.3932;81.3874;80.8615;54.7762;27.9687;86.2651;82.908;101.0911;61.0658;81.5728;5.0426;76.9605;78.1827;9.8016;82.5455;0.0;21.332;145.3635;108.1424;73.6222;53.3425;122.3302;16.0807;169.9189;114.8004;56.4302;68.906;20.6389;76.514;65.7748;60.7251;17.5634;38.0529;16.7928;21.9245;83.4789
37.3629;40.6391;82.4759;96.9941;55.597;126.9426;83.3272;78.4643;125.9524;83.0228;20.1167;67.9325;83.1067;40.4077;82.2277;0.1177;98.0337;62.7002;100.7489;68.0238;14.4628;68.6856;7.8417;102.9379;143.707;111.0826;78.2374;45.0903;67.6656;120.8428;19.3862;33.4179;79.6966;30.4441;62.0337;82.1472
33.2611;39.0048;83.9909;49.8554;65.2503;176.8507;84.3154;30.2245;65.9277;81.4986;17.9503;59.703;81.7558;49.2602;83.6597;105.3798;99.4685;40.8913;203.536;114.9411;40.5801;72.1953;13.3153;273.9914;50.5759;115.2697;73.4493;53.9916;70.5272;78.8352;14.8266;21.5037;82.768;40.84;154.1699;83.5428
64.0558;81.4226;83.1132;97.588;66.2918;192.4396;84.2868;101.6452;163.1429;83.7657;23.2654;12.4498;81.5028;62.586;82.6484;0.2353;19.3045;68.9928;109.4301;68.6003;38.9295;19.1634;17.9897;67.4853;84.2128;106.9894;70.8454;41.5488;77.5503;214.3361;13.716;18.375;82.8378;39.6474;153.265;83.6353
