p: 0.5,ibrida,arena: II;p: 0.5,alterazione,arena: I;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: III;p: 0.79,ibrida,arena: I;p: 0.5,alterazione,arena: IV;p: 0.1,alterazione,arena: III;p: 0.5,ibrida,arena: I;p: 0.79,ibrida,arena: II;p: 0.5,alterazione,arena: III;p: 0.1,ibrida,arena: I;p: 0.1,ripartizione,arena: II;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ripartizione,arena: III;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: II;p: 0.5,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.1,ibrida,arena: III;p: 0.79,ripartizione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.5,ripartizione,arena: III;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: I;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,ibrida,arena: II;p: 0.1,ripartizione,arena: I;p: 0.5,ripartizione,arena: II;p: 0.79,ibrida,arena: III;p: 0.1,alterazione,arena: I
31.2946;82.672;0.0;71.6576;4.9881;2.9464;84.1749;0.2571;77.8652;79.6442;2.1168;4.5203;0.0;16.7017;83.6312;68.2541;42.9966;43.4076;58.1925;41.9577;16.2598;25.754;7.0063;50.2959;0.794;0.041;77.5322;0.4157;14.8443;6.9825;9.8859;39.0605;82.5008;66.3952;0.7432;82.5743
22.3098;83.9875;6.5629;50.1176;25.3471;1.6379;82.8627;104.318;33.2658;4.8045;0.0587;70.2488;83.6987;14.294;0.1213;94.4042;50.1176;143.4892;57.7044;58.7221;8.2294;2.8331;0.1224;55.4331;0.0;60.7978;25.1771;0.0;0.2427;5.7461;66.6861;0.1217;0.0;71.2688;0.0;82.7742
16.1952;81.4523;7.4067;50.4746;18.6263;0.7761;82.4902;91.8833;151.9096;6.0537;0.1216;71.6756;81.9301;33.5606;0.1218;80.9157;0.1181;46.4132;4.4262;52.506;16.321;0.0;0.1215;59.2291;0.0;16.8442;27.0339;50.0;1.3024;4.7394;64.4863;0.1214;0.0;68.8939;0.0;81.8126
25.2565;82.1452;0.1806;47.0207;8.6889;14.6164;0.0;54.467;115.9218;82.7758;12.7365;3.6934;83.173;13.8795;0.2297;120.0665;52.5998;6.5153;109.2935;43.103;0.0;1.394;0.0131;5.195;2.7197;0.0;74.3088;11.9159;82.9928;63.2551;64.0283;0.1214;81.1122;25.5694;50.5427;83.9235
9.3677;82.5941;9.802;47.0551;8.3636;14.5196;0.0;11.3904;107.3277;82.7162;5.9858;58.9475;82.2677;20.5118;0.243;123.0583;58.8917;0.2253;155.6465;4.1012;0.0;0.3231;0.5635;58.2172;4.8447;50.0;66.562;2.0444;82.0628;10.9657;61.6559;0.1218;82.3666;3.375;50.4271;84.3787
17.4518;0.0;79.7235;56.2528;1.0898;2.2125;84.7791;31.7468;101.2965;80.9427;15.302;27.2599;82.5276;31.0061;0.1213;59.1008;3.2199;90.6316;106.927;97.6684;0.0;50.2861;2.8162;11.0034;106.4188;1.1291;101.0753;8.428;0.1213;0.1177;0.2439;0.0906;82.558;71.2106;5.6289;81.791
16.2299;0.0;82.4674;55.2113;0.1146;51.8234;84.693;33.7816;101.3268;80.9478;16.7889;35.0589;82.8833;12.2991;0.2435;81.4626;51.6508;42.888;50.004;49.879;0.0;50.2799;12.6261;5.8774;62.0674;55.0598;70.6548;9.8238;0.1634;0.0326;2.3618;0.0656;81.242;23.3556;1.0025;82.3116
44.4944;11.3205;81.9736;43.6747;0.0;52.6543;10.3771;1.4019;109.2149;0.0;0.4862;0.0;84.2409;4.0781;0.1215;62.4705;95.3628;52.1237;110.5456;47.3698;0.4034;128.3897;11.7382;6.3269;1.1293;9.7743;56.8652;14.3622;84.5012;3.2571;19.8873;69.7256;83.665;61.232;54.0364;82.5657
56.3591;7.4608;81.4673;50.8178;0.0;5.2211;2.91;3.4131;53.003;0.0;1.0101;0.0;80.8958;9.2864;0.1213;77.778;92.9541;7.046;104.6452;94.8239;0.2432;41.017;13.8146;6.7454;2.3647;33.729;115.2177;122.7952;81.1588;49.875;68.1729;71.0672;81.2532;62.6764;120.5062;82.5
6.1693;45.7056;0.0;2.5995;10.6335;7.3711;79.7571;50.4883;111.9644;0.1215;0.0;9.4077;82.6165;19.4187;0.1215;25.4429;50.9246;45.6338;105.1229;50.0726;12.5853;83.4053;17.005;0.0;0.0;0.1778;4.479;9.7121;80.6804;0.0;1.9135;67.3916;82.8563;25.283;346.3798;83.2018
8.5504;46.7182;0.0;59.8708;9.5436;16.5409;51.5895;0.236;114.8281;0.1213;0.0032;10.2747;82.9099;27.1863;0.1217;26.3354;1.8517;40.9725;112.3904;42.4595;1.8707;32.5771;20.4049;0.0;0.0;0.0;2.1215;4.1795;78.715;0.1182;4.0359;69.5039;82.5316;67.3428;266.4692;82.6913
3.1649;0.0;1.792;27.7781;4.0707;3.9802;80.9517;5.8235;0.2358;25.2992;16.0593;0.1728;6.2415;16.1861;1.6299;0.0;11.1692;0.2352;108.9729;0.0;0.1216;1.633;0.2099;0.2368;0.0;50.1181;69.4609;3.4139;56.2495;58.0313;16.4912;52.8472;4.8571;0.0;0.0;83.1413
0.947;0.0;10.3709;78.0814;1.8178;8.3079;80.8332;12.9419;0.2357;35.3968;38.5289;2.8545;10.9097;11.1633;4.1447;47.2123;49.4872;1.149;159.6619;50.0;6.8028;50.5899;0.2427;50.2369;0.0;50.1178;63.3894;10.5824;54.4283;92.6715;18.1075;61.3401;11.3508;0.0;0.0;81.3866
8.0774;21.4507;0.0;56.6527;2.3622;2.4829;82.1985;30.6109;5.8954;4.0104;1.9249;54.6708;81.358;20.512;80.9298;50.0;0.4311;93.6946;159.0883;0.0;5.0502;0.0;1.5342;156.9033;57.8386;50.1178;58.2886;11.3843;51.1881;172.1983;4.4424;0.2426;5.5567;0.5073;9.4725;82.8528
6.7705;27.6931;0.0;56.7265;4.3757;57.0135;79.3012;23.5416;9.6554;82.0126;2.4729;9.3699;82.7814;11.6197;81.5303;0.0;0.187;79.921;109.1534;0.0;0.9729;50.0;8.1656;60.7891;52.8763;45.9618;57.6462;3.2023;53.1347;114.627;7.8534;0.2434;81.3406;3.5568;58.3579;84.4213
2.6417;81.5211;0.0;109.2704;2.5302;26.1162;82.878;17.8125;125.1259;39.3044;22.024;0.6148;2.6098;32.4569;0.365;0.0;142.7628;101.8603;97.1843;0.0;6.4555;3.9705;0.2427;6.1472;1.0602;0.1189;6.81;5.9841;1.4966;112.6985;30.1139;1.5083;8.7049;29.1336;0.1176;82.9195
0.4858;80.6425;0.0;103.0998;3.5998;57.2473;82.9276;54.6026;118.196;42.4188;16.2901;14.2575;0.3537;8.9513;0.3501;0.0;37.5509;106.2321;153.7124;0.0;5.6141;50.3422;0.2328;5.1216;0.7065;7.7403;51.3018;63.9261;2.123;69.0768;66.3207;4.7064;10.6595;15.9615;0.1178;79.089
3.1544;83.4284;79.6427;49.6831;0.7298;56.1732;0.1116;4.5231;50.2354;83.4622;11.1021;46.0323;2.5406;18.2429;0.1221;50.0773;82.3816;4.1727;108.8954;41.6784;9.2926;0.1792;0.2429;78.9158;0.0;67.6995;7.1324;5.953;0.1152;171.0574;64.0468;35.2091;3.3502;2.6531;67.5492;84.3498
0.2584;82.8869;81.1547;64.1866;0.4194;54.794;2.515;2.9785;61.3805;83.7516;16.461;8.4657;1.5576;4.3252;0.0989;46.5465;6.5524;54.8204;106.3038;107.3954;7.7916;0.0;0.2426;76.2273;0.0;50.1184;60.0351;3.1339;15.3222;165.0724;9.1634;14.568;79.917;3.2664;112.1642;81.7926
24.641;0.0;80.0413;56.0483;0.0;5.5169;81.667;50.0;50.1176;80.8616;2.9318;51.9087;84.5753;4.3361;0.2428;50.0;130.9611;104.7966;150.2276;1.8134;7.2043;1.2999;0.0398;125.8502;0.0;0.0;58.3321;49.3715;2.374;5.9928;44.0185;51.2504;81.6978;8.3478;0.1184;5.6276
28.4192;0.0;83.7116;108.1806;0.0;38.0913;82.0537;0.0;5.2603;83.1927;0.2436;15.4467;82.1703;15.1651;0.2438;0.0;12.1133;50.9334;106.5397;82.6802;1.9279;3.53;0.6071;129.3611;0.0;0.1195;60.8778;0.4554;4.5552;60.9843;50.9122;52.8344;79.7733;1.4345;0.1175;2.1202
40.4655;82.9673;82.1264;58.4582;0.3639;66.9677;1.9177;15.9584;117.0393;81.5042;0.1214;58.2459;83.6166;11.7127;84.6231;0.0;57.5948;59.1081;2.9745;0.1176;4.7569;0.5735;0.2133;109.908;2.8563;0.3057;63.088;3.0194;74.5605;50.5904;21.5551;56.5298;6.7465;40.2582;5.9599;2.177
56.3232;82.8337;84.256;57.229;0.1476;55.0185;1.1422;16.365;108.4496;83.1903;0.1219;62.0017;82.1885;6.0902;84.3865;0.0;48.8389;74.2834;58.3397;50.1188;7.0335;70.0289;0.2427;62.2112;4.9009;0.3615;60.8077;52.1268;78.2614;50.0;65.619;25.531;82.8684;39.703;61.3705;2.0276
16.3397;76.5948;1.8238;112.4036;0.393;6.0805;0.2247;4.1292;0.2079;83.4825;0.1213;65.9942;80.9035;6.3408;1.0881;0.1784;5.421;51.045;108.1986;52.081;1.4886;0.6299;25.1869;129.3056;76.7593;55.0086;55.0354;62.2791;11.437;50.0;40.4897;11.8368;7.4503;5.5796;210.3487;81.6822
12.2526;74.7495;1.6125;58.6338;0.244;52.9202;2.7571;16.8397;0.2352;83.6077;0.1214;81.9344;82.4401;19.5296;24.6763;0.0;93.5683;56.8298;158.8897;0.0;3.7164;85.8773;18.728;26.9431;75.4018;24.1973;5.514;9.0114;3.4683;0.0;59.5559;16.1846;81.0818;3.5242;272.7084;81.7217
39.7717;49.2424;0.0;0.1181;54.4307;63.528;5.5073;55.1164;0.9171;83.392;5.8469;50.3557;82.8383;24.1885;83.6793;0.0;1.113;102.2133;107.7954;87.1965;0.0;4.4423;0.0;10.6676;10.9524;57.5163;55.4158;27.0432;0.4874;72.4264;11.199;54.6284;84.255;5.6641;0.0809;83.1326
38.1563;48.6195;0.0;52.838;55.7037;53.7221;9.9327;58.4814;49.875;82.1455;7.1886;63.1898;81.1897;19.9656;83.626;0.0;124.1794;80.1317;109.8296;31.6916;0.0;67.6362;0.0;5.9617;9.6879;37.7844;53.0503;0.1234;0.4864;167.9025;12.5006;48.5928;80.9359;2.8208;50.1186;80.4097
14.0575;79.6539;81.9023;61.1743;10.6316;149.3213;19.9864;50.7079;64.2718;0.1213;0.1216;5.464;80.9369;12.9817;3.0552;145.7694;64.0098;43.3811;106.182;88.9621;8.0052;5.9541;15.3391;51.6488;50.0;0.1176;2.1807;0.3542;80.8622;5.5212;3.279;0.0;83.1531;2.4674;0.1186;83.2043
25.6154;83.3005;82.8792;66.91;26.2211;124.3407;20.8344;17.7003;63.8891;0.3509;1.2398;31.9038;79.7847;20.743;3.0935;47.4372;38.9148;92.8466;106.8738;4.0908;1.8758;8.4901;10.1305;0.3249;0.0;50.1182;55.2697;55.3111;82.0972;8.7858;14.5409;0.0;3.5012;3.9206;0.1177;83.0702
5.3785;30.1674;79.4856;108.8339;2.2327;0.2293;82.9212;19.4316;52.8073;83.6006;0.0;15.8072;84.1418;22.6512;3.9018;0.0;108.5582;107.7485;109.4214;105.2624;1.3405;4.7949;0.1027;60.7533;111.7227;0.1355;54.495;0.0;64.2206;96.3318;15.1579;54.7858;8.3688;2.9005;321.6405;81.6231
6.439;35.0839;82.9012;108.7511;13.0889;65.0279;82.6635;65.636;57.9222;82.6176;0.0;20.7735;80.5723;10.8666;5.6536;0.0;41.4334;105.8526;98.8234;10.2915;0.8013;68.0726;0.1213;106.11;109.0629;0.3066;53.2069;90.0429;66.7867;171.0557;13.1809;45.5206;10.5343;0.7529;121.112;80.9599
0.0;84.6698;83.4036;0.0;0.2172;88.5456;83.215;5.7549;24.8013;83.5172;2.3324;4.6867;81.8332;70.3199;83.7677;89.1179;92.8511;87.9789;108.498;108.5848;17.9256;0.5807;1.6102;26.3157;195.1635;1.8633;56.5156;0.386;2.9997;35.6993;16.3726;16.3537;77.6572;0.4866;11.8955;0.0
0.0;82.4162;83.6858;50.0;0.2329;89.7798;83.8622;8.9956;76.5485;84.0296;2.1578;0.7473;82.6252;54.5288;82.4847;41.1304;83.7163;73.2751;156.4667;102.7545;18.2526;0.2009;4.4831;105.4876;96.8798;55.0926;154.1414;0.2355;0.608;41.1477;16.8776;26.4648;84.1875;0.4863;5.2961;0.0
19.2833;83.5558;2.3908;100.7287;65.5882;67.1591;0.3643;108.0453;2.7572;19.0945;0.6724;0.0;82.7643;0.0;0.0;105.8797;47.5929;88.5419;109.4993;97.3585;41.729;58.0144;0.1215;163.1893;0.0;7.7382;61.2022;50.4538;80.9902;96.1076;26.4611;3.3816;82.5226;0.243;63.4763;81.9793
19.2969;83.0392;3.8608;88.6215;62.8767;68.6116;0.3642;51.3587;4.222;23.3836;0.3531;0.0;82.8869;0.0;0.0;2.2074;86.5443;74.005;159.3615;47.3634;39.6065;1.3481;0.8845;194.7619;0.0;14.4985;64.0673;12.0041;78.4005;35.9611;44.9384;3.3741;80.2572;0.2431;61.9008;83.257
29.1246;5.9379;0.0;47.1117;7.8475;8.0534;1.0961;52.1;42.1755;80.3377;0.0;0.0;83.5856;53.7043;79.6048;2.0298;97.8657;0.2353;46.4969;45.1397;0.4716;3.7542;24.9606;81.8786;11.071;2.7274;33.49;0.0569;74.4575;92.0996;3.694;37.3773;83.1986;48.6202;161.2047;83.5869
18.9036;0.8818;0.0;98.5002;14.4905;18.8412;1.1158;60.0054;13.3157;80.0705;0.0;0.0;81.0032;48.5429;82.1143;74.2548;86.8303;0.2353;107.3587;30.0601;0.0;4.9824;13.5654;211.2419;66.786;50.3532;37.117;50.4722;73.6434;47.245;10.242;49.6311;78.2018;34.0929;108.926;82.2557
6.2258;0.3266;0.0;46.1806;52.8314;50.0;0.2428;55.0183;109.139;0.2436;16.9041;10.1873;82.9655;48.4656;82.3952;0.0;95.829;50.7074;82.9831;97.3503;19.4479;0.0;31.9782;60.815;4.8501;0.0;7.8527;15.2033;1.7727;0.0;0.0;24.8209;82.5428;1.215;83.2936;0.2169
51.1792;43.6198;0.0;46.0763;38.7224;0.0;0.208;16.7112;63.5594;0.2428;16.8687;13.9843;82.6919;40.9811;82.254;0.0;104.2796;2.0103;106.9279;95.182;15.717;0.4746;4.8244;46.0616;0.2699;0.0;1.8348;4.5726;1.7413;0.2097;0.0;13.9505;84.1246;32.5233;102.8922;0.2429
0.0;84.0597;83.3905;48.9139;53.698;82.3787;83.7967;19.095;120.597;83.2843;12.9891;12.3665;83.662;10.8058;81.5578;14.9386;0.4718;2.418;8.0014;2.2006;21.8901;8.8893;0.1215;244.4296;202.8651;50.3549;30.892;0.1337;75.9965;42.819;11.5907;22.219;80.9948;9.106;51.6204;3.5063
0.0;83.1222;82.125;98.0055;32.8084;65.6909;83.0167;7.5078;28.6856;81.7837;8.7034;110.1646;82.675;1.2859;81.9805;0.181;0.4719;1.5375;5.1837;55.1319;22.4022;15.0736;0.1216;210.4715;88.1656;2.3528;10.2935;4.1992;81.6066;32.0414;12.3274;10.3047;81.1683;8.6289;3.2931;7.9087
55.6849;83.5979;0.0;47.245;27.1196;50.5907;84.3691;68.9746;67.4253;0.3491;4.0568;63.2054;82.0663;35.5878;0.0;0.0;20.4453;70.9163;47.8033;41.2961;35.5211;0.0;43.2459;271.9112;21.8656;0.118;29.3031;32.1139;11.091;0.0;27.2801;20.5098;83.8706;48.6209;50.3557;81.6719
68.0845;82.5716;0.0;84.8535;15.447;4.8242;82.8038;50.1571;151.0778;0.486;3.3178;61.5936;83.8702;44.2838;0.0;53.6433;40.0741;73.6996;53.3863;66.12;44.1251;0.0;43.722;204.1932;69.9828;2.5372;51.6534;1.3553;4.0363;0.0;20.6657;28.1423;82.8293;48.6156;0.3546;81.8643
67.8611;83.0825;81.3708;2.8847;0.0;75.2822;82.1757;59.0904;56.1;9.6443;20.9562;93.4393;83.7549;27.0805;81.9037;4.7096;45.4512;51.4177;53.8646;0.0444;19.2716;0.0;23.4682;77.2468;50.3546;62.7968;60.5979;50.1179;3.1366;7.4091;13.273;15.7214;84.1818;1.0882;0.0;82.02
69.8513;84.1848;83.4173;0.7241;0.0;92.2369;82.8354;52.9934;75.9061;11.5428;12.6756;86.6229;83.2856;38.2475;83.8056;95.2507;95.7451;53.375;52.4256;11.764;16.164;0.0;15.3965;58.4567;3.7304;70.5892;76.5078;12.1029;4.1088;8.844;18.2969;7.349;80.906;0.243;0.0;81.0651
68.2515;82.6475;0.0;99.6165;49.6869;0.0;83.204;48.5297;88.3315;82.4707;9.0348;75.9131;83.0142;42.2069;0.0;3.8106;0.4726;50.3537;110.7278;47.3699;1.4594;0.0;14.6644;158.6868;0.0;0.1198;65.5077;62.7772;23.5073;0.0;12.712;13.0394;82.6362;29.8487;0.0;83.7409
31.3981;81.8281;0.0;85.7337;50.179;0.0;82.0922;71.7259;63.334;81.468;13.6759;92.3697;81.8305;46.897;0.0;102.9513;0.6854;52.0223;158.3677;84.8218;2.7477;0.0;16.5465;139.971;0.0;0.1187;32.7979;4.2084;12.7663;0.0;15.3091;13.6561;84.1514;40.6451;0.0;83.3209
67.44;0.1223;0.0884;46.0144;57.2871;50.0;82.3746;58.6674;146.8279;3.6367;11.5544;63.3165;84.1528;48.8094;83.1197;8.3071;56.6367;47.3737;111.0983;45.5708;0.0;0.0;0.4333;0.3545;0.0;14.4803;10.768;60.3726;72.6939;3.023;7.1503;16.4774;81.7275;56.5992;3.889;0.2411
19.3082;0.1215;0.4638;98.5725;11.1457;0.0;79.9881;50.3545;144.4259;2.2195;6.0477;96.9161;83.0169;20.6477;83.0973;12.6207;33.358;64.3977;45.8433;94.1245;0.0;0.4237;0.122;0.8484;0.0;19.3102;1.988;18.576;72.6802;54.2759;5.3913;4.7118;82.4561;42.0447;61.0967;0.3645
32.2638;82.0885;0.0;0.0;20.399;73.1506;0.0;21.0085;64.0326;28.9407;0.407;112.6947;83.0053;46.651;81.4859;0.0293;40.3273;6.9616;49.0116;67.9392;0.0495;50.0;17.5568;159.7874;162.1862;110.6759;1.4457;53.129;73.9928;6.6227;0.0;27.027;0.0;20.0769;110.6724;82.6778
36.78;80.6461;0.0;0.0;19.3084;52.8572;0.0;63.2237;59.8939;30.6067;0.3171;97.1245;84.0892;70.4894;83.9458;66.3205;50.9838;9.8812;156.5989;117.4759;0.3625;0.2002;14.4595;147.3191;38.1459;10.2365;7.6595;61.1023;69.0825;3.4438;0.0;27.8125;0.0;10.3483;66.5642;83.3659
3.7697;55.8645;84.3429;0.0;17.3237;170.643;0.1215;50.0;2.4669;8.9693;0.0;7.0252;82.9731;67.1296;0.3199;7.7382;115.4017;7.8428;82.6611;103.7293;10.0444;28.5517;0.4194;120.0476;90.1508;50.0;55.2646;61.6043;82.5594;9.6847;54.5061;62.4627;14.6612;1.3644;60.4248;0.0
3.8475;52.6434;83.0686;0.0;13.1472;149.675;0.4869;50.0;0.7788;3.3133;0.0;72.0738;80.2914;67.1439;0.3641;143.1773;86.4906;1.188;74.4886;52.3354;8.5327;52.2608;0.0;135.3545;16.1772;0.0;2.1936;63.061;83.227;3.5895;54.2841;57.1448;13.301;10.2458;57.8217;0.0
13.3832;82.9458;1.0134;55.0444;0.2428;50.0;81.4061;1.2277;58.3985;79.8458;0.0;1.6151;81.8575;1.7738;7.6767;0.5487;54.8881;14.0914;7.9018;49.062;0.6071;68.4309;0.5587;266.7372;4.7222;0.0;107.9346;50.0;82.0521;0.0;28.7045;0.0;83.3328;0.0213;59.3305;83.0982
20.1745;81.3251;0.2427;0.7249;0.2428;0.0;80.8953;51.7497;118.3022;78.7645;0.0;60.151;82.015;2.7821;2.3186;3.14;42.3451;66.2708;54.5076;70.1818;0.3651;59.4124;0.6065;105.3885;55.1309;50.0;210.9526;0.0;83.0066;0.5098;35.0922;0.0;82.8089;7.0814;64.1542;81.5513
4.9337;0.1215;83.498;22.7114;6.1282;54.1082;0.0;80.7528;51.8438;82.3927;7.1932;22.064;83.465;54.9964;11.4818;4.3037;0.0;3.5453;81.5586;2.0267;22.8263;7.3819;4.2309;9.1795;0.0;1.5061;37.989;4.693;83.8602;15.0966;54.233;2.4686;3.1337;63.0488;10.4087;83.6909
11.8463;0.1214;82.1483;57.428;9.5413;53.4581;0.0;52.3497;49.875;83.5304;19.6652;9.3867;80.6584;63.35;24.5299;1.4429;0.0;53.3924;83.4414;7.6548;11.5538;2.7089;2.8482;4.377;0.0;0.1471;41.4578;3.9818;2.4691;0.7343;52.9878;4.8603;13.0798;65.7054;9.15;83.0582
47.7451;0.7047;83.2892;66.101;6.0169;77.6396;54.6986;0.5362;4.3606;66.006;0.0;58.8455;81.4752;52.0318;82.6236;6.2561;60.77;70.4108;110.2164;59.4218;53.4996;0.0871;12.4072;52.2194;54.5795;57.262;0.0;0.0;82.8319;65.7452;60.4325;60.8214;81.5915;55.3355;50.2329;0.0
47.0173;0.6083;83.2856;8.9348;11.4608;187.2589;54.558;0.1165;9.119;64.5359;0.0;61.9213;82.6279;58.1794;81.9952;5.2832;27.7809;47.2298;108.5262;70.6478;54.9123;0.1176;38.71;13.7912;4.1069;30.3796;61.7775;50.0;82.6691;64.0863;56.1104;63.5388;83.1399;19.6789;60.7024;0.0
8.6436;84.1554;84.0128;59.1936;0.2436;149.476;82.3886;13.9008;61.1665;70.4877;26.3933;5.021;80.8805;67.5966;2.2958;7.9801;13.6286;3.9431;60.3162;93.6365;20.0453;4.4978;5.4767;147.2328;4.4462;0.0459;4.902;66.263;83.5231;50.1177;54.3202;56.0505;82.7997;62.7051;0.118;79.0925
1.6888;83.1264;82.9111;66.871;0.3547;197.3934;82.6644;50.9216;62.1038;66.8463;11.79;107.5728;82.8892;58.0751;1.0283;12.8379;21.97;11.315;104.0434;65.9087;16.1617;55.1574;7.8658;148.3603;68.6438;50.1178;66.4046;0.3549;82.6206;61.3349;18.966;72.0385;82.45;62.872;0.1176;82.8464
15.2762;1.1482;0.1213;85.5861;0.3587;140.079;81.117;1.9475;126.3399;80.9574;17.3866;40.9982;78.3565;62.5711;82.3997;10.0128;128.7001;86.5436;57.3727;59.6616;4.2525;56.2727;3.0169;55.8805;8.4572;13.7544;57.5823;0.0;30.9896;62.636;63.7639;2.7092;4.5229;0.1213;3.8653;0.0
13.7883;10.5767;1.4398;17.3428;2.5022;9.5969;80.9167;51.034;121.7383;78.065;6.5251;0.6963;78.6906;65.3613;82.5689;6.2663;98.2689;88.9215;54.1612;55.6483;0.4954;35.4408;7.2856;157.2956;0.0;41.0506;0.4713;0.0;62.2783;59.3262;25.1212;0.7153;15.9008;0.1214;3.1605;0.0
18.3948;80.9054;4.0281;69.3022;5.7748;64.5995;0.0;55.9114;126.2277;82.2171;24.8214;68.1151;81.5698;0.0;3.3602;8.1965;36.8112;11.8392;99.2432;57.5608;25.1658;74.1038;8.6884;9.1388;0.1177;20.7175;3.1024;53.5758;29.0165;6.0804;55.2834;55.8751;83.1982;0.365;98.0688;84.2376
15.7854;79.552;1.1433;16.4533;2.4523;154.295;0.0;60.114;121.0081;83.2841;14.3024;4.0956;82.4235;0.0;3.5393;9.6116;51.8898;2.193;96.7701;142.2601;27.1965;17.3101;5.6552;2.2152;0.1191;50.1192;2.2853;3.8003;82.5976;4.027;17.3898;63.5475;83.853;0.1968;106.7755;84.2633
0.1213;0.0;84.2349;0.0;2.2331;50.0;82.3821;1.0637;118.2988;75.1124;0.0;85.1498;6.0275;64.1705;0.0;56.462;53.7738;57.8711;104.7576;70.7716;5.998;0.0;0.0;2.8365;70.4295;106.6998;106.1127;11.3464;83.2895;102.3094;54.6475;62.4799;83.3482;64.6337;62.7447;82.1364
0.0706;0.0;83.0612;0.0;0.5211;0.0;81.532;78.4691;213.9415;70.2811;0.0;102.5453;3.9067;65.5941;0.0;3.8857;56.3137;30.0276;77.3062;70.9222;2.6761;0.0549;0.0;8.2008;68.1605;114.9027;164.7754;57.0846;81.5104;66.9465;54.9211;67.0144;82.4563;66.0774;60.2521;82.0791
10.0203;0.0;83.5692;7.1593;0.0;155.9245;83.743;0.2223;116.5344;80.9698;4.901;19.193;84.3223;0.0;4.6233;7.8869;0.1825;3.8398;91.9019;105.1662;3.3253;30.0344;0.0;211.7035;2.5679;0.0;254.3055;2.1058;83.5802;66.1587;16.8115;0.0;82.0893;8.9919;0.0;3.9417
24.1082;0.0;83.6385;0.7245;0.0;81.1711;80.8447;0.5324;170.5457;76.9598;20.5744;50.5902;80.4033;0.0;4.9308;116.252;50.1186;9.3006;76.7603;7.4626;6.2501;2.2599;0.105;225.0431;1.4652;50.0;128.318;52.9517;83.3178;61.0534;55.0946;0.0;82.4797;2.7087;0.0;5.8955
53.314;81.6035;4.9323;9.3446;11.8589;54.2553;82.451;1.6618;168.9839;83.1559;22.3837;55.9295;79.5239;0.0;8.7552;109.8667;0.0574;54.5423;109.5465;111.1482;11.046;78.9257;0.0;70.2379;7.9768;2.5335;50.0;0.0;83.0689;110.7249;0.1497;64.2619;84.1425;3.1544;93.6657;81.0131
33.9069;83.5222;1.5263;53.1077;7.3415;73.4826;82.5482;0.7539;167.4233;82.14;16.5988;54.9501;81.4735;0.0;8.0442;67.8768;0.236;0.0787;106.3138;54.8993;0.7017;53.6884;0.0;34.1088;51.6033;1.8245;3.7749;50.0;82.8507;64.8317;0.2415;64.3631;83.4396;6.8019;8.5983;84.5339
12.637;0.3641;0.1218;91.1157;1.1942;78.7075;5.9864;48.6078;6.9689;84.0143;0.2437;0.0;81.4212;21.5948;82.718;9.9071;0.1181;50.0;160.1376;8.4191;20.8574;1.2454;0.0;200.1879;0.1183;24.3241;204.1099;2.1866;82.9122;0.0;28.2267;57.1596;81.4191;0.0;62.5968;82.2752
16.6484;0.3646;0.108;79.763;1.0156;8.8263;9.1409;59.3878;60.6285;82.4628;0.0566;50.0;82.925;11.4653;83.046;3.5993;0.0866;4.9742;279.7044;23.7512;0.2028;51.8668;0.0;185.6118;0.1186;12.7786;129.2913;0.3327;82.0684;0.0;19.2629;46.4867;82.1792;0.0;58.0449;83.5139
3.6907;0.8238;0.2429;0.0;2.2099;57.0443;0.3649;0.2354;50.7422;81.8346;10.4953;10.9823;79.2376;26.4217;82.1956;38.3903;48.4806;11.7624;6.5012;7.2782;6.8041;3.1379;0.0;0.2883;60.8444;46.309;57.458;0.0433;82.6262;8.4093;0.0;0.1214;84.3564;15.8144;142.7008;83.4486
16.1862;0.1216;0.2433;0.0;3.3343;11.2203;0.3174;0.213;5.8707;84.0936;15.9151;14.5198;83.1305;16.5991;82.1887;23.6889;95.1314;0.0294;53.2665;63.4265;57.4168;10.3615;0.0;17.7161;53.5176;103.5028;31.1379;0.4803;81.7357;7.6235;0.0;0.109;79.4851;8.9535;141.7511;82.3355
3.0365;48.2442;0.2433;94.1399;0.0;54.9108;78.7828;0.1179;52.3949;83.3161;57.8541;0.0;0.0;17.3254;0.2458;10.088;0.2219;0.0;1.5321;30.1182;11.5415;3.8537;26.9019;164.598;51.7029;115.8095;72.446;1.3785;81.4723;55.4773;67.8991;71.0848;82.7467;7.8929;91.1287;82.0681
9.1916;48.6142;0.2432;98.3129;0.0;53.5475;81.2325;0.262;1.0493;82.3001;60.8993;0.0;0.0;15.0075;0.7645;20.0238;0.234;98.8933;52.7008;78.0108;5.7752;21.1092;27.244;263.3942;31.0579;64.4399;8.3248;39.3734;81.9706;75.415;52.2396;32.5747;83.7446;3.048;75.1131;83.1751
