p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
114.0355;50.0;100.4155;96.6473;60.7483;57.5465;49.2786;9.3951;50.0;53.7774;56.0076;44.9714;1.7665;59.8408;54.1001;65.2867;44.6538;48.8719;57.508;48.7937;31.8048;45.4236;48.5047;15.2996;32.0957;40.9244;36.3151;66.1865;56.2319;97.2537;8.3605;50.0;30.7002;97.2305;64.4055;14.356
106.9372;114.213;148.9613;11.5711;79.8497;75.5407;53.9529;19.2167;73.7195;50.5897;95.0429;62.1972;95.6862;62.56;48.5599;48.1915;50.5646;23.4957;45.2793;72.743;67.128;48.0708;62.8008;54.8391;48.386;46.2782;43.3923;52.2176;53.2211;54.6427;15.5704;0.0959;50.0;9.984;46.9034;0.7637
66.1369;81.7377;57.1044;50.118;69.2026;78.1848;71.5944;78.8554;58.0098;50.6022;81.4037;57.2992;74.3312;66.4825;48.6244;73.4688;49.5858;63.5115;51.0935;50.0;48.975;50.4486;52.948;66.0574;32.2891;36.4227;41.6367;56.3253;46.9242;50.0;63.567;63.1662;30.2799;45.9126;50.0;50.2354
56.2091;25.3651;60.4925;39.2384;52.5222;73.6124;56.6794;78.5565;70.2371;50.0;81.363;34.3985;102.0074;13.1279;61.3227;70.1367;61.6211;39.5585;59.843;50.2993;68.7523;46.0797;55.9211;50.0;43.4979;42.253;46.1231;53.0251;5.6083;76.7655;1.2471;0.1177;21.1431;47.2501;1.5528;16.464
115.6994;53.1103;59.1316;12.8113;73.4348;50.6465;70.3178;76.9589;119.0335;67.8164;103.8608;79.7297;95.7997;59.2141;63.6985;60.5288;47.7362;19.4291;22.0973;59.2069;53.1048;39.3269;43.3518;24.3875;70.1308;43.9873;47.3803;48.0955;40.3481;30.096;7.6945;5.4463;10.1289;40.1142;50.4342;23.8219
93.9045;113.6369;97.3614;59.9919;44.1869;49.1086;69.6692;74.1879;9.3404;57.0535;79.6634;0.1215;50.0;42.1554;57.5681;44.8535;54.4692;39.8054;26.7647;72.856;46.0806;51.6468;54.9358;59.6104;50.1834;39.3795;50.4121;53.9291;45.6421;2.0549;2.715;50.1573;50.9453;50.0;10.2233;50.0
51.1572;50.0;139.9274;35.971;73.9167;66.6192;48.6177;64.8662;62.8155;50.118;0.7276;55.3749;52.3597;58.7085;42.5102;54.4555;46.9383;30.6924;59.9689;44.8916;52.2957;41.7539;61.4242;55.1898;63.324;39.5146;52.0291;48.0125;42.457;50.0928;4.1081;2.9529;50.0912;6.7941;45.6557;1.1183
114.453;50.0;56.992;50.118;60.0405;78.4289;54.9996;65.7547;50.0;54.733;46.4234;72.9759;50.0;58.1471;61.8728;40.6366;60.7777;20.1217;47.4403;46.3839;51.1654;16.4145;7.9834;37.6352;118.1263;48.1929;40.1221;61.28;47.5149;50.9934;57.8317;28.0688;0.3854;50.3544;16.7308;20.4025
97.6368;61.6549;30.3279;56.5655;72.3818;73.1848;49.5133;78.7526;23.8218;78.3835;62.7135;33.3471;97.2323;57.3388;61.0782;47.9312;40.5489;45.6725;7.3638;64.4242;20.4524;51.1492;55.8862;45.0294;16.8294;44.43;43.0455;46.2751;45.3042;50.0;21.041;50.0;64.9043;96.8823;44.2798;50.5398
61.3949;133.9639;56.7304;93.4806;72.2142;73.4254;49.5083;0.5411;104.2099;50.0;61.5894;49.8817;0.0781;47.7176;53.7976;40.6937;45.9073;34.3321;38.1103;58.7947;77.6301;45.3978;48.3124;50.7443;6.9674;43.3762;48.4226;8.3643;47.0878;38.3386;20.9357;65.205;72.7795;51.18;31.5006;57.705
48.2971;102.7699;50.223;4.8986;79.1372;75.7135;74.2507;76.1344;47.3769;61.6312;63.1522;62.4178;50.0;50.6653;43.3748;43.9701;46.2636;76.6244;50.7959;49.5;38.3808;62.4512;38.8804;41.1444;11.9148;59.0219;35.4742;65.0114;49.4361;30.1701;10.8927;60.1004;25.7762;2.1441;24.191;3.3378
53.3099;114.2905;236.8147;61.5664;61.7407;72.6346;74.901;76.7742;50.0;64.0491;50.0;46.0276;50.0;54.3693;46.9141;59.2302;52.3387;51.852;59.0049;25.4865;54.6557;39.9591;49.0029;69.1263;50.0;49.4504;49.0364;11.1528;38.8713;9.4084;3.5675;106.8892;17.464;0.6228;29.0702;26.3692
50.0;69.6787;64.8584;172.2382;61.6256;79.3045;70.6025;71.9299;78.1846;53.1411;53.4365;59.1891;50.0;56.2846;38.447;48.115;47.5022;50.1008;39.5025;40.3584;64.514;58.1172;58.2462;53.8586;50.0;41.4842;46.2157;56.4534;35.4123;89.9592;54.7312;103.5828;3.7821;51.7747;46.5394;50.0
197.6383;50.2115;58.956;47.6283;65.6188;61.573;51.9039;47.298;59.49;50.2039;50.0;47.7006;53.8225;45.7007;48.6278;63.1675;53.9709;114.3303;55.4872;29.8996;51.5458;31.323;32.3811;51.3002;50.5903;45.7335;32.6647;37.4113;48.4109;113.7001;0.1216;7.2703;46.6837;1.105;70.0755;36.3961
50.0;6.5971;64.6492;54.844;76.8565;39.5003;67.2295;13.1784;50.1182;28.388;50.3531;55.6003;49.8143;58.7785;52.6072;42.0401;37.1392;17.6866;48.5236;50.6728;15.4572;43.108;59.0794;51.2803;70.1862;44.2092;43.3206;59.6725;48.2382;1.3329;59.5955;55.4294;17.2397;5.2248;52.6629;52.3352
102.7264;59.8036;48.2008;112.5804;74.0573;25.4945;62.416;65.398;111.1298;50.1697;56.95;48.7677;96.0335;53.8478;40.8248;52.9975;57.8678;39.311;55.057;54.4368;32.0882;49.0828;57.7418;50.0;80.8817;35.1821;42.7897;56.3727;44.0969;50.0;52.9798;50.0;95.6656;0.118;16.4589;10.4174
8.7349;3.4249;119.1934;50.0;74.3447;64.856;63.5007;0.9249;60.2066;50.0;93.1828;68.4362;52.9202;47.9864;46.1785;47.7598;62.8493;20.826;41.9578;50.2624;54.7495;37.5736;2.7263;50.5075;50.0;50.8512;56.3648;13.0836;49.9604;46.2138;41.5156;50.3542;4.0556;50.0;0.0;17.1665
56.2743;54.7753;99.9165;1.7729;63.3679;58.0991;73.3732;79.2569;51.6486;53.6614;50.0;48.4721;56.7435;59.0223;48.3226;50.3556;67.1289;35.8126;55.1362;53.2299;63.58;46.941;62.3564;91.5846;50.592;52.167;39.4451;26.9423;38.3251;23.8921;5.5571;4.2314;0.0;0.0;45.1178;31.5295
120.2816;50.0;50.113;79.0889;74.8707;73.6971;77.7064;57.0347;50.1176;97.2573;50.0;48.9937;50.1558;48.6231;54.8693;40.8133;40.9237;50.0407;41.1808;53.7747;48.744;47.6988;56.9439;23.2643;50.0;41.1786;46.2227;61.7245;30.8141;44.0192;14.7077;4.4514;52.2324;50.0;5.235;22.1825
52.9146;134.8314;68.2889;50.0;58.0454;76.4151;46.796;67.7997;75.1568;64.4117;50.0;69.8224;56.9674;50.7101;48.9837;46.0068;42.5394;101.7663;47.7078;98.4312;44.9308;54.1288;45.3643;86.5574;37.6649;48.4295;42.9919;47.3095;48.5038;207.5801;58.8007;50.0;21.2264;50.0;40.296;50.3433
96.1717;50.0;60.6015;56.4555;79.2201;72.252;61.8524;78.6371;50.1181;62.8291;57.7924;54.4432;50.0984;51.8471;47.2874;51.6344;53.5748;50.0;49.7381;82.2617;28.5128;41.1471;46.8729;55.3392;74.4135;47.3181;42.2201;66.9417;51.5309;49.1273;48.7727;25.9587;14.2706;0.0685;50.5465;22.7543
89.3334;50.0;98.4193;60.9113;67.9987;53.6511;55.2898;51.4311;64.3311;58.2316;93.4291;51.5007;43.4616;48.6162;50.3273;50.2234;64.6228;67.8105;60.5638;47.9932;70.0221;50.9346;6.7367;29.318;50.1181;47.3842;47.9513;30.556;42.708;43.9796;48.6325;50.0;50.6821;6.0323;46.2547;20.9224
50.3286;51.1786;90.1341;54.607;62.5132;66.2346;74.6943;78.4222;109.2068;50.5924;37.3693;51.6691;50.1191;48.258;29.2958;59.4665;42.7144;56.9599;48.3126;57.9136;2.2216;48.7189;20.1439;18.7439;53.1474;35.9784;49.4315;57.8974;46.5471;0.404;2.8846;59.6931;2.1274;26.1517;69.3183;43.3094
57.8182;112.316;51.2971;1.1088;53.7906;79.1367;66.8952;58.6061;25.6295;57.1392;50.0;48.8729;51.0162;44.14;59.2126;53.9752;62.4824;57.6709;59.3644;21.7397;59.7159;52.1661;48.6189;31.7485;53.641;38.7259;40.6072;70.7954;14.9474;50.0;11.9239;54.9948;3.0233;40.1484;9.0985;12.4222
57.4137;49.8852;54.4827;114.0129;76.8092;76.0093;75.1098;74.837;52.9412;52.1371;50.0;60.2061;1.1546;47.0779;49.1108;46.0008;59.221;42.9544;60.4862;71.9426;47.6626;49.9505;30.5523;46.2235;52.6946;42.7481;35.5485;47.999;28.6839;43.2099;11.8801;77.5699;50.0943;4.4348;50.0;8.2208
106.9899;59.9899;136.7099;50.0;66.7588;76.0892;70.0006;75.5192;51.6917;52.399;54.1325;75.0679;50.0;54.7636;53.33;54.9862;37.5288;39.8006;24.0823;47.6018;72.6785;47.8203;52.2715;50.0;12.9892;42.4397;40.2857;0.7886;37.2417;20.6644;48.8424;12.4063;17.5747;0.1177;5.384;53.7566
53.1833;102.8159;50.1889;74.7163;65.1822;76.0278;76.1872;70.7626;50.0;56.7999;5.905;52.1773;50.0;60.414;53.0674;43.806;41.783;38.8628;55.8306;50.0;79.1012;57.5949;47.1901;38.729;50.0;40.7631;41.6482;1.7293;48.7092;49.4948;56.7203;116.9114;23.8508;103.6832;227.6755;50.0
50.7089;251.1573;50.0;50.0;61.5597;79.3748;48.6313;33.3358;102.2682;52.4796;51.0517;52.7581;4.9111;49.3044;52.2409;66.5067;51.7204;55.7913;52.3208;39.9753;61.9982;45.9345;61.1716;20.4853;34.8295;33.3154;40.184;63.2883;45.3273;42.446;48.6183;33.2477;97.2314;50.0;43.7041;9.9188
117.1767;95.162;54.3578;65.2102;51.9405;0.1213;58.7045;40.8039;123.6129;54.3809;97.026;0.2426;0.6835;34.5941;47.0658;56.658;37.9958;24.02;48.367;32.921;46.6831;48.6465;55.5413;41.7153;40.3564;48.4135;32.1477;46.0074;50.1941;50.0;59.412;0.3624;96.8373;81.5345;105.1564;41.6749
110.5491;76.758;46.3449;117.9034;64.0378;70.0592;59.446;75.2149;50.1176;85.4262;96.4067;52.4527;63.8902;44.3999;44.8842;51.7257;52.1124;57.8251;53.2898;47.6676;3.088;48.2764;54.9057;50.9767;23.6128;35.9927;38.7114;60.0607;5.8243;10.1766;49.0036;38.0917;0.092;0.1184;54.5386;11.9623
57.5589;93.853;55.1963;0.0;82.1311;76.634;72.2268;9.001;50.5677;74.3696;116.5716;53.608;1.9125;52.4221;48.1895;41.4625;43.3763;31.1094;54.8161;40.5383;21.4281;43.7207;50.738;46.6877;52.8246;43.6635;48.4454;55.0093;41.6867;0.9252;59.0802;3.9838;1.2872;59.8163;50.0;54.191
164.9458;72.1384;50.0;55.5697;65.0429;76.9635;77.2874;65.6334;79.0162;87.8345;6.3739;27.7602;63.9918;35.0458;62.05;42.4027;46.5008;51.2986;62.3859;69.3763;10.9222;45.0701;50.6244;57.3839;87.8991;45.4215;42.047;55.2101;49.6448;50.0;17.7975;50.0;55.1481;50.0;0.7069;7.9703
50.0;72.9772;51.0324;51.5102;61.0887;30.0673;58.8266;6.1682;57.7133;64.9942;50.5237;64.7957;55.9719;53.2133;50.7978;41.9038;74.3426;48.2216;40.5213;127.369;48.6294;46.8149;13.4854;46.8716;56.2658;43.2653;32.8475;36.6413;4.3241;50.0197;48.6165;2.2706;50.0;0.1199;31.9211;6.3036
94.3546;54.8423;113.2897;50.0;68.828;63.5759;73.9707;48.5789;17.0849;50.9424;45.9896;50.9941;51.7214;44.2842;48.4292;34.1145;65.4605;52.9184;57.2372;20.9192;44.2293;54.001;54.7284;28.2873;54.5923;40.3252;45.505;49.6224;57.3572;63.0196;34.1491;42.1985;41.1592;0.1176;50.0;13.8248
115.5881;119.8743;53.9628;7.4518;77.9106;77.0351;77.2346;80.0116;50.0;50.1573;99.4933;60.596;93.6594;49.9634;60.6022;49.0125;65.6525;65.5371;57.4165;23.3616;28.606;47.6211;53.0676;17.9876;50.0;40.9331;45.4352;36.7816;46.5673;52.3598;54.2492;0.0981;58.1682;50.0;21.9892;25.3312
52.6223;54.2797;50.0;64.2129;49.4043;80.5854;59.0461;34.8753;52.6229;56.0852;50.0;55.1143;56.339;48.3822;61.0602;43.119;51.3753;37.5194;62.6933;39.5443;45.6093;27.9164;55.8237;30.3446;39.8185;44.1922;45.9832;11.3157;47.0608;8.848;46.6388;46.8497;13.9175;0.2383;3.1419;10.2242
50.0;53.8414;50.0;50.0;63.0098;79.0362;64.7216;66.1763;97.8158;61.617;50.0;40.4551;18.9259;48.9179;65.8492;48.3988;42.9936;54.9203;44.0404;55.5448;25.8404;42.2471;49.6273;53.3076;39.6009;43.7731;51.8515;51.2286;39.4929;4.5721;15.3979;8.2798;47.2414;101.1765;4.8169;29.0713
58.69;77.0384;53.5254;50.2405;71.1573;78.3713;57.7542;70.5065;90.8585;50.0;85.1318;31.4631;110.9216;49.9706;48.3871;59.9307;55.9367;33.3616;46.1168;33.3373;74.3084;45.864;55.0598;74.3602;19.3463;44.0669;42.4557;20.3787;53.7007;53.4964;58.6696;70.6518;10.2908;50.0;6.4824;55.0762
50.0;56.4924;151.0048;50.0;76.211;67.3791;72.9836;11.8685;80.3734;59.3093;50.0;76.6388;67.7229;49.455;47.7118;54.4152;47.397;32.4607;46.4392;60.3813;51.3425;49.4843;58.7672;50.5908;25.0383;47.909;58.1043;3.0688;40.5123;57.1738;0.1145;117.2578;50.0;51.9006;7.6309;13.5818
52.1986;79.3242;46.8933;50.0;67.86;65.303;74.6963;64.6672;97.3658;57.5408;112.0779;46.0063;50.0;60.6278;57.7551;54.1708;47.1326;11.3184;37.5873;39.9701;60.7947;32.0348;48.6148;90.3541;26.4153;40.4752;44.4856;51.0823;48.0709;50.0;48.6536;52.9002;5.4246;5.4685;61.2558;50.0
73.7211;198.3768;87.3558;68.2101;67.0007;79.6909;74.8764;76.4671;53.0682;29.7747;47.2048;56.4857;50.0;47.4034;56.2647;43.1801;43.8714;49.8216;36.9143;30.4063;77.0682;45.2688;59.6879;51.4147;50.8845;48.5059;46.1367;44.2832;43.7852;47.6715;73.3152;0.1177;13.0691;50.1179;8.9998;7.6502
118.4195;50.0;59.517;107.1835;71.1351;66.8761;73.2398;78.8081;50.0;73.7897;31.43;52.9845;48.0751;52.5966;53.7539;61.3561;59.8223;133.6299;52.5293;54.6664;60.3635;45.4876;55.7167;27.7481;50.0;35.448;47.5505;57.8987;37.1285;50.0;53.4881;12.4785;51.1627;50.0;54.8994;25.8844
86.7031;52.1245;188.6273;68.3755;73.6756;66.0911;69.3299;64.9696;53.5074;51.9121;67.2692;75.9788;108.4748;55.8077;51.3228;66.1637;65.4791;51.1818;48.6151;46.7489;50.1568;37.7526;20.2728;19.2673;36.3134;41.8842;48.5326;54.0548;45.8356;1.5802;62.1383;50.0;4.4355;0.1049;31.4198;11.521
49.1366;50.0;86.4585;1.8367;68.1759;62.9993;50.2495;68.8003;50.5904;52.8069;102.9643;52.7248;97.148;51.0188;47.6957;37.1486;42.0411;20.7102;56.103;53.3816;67.7261;45.9308;64.8248;35.3399;32.3123;56.3473;45.0122;21.8357;42.8437;0.6432;46.1878;52.5689;3.382;50.0;55.311;44.5823
97.1599;53.6538;65.0576;51.7707;71.5253;43.3376;68.6615;72.9293;63.546;59.6409;50.0;48.0773;96.0417;46.2359;50.2962;47.8231;51.757;23.7935;49.0976;19.9449;67.3315;47.5523;56.1522;99.604;50.0;40.8974;53.2107;57.165;34.8197;64.0508;48.8142;122.5477;7.6737;8.5015;47.913;1.1547
89.0494;10.9633;79.4727;53.5648;77.6989;77.5885;64.2254;52.3248;61.4131;87.3304;77.523;54.0474;59.3651;57.5302;47.945;49.5543;53.5833;49.75;55.5484;52.7944;32.5463;51.0367;53.0562;23.7369;35.1719;42.2918;53.5422;35.7112;41.7174;0.0514;0.1214;0.0;97.0074;54.6313;59.1164;44.63
55.6193;56.5546;50.2426;59.345;51.6311;68.4377;67.7966;70.8644;89.4753;56.2647;96.8846;59.8059;2.7153;49.4563;61.625;42.4437;39.2689;46.8725;48.6027;52.3042;63.1022;57.6558;47.1543;50.0;50.0;48.5675;40.7866;38.4962;41.3307;14.4107;63.5001;88.4448;50.0;53.538;61.6634;50.0
114.5481;50.0;97.2379;50.0;63.1529;73.6719;75.2749;73.0961;74.5116;77.3785;52.5452;0.1217;50.0;47.7927;40.5115;42.4403;52.9821;24.1868;59.8226;50.3538;53.6113;30.9251;47.8822;57.3029;45.9328;33.9175;34.7837;29.1744;42.555;50.0;54.9709;32.6719;50.0502;25.1958;0.0;2.9165
111.5147;50.1183;99.806;55.7925;77.8066;72.5785;73.6497;68.5055;67.7699;69.6607;55.6386;48.5001;53.4908;57.722;51.3129;39.468;35.2209;52.9495;31.982;11.1043;50.5436;44.8294;32.456;35.4816;54.0195;41.5493;41.8047;4.1761;51.8221;55.4118;55.409;1.2782;0.5783;0.1046;47.8957;28.4163
50.0;216.3318;57.8657;114.1409;56.6632;78.383;79.2007;69.3945;55.3661;54.6884;50.0;70.9908;2.1537;55.7876;53.0372;40.564;65.5678;44.1387;46.4962;98.826;69.4597;50.9525;58.3421;52.9365;50.0;44.1798;41.5529;21.7737;51.5227;7.8541;50.5193;33.5297;39.1812;29.2114;51.0436;40.1603
54.356;50.0;55.1932;50.3559;72.6773;82.2937;64.2398;77.4212;53.256;25.1941;51.7662;69.2594;50.0;47.8469;56.4956;49.9935;46.4499;42.2574;51.5282;38.6931;61.1871;51.333;37.8055;48.5205;52.7141;41.2462;39.7371;48.0363;44.7943;13.5705;26.1006;42.4098;50.0;15.7715;50.0;49.75
84.7243;54.2803;47.2356;74.4027;76.4803;79.9879;66.8462;81.5884;92.3601;72.1613;51.0852;49.8358;50.3536;41.3016;54.1295;55.6733;53.7259;49.5035;55.4732;109.61;50.3374;47.3326;52.1147;45.5907;60.3607;43.1939;43.0402;22.3655;22.6879;4.681;43.9716;34.0693;76.8034;44.8923;36.0172;54.3694
50.0;50.0;5.3594;4.5839;62.2789;43.4676;57.5934;80.5897;34.9718;54.5826;95.0919;50.3132;0.0;29.0062;50.1991;54.5353;49.2249;32.0706;66.4486;28.6416;60.878;64.3281;42.2874;57.6432;50.0;48.4381;47.5169;65.5745;66.191;10.8205;0.1214;54.4491;97.6009;1.885;18.1688;50.0
103.1829;71.7945;50.0;26.6589;59.037;71.7137;76.117;79.7849;56.5802;62.3679;110.4458;57.2884;57.5332;48.4866;49.8182;63.1705;46.4991;60.0386;54.1097;33.1972;23.4475;65.5226;38.8355;37.76;25.4945;39.8295;46.3025;52.2216;47.7136;4.1167;37.2086;50.1839;97.2457;50.3793;50.0;1.1051
66.0454;54.4139;55.4822;154.2576;80.6132;81.9166;59.9499;78.0348;7.5077;50.1186;54.9232;79.0305;50.0;34.5671;48.445;51.2561;42.9371;17.9303;58.5751;46.8475;0.0515;51.1843;48.1492;96.7519;46.1846;41.0232;43.0728;43.6647;31.2266;109.7705;48.6417;53.7824;51.9579;33.8362;7.1254;50.0
69.3174;82.5147;115.316;71.9888;68.1799;78.2683;66.2929;75.0628;85.7005;51.4075;50.864;19.146;14.8944;57.7089;34.4455;59.9263;50.3289;26.2808;51.0079;69.7973;34.134;43.6818;50.2862;50.0;56.2501;33.2118;43.9153;36.0823;54.9131;0.0;0.1214;0.6231;16.2189;50.2815;16.4188;14.1446
50.0;97.2223;50.0;142.034;80.4336;73.7566;74.3019;75.9593;52.6821;51.3594;96.717;48.6053;42.4261;58.1709;54.1079;46.4397;44.7117;49.508;51.2697;50.0955;22.4311;41.2039;47.1694;50.1443;50.0;45.1458;40.1497;57.5379;6.6148;4.1263;44.5606;50.0;104.1032;0.6275;55.922;64.2899
50.3495;208.8328;53.6594;70.5522;51.6639;68.2075;74.0869;43.7292;50.0;42.261;50.1182;55.8037;50.0;54.436;48.4058;42.1947;46.3598;43.766;47.6737;65.051;9.9924;53.7772;48.6274;44.7909;15.5912;36.2555;42.5582;50.3357;32.8969;58.135;9.8507;56.8812;50.118;50.0;10.0493;41.0608
73.9801;50.0;53.7992;58.3099;71.6109;76.1831;64.4357;74.1184;47.2666;44.868;50.1346;48.8521;50.0;51.3743;40.9571;56.8775;61.4164;41.9094;58.3323;53.6163;77.4556;40.3416;48.622;50.5524;50.0;38.7497;35.5333;23.3465;37.7348;8.4054;0.2672;1.8296;34.9089;50.0;34.8032;11.6901
143.8139;56.4348;50.0;75.0659;67.2351;48.5026;59.8526;47.1929;108.6297;67.7442;50.1175;48.6239;62.1547;52.3356;59.7183;56.2359;50.702;88.0994;51.3535;50.0677;8.7613;46.0224;49.7969;16.7912;63.5845;38.7156;44.1326;22.3939;45.3134;55.322;12.9047;41.781;68.3873;56.7287;40.3063;47.2309
210.7086;98.7601;50.0;162.5328;74.0779;78.5165;41.9619;80.4501;65.7749;76.481;66.2612;61.4343;50.0;55.5609;43.8004;52.855;50.7008;34.8043;51.4496;50.2627;0.1218;38.5268;55.9756;49.875;50.494;38.5021;47.5732;25.6798;58.3823;14.6851;7.1338;0.0;50.0;37.9503;0.0;58.2702
50.0;50.2361;63.723;50.0;74.8823;61.2025;37.3789;79.4362;51.8904;54.7443;99.6808;40.3666;58.8907;57.4622;49.4147;43.9992;46.8928;50.0;55.9757;43.9923;69.0395;31.3418;56.9936;61.2048;50.4976;44.0794;46.0301;39.0881;47.4822;50.8267;26.1228;50.0;42.9029;33.5809;11.0349;23.4884
52.0741;42.5255;101.5239;12.363;75.2319;78.2816;76.9757;25.6694;50.8598;51.6308;61.23;41.975;106.9837;56.0489;59.7936;53.568;42.1778;40.4509;24.2575;15.6407;71.4124;37.3579;14.0891;50.8256;50.1175;35.129;48.4935;16.5372;34.1949;0.6507;48.6151;19.8578;28.2364;54.076;3.1641;3.1237
122.6851;12.0833;47.3407;117.8339;65.249;61.7826;62.2733;71.7458;52.3174;58.4533;64.0096;48.1998;112.4643;63.9283;55.9747;53.166;41.5596;49.175;48.1829;50.474;68.7947;40.718;44.0658;27.511;47.7763;47.0932;39.937;11.1041;26.4376;143.2484;48.4199;31.5223;38.2763;50.0;50.0;62.2174
54.3555;54.0138;51.9259;57.6726;72.776;73.9992;74.834;46.089;50.0;80.0984;50.0;62.7514;7.4066;62.3112;46.9937;53.903;73.6594;50.8562;66.9263;41.2188;33.4652;44.5436;48.6172;63.5774;50.4436;43.2068;47.1086;42.507;50.6568;67.973;23.7545;158.9338;51.002;25.8513;29.8387;29.9248
80.9205;47.1774;50.0;121.8818;50.5767;73.513;49.4141;75.1624;50.0;73.6799;53.9421;47.2871;50.0;38.7357;50.0059;50.3325;58.7189;45.2614;47.852;54.8824;81.1511;37.4813;60.0618;50.0;57.8879;43.1312;43.047;10.6326;46.5417;64.7885;53.0663;75.2205;50.0;69.1321;46.4771;7.5593
50.0;60.5843;52.9498;158.3658;68.2344;61.8221;67.1839;71.0503;50.0;67.6751;50.5705;62.123;59.4255;57.4021;47.4692;52.5353;41.604;54.9586;47.8784;27.8039;17.1905;52.7674;53.9448;23.24;43.4634;38.6692;44.5708;29.0997;47.1002;21.2191;48.313;3.8458;99.5167;68.1697;11.1855;8.4359
52.751;50.0;50.9255;62.7124;65.8287;67.3093;73.0633;2.4761;100.5147;45.2899;74.4123;66.8623;50.0;44.5997;64.1055;57.7539;47.9124;38.6408;65.3079;45.851;0.1217;51.2841;41.065;40.1182;59.2941;42.4111;61.1485;62.1096;68.8184;29.788;0.8193;13.8443;1.5189;79.2668;9.9799;33.4142
55.4778;64.9145;107.049;55.1961;67.5835;70.5948;49.4324;60.57;61.0502;50.0;50.473;57.163;5.396;57.8083;48.6139;47.6234;55.713;73.0013;48.621;50.4956;83.0244;55.6375;64.0233;34.9679;70.4142;44.5713;49.3479;40.5243;50.1504;126.4417;51.1491;80.01;50.6513;53.5522;20.2375;6.2806
151.0224;54.4651;57.4291;54.0001;70.4422;74.7611;73.6414;17.5188;67.0427;89.5162;52.1678;48.5369;10.0955;62.6308;47.9535;57.7526;61.7344;50.3142;57.05;47.4974;7.7325;43.0472;48.0938;34.6274;32.1594;44.2513;38.264;33.3479;52.6979;0.0;24.4146;6.253;40.546;47.2563;45.3485;53.4222
83.5847;163.1476;50.1185;50.0;66.5088;62.0233;66.8283;58.3265;103.0781;50.0;90.0425;68.9699;1.2657;40.5875;56.5344;60.2669;59.0183;50.0;31.7821;63.5056;23.9884;47.4888;52.1998;96.6316;80.4267;45.693;42.0721;10.9465;1.911;50.0;37.7408;8.231;103.1349;50.0;15.9759;9.4833
95.338;44.3421;63.3921;50.0;73.8809;60.4761;57.7157;79.2204;80.3386;64.1757;44.9083;47.8587;88.4891;57.072;44.0409;48.1084;37.0019;76.9919;54.6818;67.3066;0.5463;55.6456;56.3297;24.019;47.3795;42.6477;36.1563;58.4066;48.5042;4.9387;4.0034;5.0841;34.7505;50.0;34.8774;0.9456
12.8006;118.9877;59.3524;57.4501;77.5243;48.8543;43.9477;76.077;50.0;52.4332;8.0882;57.097;50.0;56.2969;62.0428;49.7721;50.2856;101.3285;39.0715;53.5836;44.3447;40.751;66.0459;37.2854;20.5054;49.0576;42.8381;11.4289;44.2414;57.5771;35.4232;85.5901;51.0629;65.3484;21.0351;97.1359
116.8478;55.1948;96.3907;75.0668;75.2477;74.9096;70.8539;71.5565;72.126;54.8326;15.1648;78.2515;86.0116;51.4655;48.4933;46.0556;60.2493;48.7;53.0939;53.2523;83.3917;32.1362;65.7188;62.9551;50.0;53.621;47.3104;60.8959;44.8342;50.7464;4.6362;87.3581;62.8966;1.3589;1.3272;14.3624
117.94;53.3071;52.4533;1.0363;68.9169;72.9493;79.6803;9.9666;53.3044;90.2621;102.3726;57.0001;0.0;48.2995;39.4368;68.0969;60.3568;47.9226;41.2766;35.0293;74.9892;38.8882;66.6329;50.6833;21.4855;43.2404;43.4999;66.257;43.2776;5.1576;41.8006;125.9412;50.1713;0.1339;28.5227;0.8934
102.9458;52.4455;3.6381;7.6662;68.2212;69.9743;63.3827;80.2539;73.8569;44.063;54.982;56.6645;56.7888;48.4667;48.6183;46.6036;49.7498;143.2453;52.6158;34.9895;48.5819;67.5316;45.7606;51.5379;50.0;48.674;43.754;22.9326;49.7741;16.8052;54.0498;0.0;40.7165;50.0;33.0766;30.6544
