p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
203.4421;50.0;54.3673;16.7922;75.0606;48.1793;56.3277;77.324;50.0;104.3784;50.1193;47.9148;50.0;48.1357;53.3272;66.0988;42.5578;21.0037;35.5875;53.6996;33.9454;42.139;51.2616;87.651;56.4423;43.9117;40.0361;21.0876;61.909;50.0;48.74;28.3775;50.0;94.5569;2.5237;50.2705
50.0;107.7316;53.4241;159.5459;69.407;61.8644;71.1705;26.4973;50.5505;50.0637;50.1184;64.1867;1.7066;48.6213;67.2079;49.0493;52.3896;98.5474;46.9425;50.0;48.2776;36.8451;38.7581;50.255;40.3564;44.2323;41.3298;44.7514;51.636;2.6741;49.2391;0.8848;71.217;15.8347;105.3226;1.6581
73.4781;64.4208;70.2853;256.0078;72.8393;76.8848;49.7136;66.9747;98.8915;53.3026;71.6292;62.7528;73.5342;60.9177;48.5261;49.5221;49.7876;67.9827;30.9296;50.0;54.5382;40.2332;48.2079;10.3794;22.4233;45.5098;42.1591;29.2492;53.1433;0.6442;4.1785;0.0651;50.354;50.0;43.6551;28.3277
81.781;10.1722;160.3272;8.5755;66.8478;70.6166;76.7575;48.2289;54.3815;55.0765;108.0578;53.669;65.2895;43.7121;27.7531;46.2276;42.2949;34.5366;49.6402;22.5226;71.2322;41.4734;49.2477;50.0;50.0;53.8086;51.9148;29.7964;47.9298;1.5233;23.0581;50.7105;46.1687;50.0;18.7035;18.0902
54.442;80.3845;38.7318;50.0;67.144;47.5088;52.6624;17.0062;99.7113;111.5992;62.5729;58.6842;50.9478;54.6371;68.2916;44.0448;48.0005;30.9818;61.549;50.1175;74.7174;35.8271;31.7412;47.8765;58.5131;36.2599;43.4334;6.1512;46.0021;1.3432;18.0853;50.0;46.7575;11.82;48.0836;24.2414
50.0;6.3482;120.2761;56.0027;75.3376;78.7982;61.8054;76.7809;62.9805;50.0;47.2472;63.054;0.0;49.4605;58.2247;47.4734;44.0234;41.0762;56.6561;50.0;57.2259;44.7966;57.7115;54.0242;42.7193;47.6385;35.6363;27.2902;55.7393;50.0;48.592;63.6553;50.0;3.3328;50.0;42.8773
92.1406;50.0726;34.9765;50.0;70.2001;50.331;61.4717;20.9063;51.3922;53.1701;76.3026;47.4049;12.1052;46.2913;51.6998;53.6264;53.8309;38.0337;57.3657;50.1176;71.4107;35.3116;48.6251;45.7872;76.8084;43.5717;47.6807;66.4548;48.3185;11.7237;48.6254;50.2224;58.6882;73.0624;24.8997;50.3553
50.0;77.2355;50.0;9.1902;70.2095;72.1809;49.5133;79.0028;68.6154;80.9235;42.2921;48.4933;75.5057;49.8816;48.2479;60.9828;53.8606;29.3546;56.4413;50.0;29.6997;53.4146;48.5568;18.6376;50.0;55.1892;40.8614;49.4122;40.4341;0.3041;52.9407;0.1189;47.0041;0.4769;14.8353;5.1618
50.0;63.5445;155.8128;51.6504;69.9692;67.3099;50.1774;60.4805;73.5933;121.5529;80.3768;32.9789;0.6336;55.2935;50.1222;43.1819;48.8616;14.6536;55.0012;43.3439;71.4168;55.7151;57.6372;51.5687;60.0404;44.8533;50.2652;25.9675;47.012;2.5457;52.87;50.0;50.8262;58.0574;59.789;63.3622
92.5651;50.3755;51.5103;117.5928;79.4243;65.0675;71.86;54.3749;92.0914;10.122;57.9591;22.6758;116.0714;37.9211;57.0709;41.9118;34.6656;49.875;46.9862;86.861;28.1546;26.2925;46.7558;57.1755;52.6157;44.8927;39.1515;48.6276;41.4958;53.0743;47.5752;4.5937;50.0;33.1209;57.8622;6.7663
50.0;63.1707;50.1176;84.7627;69.3876;70.1974;46.2832;75.5901;52.3401;41.9919;52.3654;54.1628;7.9596;57.3112;44.6888;38.4567;56.1634;50.0;59.8199;48.2593;45.6885;39.2567;53.2534;52.1377;40.1892;38.6895;37.786;61.2671;48.6204;2.8949;56.1658;17.2409;50.1189;4.3383;0.3552;4.4866
220.2116;50.0;80.6043;3.978;73.4385;48.2844;65.9579;73.4968;50.3122;99.5221;91.7165;47.4971;50.8682;60.2537;44.0868;49.6129;44.5356;47.9528;61.1012;36.9444;69.9471;60.7978;32.569;58.1086;44.6335;47.2724;41.4157;7.2175;45.8699;39.9803;48.5601;12.788;1.9607;22.819;61.5192;22.4404
53.8327;205.468;55.7357;54.3157;78.7178;74.7186;49.9377;68.6869;48.7513;50.0;23.3811;53.3004;96.4578;50.827;60.076;41.7927;56.4657;41.632;60.3224;127.5357;50.8389;49.1624;21.5042;63.5775;22.6656;48.6855;49.9508;13.7883;37.2801;0.2354;63.5183;49.75;50.0;85.6618;33.2935;50.354
67.7745;72.3001;89.2689;4.9844;62.8641;75.4496;68.8335;73.6396;117.5067;50.0;44.1649;55.2227;1.5162;60.9776;42.8983;44.3647;45.1485;50.7471;58.9103;59.8378;47.3692;40.2107;54.8696;58.215;28.02;45.6431;47.4954;63.9125;46.0428;47.2406;61.7527;58.2095;50.0;90.6272;39.063;1.4124
45.6579;112.7535;140.1666;113.5238;59.9009;49.7238;75.4713;74.5679;52.7307;54.1427;50.0;45.5965;9.9637;56.7272;56.5566;34.7921;43.7609;49.875;48.5689;51.4786;47.3414;44.9359;38.8964;50.0;86.3581;49.6453;41.831;37.9035;56.9947;49.875;48.6257;50.0;50.2642;0.2799;47.9613;8.8205
54.9956;34.9568;123.4726;7.0833;78.821;79.6002;74.9642;77.5925;56.2132;50.0;50.0;35.1876;50.0;8.258;59.8614;47.6373;59.1814;28.9241;48.4097;21.5678;32.4511;48.6913;57.1045;18.0016;56.9038;39.9323;35.5642;7.8933;46.4637;50.0;48.6276;41.2382;50.0;50.0;31.8436;2.8391
123.7117;50.0;67.8937;0.6594;77.7528;77.5327;63.0612;69.5539;52.4493;50.1176;91.9475;53.7043;96.2965;47.1928;47.9859;64.8741;42.0551;50.0;19.5315;31.7573;48.8524;40.243;24.2463;20.2565;34.6099;52.2602;45.7412;47.8214;51.5186;50.0;55.0686;50.0;64.9635;90.1172;52.5955;46.0643
50.1177;110.2388;57.1491;16.9082;78.6207;73.2406;67.3447;48.6247;52.097;50.1179;51.5341;3.289;50.0;56.0409;49.6152;58.0058;45.794;83.386;49.2806;50.0;48.5026;63.6363;48.7359;54.2487;19.2988;42.1144;46.0458;4.6065;46.0987;1.8663;0.0933;45.8568;5.2829;50.0;1.3176;30.8461
50.0;86.7676;49.6282;1.0979;73.9399;76.0387;53.7619;62.3903;42.2728;54.5101;60.0791;61.3967;86.9931;61.1225;47.5062;47.8235;38.8717;97.1457;57.8804;43.5665;74.708;44.1089;46.2695;24.7413;50.0;36.3431;34.5303;58.4182;44.2361;59.2837;14.2912;50.0;62.9294;50.636;25.1294;7.0573
50.0;60.3194;50.0;50.3541;63.2555;76.0625;74.5281;78.359;50.0;80.2838;51.9433;57.6532;64.3877;51.9313;49.9596;47.1668;48.3519;50.0;60.3477;32.138;20.2082;51.2737;48.7383;78.9203;39.0384;39.0023;39.0329;56.6686;46.8165;96.8116;49.9091;50.0;50.4706;43.77;45.4139;3.8062
2.8772;50.0;130.304;54.0233;59.4139;78.0263;54.93;77.3373;69.0153;50.1654;106.9842;53.0355;32.7827;41.2128;48.8756;62.466;50.6639;38.6334;52.8721;50.0;48.7486;31.773;50.9583;56.1381;50.0;56.8403;43.3572;26.2258;46.4888;50.2364;9.3166;50.0;51.395;6.5322;19.8964;52.1336
52.2427;114.6078;55.83;15.2665;71.1118;73.7332;73.2141;66.1105;111.0863;50.7375;95.9289;59.5158;12.3509;52.2227;57.5381;45.1627;45.1141;46.5507;48.0497;39.7632;72.887;44.3675;39.3469;50.0;23.4999;35.9983;44.9938;28.3981;20.2077;50.1849;48.7291;18.8333;50.0;59.4901;45.3055;72.4358
113.2297;62.0638;50.0;50.0;71.115;71.8025;69.9162;80.1294;2.1271;50.0;65.2435;64.8723;60.2614;62.4289;58.1261;57.8165;62.126;31.5859;59.9087;104.7169;75.9388;57.4767;29.3163;56.1191;56.6997;46.3851;40.2662;58.2516;48.1341;25.2745;55.6393;0.1777;3.224;22.0412;82.0878;10.4748
202.0849;111.0893;54.8656;54.4314;72.1592;62.0576;72.0055;71.1513;60.6632;89.303;64.1798;49.2637;94.3927;48.8782;51.06;64.7244;44.4855;59.6122;54.4864;48.5764;48.4796;59.7304;24.3214;57.9277;50.0585;44.8569;41.7123;21.7224;50.9397;50.0;1.2831;50.0;52.4969;7.0673;1.5867;49.625
51.0645;50.0;115.5898;2.1174;51.0692;77.5116;60.006;77.3147;50.0;50.1183;51.635;61.8633;22.7314;55.7809;62.3674;41.5479;45.121;67.4337;47.5554;65.569;54.8155;44.1976;29.5614;52.5341;50.0;38.8233;46.6332;0.1129;50.824;50.2351;54.1106;51.3996;96.7761;50.0;50.0;60.1232
113.2112;113.3167;50.0;56.7545;72.562;71.5835;60.1514;20.3451;54.8072;31.5254;63.8096;51.824;52.7238;47.7953;52.2809;60.5434;41.8066;42.7146;23.5334;53.3156;75.1706;55.7159;55.5355;28.5787;30.9959;52.0046;53.3897;56.6822;45.0784;22.0237;57.3816;50.6721;13.6529;0.267;8.3244;52.8918
82.4321;55.5779;50.0;54.0108;73.9562;79.2549;45.2906;76.0904;50.0;50.118;50.1946;60.256;15.5531;54.8416;34.9672;56.1295;46.0316;43.108;59.6657;21.909;64.0999;47.2733;26.1818;43.3074;33.7169;39.7658;47.8768;26.8371;44.0272;50.0;48.628;50.1192;50.0;2.1775;14.8225;78.5773
69.6555;154.4691;112.8783;50.0;72.4974;81.5237;72.8598;53.1147;78.322;37.6311;51.9612;66.5777;50.0;46.7182;45.9504;53.6472;48.99;50.0;53.1182;69.4379;71.3134;59.6552;52.0334;22.117;52.5996;47.509;39.4521;22.5506;34.8636;60.7515;44.2901;94.6777;1.6699;27.8531;55.9998;17.1859
216.2671;81.8065;81.8598;57.022;56.0186;73.204;49.6219;48.6237;57.5796;91.4427;50.0;62.3531;50.7092;47.9543;44.8836;54.3956;44.7365;59.0612;49.2834;28.7202;56.5574;43.6836;50.8846;65.0351;14.902;55.2934;34.94;40.0418;43.3585;8.0548;61.208;3.6724;50.0;96.8862;19.5433;7.6335
51.3677;50.0;53.7488;0.0879;81.36;74.8694;64.6558;75.4504;70.0063;61.6345;50.0;50.149;3.2169;46.0456;59.1104;57.3724;37.5613;34.4608;45.9039;34.2695;59.7779;61.6351;48.6242;26.0885;38.1074;45.6197;47.7172;25.9263;47.3763;1.8647;52.6541;15.9312;0.1179;0.0;0.0;0.2357
87.295;53.0088;50.0;50.0;63.6969;56.7932;79.4725;75.2402;61.5048;95.4199;109.2242;56.7502;50.0;63.9602;51.0827;38.5567;47.0547;11.3679;48.2667;39.3695;48.6709;43.336;56.126;101.2196;68.4341;42.037;42.0904;26.5781;41.5304;18.6112;26.3006;59.9844;65.3533;91.6982;13.4948;31.7331
58.0184;104.7828;64.0804;97.2486;73.4269;75.7078;71.5966;65.1782;64.3456;46.203;109.4631;55.2404;50.0;49.6677;54.6636;51.5328;57.0267;50.0;22.8536;28.2914;70.3797;45.0882;49.8746;60.3633;40.0975;38.4815;49.9232;13.3155;29.3435;75.5702;24.1071;0.0;2.9696;0.093;50.7771;1.7892
90.9476;52.8328;54.56;92.9078;69.8058;48.6189;48.5078;77.5864;63.6798;137.4267;55.9793;55.0799;50.0;48.6221;57.8761;42.6871;51.0018;47.3511;59.0279;26.045;60.3675;28.539;11.4374;53.5322;50.0;33.3888;53.8031;43.1735;51.2538;5.8214;24.2976;7.3974;105.5283;50.0;39.4224;50.8136
50.0;86.3356;61.1106;59.1668;66.2271;76.2211;41.2385;19.0687;116.0878;54.0552;61.0573;49.3436;50.0;57.1899;48.9158;56.7617;55.7011;50.0;54.757;29.4682;62.1114;66.3786;58.7961;39.4052;50.0;41.9325;43.8912;59.3586;36.5546;23.3197;10.1373;2.3235;45.6924;94.074;39.9806;59.57
97.2805;156.3347;48.8913;48.9307;69.2738;56.2277;68.3403;64.0327;50.1175;50.1655;121.2497;62.9517;50.8572;52.1725;55.2251;42.307;43.3302;51.3799;57.3154;55.0104;62.8806;48.0965;48.3978;51.3911;27.1844;44.8895;50.2193;61.7231;51.1069;3.4501;48.625;47.3602;41.4334;23.4288;50.5947;37.6921
50.0;94.7285;57.9644;79.9359;68.3234;57.5284;59.3144;72.1238;67.7304;57.0462;50.0;48.4291;3.3205;48.4967;61.7549;56.7296;48.7289;114.298;41.5563;55.8424;46.3145;28.6841;58.4407;18.6975;80.5497;49.1172;35.8224;56.5327;44.3442;5.9091;48.9725;50.301;47.2497;50.0;52.3531;50.0
63.7633;107.0912;54.7089;103.2589;66.8243;76.1063;73.1544;25.9819;27.434;59.9432;47.2566;62.8622;68.0396;28.8041;41.2067;49.1158;54.1908;61.0375;52.8196;23.744;58.3004;43.9535;50.0321;63.6556;50.9473;43.3349;50.5584;34.5565;24.2509;0.3544;16.1762;37.8696;22.0301;2.1871;36.7264;60.0696
13.2302;88.1088;54.6828;50.0;66.9723;51.7908;75.7238;78.5735;79.5953;92.9241;43.8327;51.1113;4.0145;60.9717;48.6171;51.461;45.7911;50.0225;54.7476;42.1552;80.3708;47.0623;48.675;17.4756;42.2337;37.4257;44.8415;1.3607;47.7049;55.7784;49.271;10.8146;55.2885;50.0;26.2686;50.0
56.2476;106.6494;52.7439;7.7286;69.1022;44.3384;61.277;79.3309;50.0;41.5763;52.5694;63.2843;97.7832;49.868;48.8641;50.0116;45.4257;181.721;62.3721;107.4026;66.1674;48.6132;48.4503;34.1065;31.5889;45.9957;42.9397;24.0324;48.5499;40.0943;55.2917;5.6822;52.7176;50.1177;4.6595;3.6624
50.0;50.0;114.9013;258.5254;73.3168;47.1849;70.9355;81.0279;92.911;50.3547;53.8999;34.3744;105.0921;20.9519;47.7866;51.2406;42.0452;55.2049;3.8655;61.7659;51.9259;42.6984;52.9325;56.1353;81.1841;40.2474;43.6454;48.0628;52.6525;87.5269;51.6045;50.0;3.736;52.2665;50.3533;52.6288
77.0632;73.6127;87.9656;50.0;69.5092;82.1183;70.6768;73.7157;50.0;79.7951;57.1398;66.7212;56.1622;45.4173;58.3029;52.0512;38.2654;45.0412;65.033;102.7011;57.1455;37.4612;48.6201;34.4526;61.0098;39.9535;44.7408;43.9966;48.4162;61.0952;53.8944;46.1514;80.9359;103.5615;36.3479;29.058
105.9798;254.7075;55.9385;119.5668;56.8835;59.8879;54.6512;53.9293;54.2686;50.9444;49.3141;49.2528;103.454;38.5236;56.7766;69.652;47.3918;52.8394;57.596;50.1179;48.623;48.9271;53.6219;95.0098;54.1293;42.4256;40.8302;59.725;30.6122;50.0;46.6605;47.2553;2.4783;54.2189;50.9004;50.0
50.0;71.5231;119.407;20.3838;62.5182;64.5999;41.2962;74.6535;96.1146;73.6339;56.0392;47.9601;50.423;46.8482;51.8225;57.0675;61.3688;32.8216;37.4247;10.9813;81.5613;19.535;48.2525;43.9645;18.5909;42.8342;48.2626;24.4513;37.6541;50.0;7.5141;4.8414;50.0;60.9482;37.2609;81.9829
27.104;0.3627;50.4289;50.0;64.3425;51.688;77.8046;8.6864;62.8575;50.0;50.8252;47.2013;5.3209;58.8387;59.7439;44.4916;45.4183;54.0193;51.1209;14.868;13.3075;48.6217;48.7227;11.8636;22.2505;53.0489;45.4114;52.8678;48.6211;2.7214;19.6047;44.9949;50.0;0.4772;54.1293;17.521
50.0;50.0;55.6727;53.6911;72.1621;78.9386;74.591;77.2501;56.9562;50.5895;50.0;55.0562;95.1126;47.2945;49.3609;46.871;66.2727;56.3927;48.5995;50.8405;69.1023;47.0266;70.4094;53.0818;79.6457;50.175;44.2022;11.7984;46.2891;163.2816;59.89;5.9024;50.0;50.0;50.0;37.0675
56.592;52.4166;51.2334;51.405;60.7703;48.05;59.4511;77.1916;50.0;93.2103;108.6547;71.9521;67.5355;45.8109;49.6288;54.1211;51.0337;36.5056;55.8678;83.894;6.6398;52.1596;47.1715;50.4026;49.875;51.9847;59.5155;58.7387;42.2595;44.5985;47.4274;51.741;50.0;10.4025;35.8621;0.0
148.6373;22.3668;50.0;63.1753;47.085;46.128;66.6276;83.0396;50.0;50.0;61.7622;51.6523;50.3413;66.0301;43.974;51.6128;40.9208;31.5417;49.519;54.3216;46.7729;62.0302;54.8209;27.5072;16.1034;43.7009;41.9769;61.865;31.9526;8.0874;53.9832;55.2635;50.0;50.0;35.8958;47.1406
64.0772;53.5436;54.6489;156.6172;41.2871;52.6774;53.5379;74.9111;68.4115;57.0527;64.0869;43.6909;0.0;48.5319;52.4077;43.1493;64.4733;83.9812;48.4533;32.9769;49.4315;45.405;58.5851;52.7271;51.1568;39.9997;34.9693;1.1914;49.56;50.0;10.7975;0.0623;75.982;50.0;50.0;50.236
89.8138;58.6354;194.1219;50.0;75.5247;67.5373;56.1695;8.3638;50.0;12.566;67.1318;60.0392;50.0;48.6283;45.8061;55.0188;43.5842;55.4053;25.3367;121.7033;50.4611;33.8086;48.7456;19.7547;50.0;39.7701;49.1645;65.6248;44.6693;95.4746;5.8036;5.6592;1.4463;50.0;50.0;50.0
50.0;50.0;54.2863;116.7433;57.0534;62.7666;53.2794;77.223;50.0;97.6014;65.7042;74.2764;52.1298;52.9435;50.4291;48.021;61.3311;36.8746;56.6213;45.0737;74.2476;55.1785;53.4899;54.6277;61.8149;46.7788;42.1258;7.3571;25.1341;113.4895;12.7193;0.118;0.1;6.2206;13.2106;9.5849
118.9626;50.0;83.2649;118.9167;59.6897;79.1264;57.6393;77.0552;96.6538;52.9525;52.1475;52.7683;7.3691;53.8342;32.1849;45.1809;54.7417;32.0015;2.4704;22.1189;77.5521;45.9485;35.3608;51.6102;28.3011;36.2217;51.1058;17.2223;39.4909;34.3286;48.8826;0.8457;50.0;24.5539;48.692;51.4807
50.0725;50.0;56.6362;66.7632;48.4431;61.8518;69.0711;82.8649;85.6642;64.5067;109.0542;69.8451;51.8525;50.1576;45.0208;40.9275;51.3607;58.8344;48.7434;62.5316;53.8746;43.9243;56.7534;25.4418;7.6456;44.334;44.258;19.0686;46.4997;0.1179;48.5532;57.6745;5.856;52.0601;32.8921;37.1844
50.0;78.5513;97.5212;102.8035;77.5121;51.6007;68.4592;50.2955;50.4717;56.374;50.0;0.1042;54.2204;38.3482;57.8461;46.7184;51.2722;101.8516;48.6252;29.7962;72.3004;25.6666;63.0028;50.9452;50.5275;46.6209;42.4393;60.8676;41.4095;53.4866;48.3666;55.1521;50.1179;73.9671;50.0;10.0117
50.0;53.7206;104.6432;1.286;67.9873;68.7254;72.0824;42.2654;113.2274;62.4007;50.0;71.4055;0.0;48.0311;50.1976;54.9829;55.2573;50.472;48.0654;9.2031;20.0683;48.8494;55.1268;31.6526;60.8355;45.0832;52.8838;31.8333;34.5629;10.2641;8.5351;0.077;50.0;50.0;50.0;26.6105
50.2032;52.4454;39.1674;50.0;71.7929;68.5551;69.236;78.3819;116.6059;47.2697;50.0;75.787;2.6629;20.8077;46.1021;45.554;57.7961;36.563;48.6161;54.4378;66.4564;40.5788;17.9461;50.9463;45.6497;42.8475;46.4747;59.0578;45.7164;50.9444;44.1092;50.0;4.2489;50.5382;29.6352;55.9018
50.6025;116.6658;97.1496;50.0;76.0283;78.2753;58.1603;80.6104;83.3258;109.7732;48.0019;60.048;66.0416;57.8437;57.2239;75.4405;61.506;53.9618;44.8797;84.9031;5.1203;47.1861;40.6029;43.4096;26.4579;45.2806;25.6226;52.5815;42.4532;0.6302;48.3937;1.4599;55.6125;108.1567;0.0;20.7525
79.9014;61.4896;69.0664;6.0393;71.6446;70.404;63.3232;78.5222;50.0;56.6661;50.0;50.8006;0.7599;47.9495;50.9989;60.1712;43.9556;77.5533;13.2433;49.59;71.1235;43.736;56.3072;37.215;79.2818;42.7351;45.8601;50.151;44.7296;5.8411;34.8591;59.1114;21.9475;52.3211;26.1602;81.1277
50.0;54.6892;121.879;50.0;70.2194;79.2167;61.8578;64.069;8.7901;68.0982;58.7072;67.7689;53.3091;48.4486;54.6329;47.1466;47.1273;50.2766;51.1763;30.7765;55.1612;56.3677;53.4827;37.1141;60.1981;46.4869;52.2957;68.3675;48.0464;47.2438;0.1217;24.0009;0.1179;50.0;31.9773;0.0817
76.6439;50.0;64.2177;6.5982;74.0605;75.901;74.2835;76.604;88.9885;57.9423;50.0;52.8629;50.0;59.2195;44.6347;38.5351;47.8429;50.4878;48.1571;57.1617;63.4511;48.4924;48.6047;96.6039;79.4709;45.8929;46.4994;0.1214;47.2695;1.5317;60.8389;0.7791;4.4519;0.0399;60.7058;50.0
28.4413;51.0314;57.5059;50.0;74.189;58.3772;65.8242;71.9526;56.3659;64.2421;114.2616;71.8739;51.0628;52.3356;49.934;43.1093;70.2866;51.6829;0.1214;63.5512;70.2492;49.003;48.6262;50.002;61.3057;48.4651;46.8388;19.6161;51.9825;54.9626;56.7465;103.6102;50.1176;0.3275;12.8882;50.0
210.2649;38.9179;52.336;51.7422;69.8713;44.8096;71.5959;65.5624;40.3917;37.2557;59.2903;48.5096;0.0;51.2745;53.4328;54.9904;38.9183;47.9261;50.4323;27.9441;66.4725;56.2291;52.4665;60.4508;50.0;47.5994;38.6423;29.3075;14.8897;77.3158;50.6448;50.0;50.1182;50.1176;50.2523;22.1856
53.3459;73.2733;58.4984;50.1176;68.3172;73.8203;68.4768;6.1146;52.1255;63.3029;50.446;0.1221;53.7656;59.5865;56.0293;44.5613;47.9608;39.8481;51.5776;32.4516;12.9936;42.2546;63.5967;42.6899;50.1185;47.9813;45.7666;12.0607;32.0409;7.1959;48.6142;163.1594;20.2255;50.0;9.7099;50.1176
122.7489;115.0419;19.9038;50.0;65.827;51.7968;59.6121;30.3091;58.5718;92.0854;86.0738;22.957;66.5965;48.6195;55.3859;54.4676;36.9171;22.8773;58.5182;50.8997;71.8397;42.7283;62.8327;64.5544;30.4893;40.154;47.1619;22.0794;36.1504;50.0;63.835;52.4923;50.0;50.0;90.3365;12.3746
38.882;50.0;4.2185;43.4398;72.286;76.4549;64.4449;76.6519;67.0424;52.9257;55.3237;61.9967;64.6365;56.3732;23.5801;51.9568;48.409;58.0344;51.0559;28.2966;49.0241;50.907;50.9;61.4206;50.8278;51.8718;41.767;51.2645;48.6163;0.4908;48.5825;50.0;52.1889;50.0;59.4802;50.3545
50.0;60.8252;70.8416;108.4176;44.8173;70.3381;54.5177;78.2309;52.3583;75.7122;57.2893;48.6951;119.3954;48.6174;48.4033;45.0612;62.494;41.6037;49.584;202.207;24.8965;66.52;48.7809;24.5048;30.2388;42.1203;49.7158;17.2431;29.8041;12.9788;6.969;50.0;0.5922;42.2593;32.8924;50.0
61.5559;0.1177;57.9517;50.0;68.2475;74.7174;76.1509;74.251;55.8463;24.9842;52.3494;52.304;2.6011;50.776;47.0059;44.4593;65.2396;50.3318;0.1222;18.9246;48.7533;38.3354;48.6293;9.082;66.9974;40.7312;41.9764;34.5975;44.4348;6.1011;19.4491;9.0947;69.9321;50.0;25.2937;29.0498
203.5349;75.3755;163.8938;12.5514;73.4155;78.5908;58.3735;74.4158;50.0;53.6498;50.9723;55.2768;57.1231;51.2011;59.2255;41.8982;48.7068;50.11;55.8546;25.9061;37.3574;42.8134;48.6191;50.2356;31.6924;41.0156;37.0037;19.8357;18.8234;50.0;48.6157;51.4173;50.0;2.0704;30.9131;59.1913
47.2431;0.1176;58.4087;115.9779;62.2519;49.2093;64.6738;62.7441;16.6407;41.3158;50.0;24.3095;50.0;56.1061;46.3206;38.3847;45.7704;50.0;54.7717;61.8096;56.1585;29.1271;14.552;34.4067;56.8092;45.3912;36.2655;61.4188;19.6353;50.0;12.7226;13.1662;0.0;97.4055;0.8924;14.8163
208.2306;100.1854;15.745;32.5834;75.2846;66.2106;61.6491;70.7433;50.0;90.3915;107.8127;48.6278;63.0997;48.7459;54.2251;73.622;45.8829;50.3684;38.4775;50.1179;57.2121;40.0239;48.617;12.4716;18.8695;32.7363;48.0418;63.9611;42.8532;17.8536;48.5322;50.1175;50.0;50.0;8.5134;44.4105
65.8054;50.0;66.8551;112.6044;75.4632;67.1238;75.3897;5.9636;50.5712;55.2964;53.2483;62.1667;0.8979;51.6996;41.2199;37.2623;40.7848;68.5546;58.6552;48.3941;67.6841;46.9422;2.1049;32.5204;50.0;39.6111;42.2458;60.7549;48.1645;5.4614;56.2632;78.3991;35.6219;39.2348;1.3452;48.5788
24.0009;50.0;70.2042;7.382;68.67;75.5985;65.5004;77.1048;82.1796;68.8962;0.1177;48.8117;59.0005;48.7366;50.3244;64.9918;56.2076;23.5985;47.5422;33.6109;0.0845;71.9954;27.8297;49.875;17.94;35.0665;47.8237;60.4797;39.8152;50.0;42.4608;50.0;50.0;50.0;2.837;9.6537
50.0;49.8803;68.5072;57.4158;57.0645;63.4006;66.8919;75.1866;68.9475;50.5628;66.3982;54.4531;12.0776;53.6608;44.7852;42.0931;49.9975;65.6576;49.6713;23.9668;50.7288;74.5859;48.6184;30.0274;16.6745;45.4443;43.5368;17.7741;57.4301;6.0123;27.5711;52.1618;0.1199;12.7995;38.4762;11.9554
68.6836;190.6674;42.2357;201.4599;73.795;1.7574;58.2219;75.7992;74.9559;18.8073;50.5893;54.5316;53.8153;48.0289;47.184;55.1262;58.6034;21.448;51.2836;54.2845;73.8219;49.0074;65.808;51.0291;30.2103;40.3134;40.768;54.9974;48.3846;135.3698;61.851;26.909;69.8439;50.0;32.3184;50.0
2.3286;68.1509;50.0;55.0054;74.7089;36.4825;53.5769;79.6277;65.5054;73.742;62.9412;30.575;50.1323;56.2618;47.4343;49.431;47.873;46.285;56.7727;61.6286;44.1824;35.8009;27.2213;26.6369;46.5731;44.3299;41.0133;48.6196;46.0765;53.418;13.0377;50.0849;50.0;97.2341;16.1448;62.855
308.9383;208.5723;25.0537;50.0;78.0138;76.1627;72.8288;82.9157;36.6189;50.1176;58.0885;55.8878;53.2221;53.3976;48.0067;46.0185;61.7538;99.5825;56.709;113.9406;56.8146;49.3248;59.6782;50.0;51.0633;52.9673;42.7981;52.1984;55.9133;1.0221;48.9348;9.1759;52.7735;103.0293;44.4569;4.277
24.4967;113.519;46.6515;61.4889;74.473;73.4906;69.9941;79.6122;59.5094;50.0;99.5402;48.3741;106.328;51.8129;45.7299;58.5177;43.1778;50.9436;34.9911;37.9612;62.0382;59.9819;46.1989;26.949;66.9365;36.2696;45.662;5.6306;39.6656;50.0;0.1216;10.9688;0.0917;50.0;50.0;3.2967
