epoch;p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
44;38.16021694000019;36.75313179999999;38.34175381000003;31.558198980000093;49.33339220999987;44.61042712999986;49.8242182000001;36.793425420000126;33.43959635000008;34.23876022000009;29.540969520000054;35.009238599999996;24.259729970000013;35.09403550999986;37.79298955000006;38.59820668999996;38.557822120000075;25.365356549999884;26.695841589999933;25.050093040000032;24.36162792000008;31.588216529999922;28.24099434000012;23.572547979999932;23.717238020000096;34.19826732000015;33.9502729600001;19.524931500000015;27.685705860000056;19.307441980000043;17.138717000000028;16.090629559559574;17.884114419999996;15.013758740000043;15.094390520000065;14.683458699999948
45;38.673463830000195;37.301489569999994;38.80458943000004;32.01760105000008;49.64518317999989;45.07396549999977;50.13887735000009;37.22413246000005;33.911930920000046;34.67405770000013;29.933527510000015;35.37521175999999;24.558940580000026;35.43128326999987;38.05656113000011;38.76693338999998;38.742585800000064;25.695838819999885;27.100568659999972;25.373845250000024;24.767186940000087;31.820154019999947;28.543574830000097;23.85651043999995;24.050229380000104;34.38253585000014;34.12342181000012;19.809429760000018;27.89564072000007;19.578389909999984;17.524539110000028;16.346261661661664;18.15714985999999;15.270092730000021;15.284154240000053;14.912312899999952
46;39.19393181000019;37.87304342999996;39.35404752;32.45286104000006;49.984528509999905;45.48138298999979;50.41472901000011;37.66207044000001;34.348189700000034;35.02566187000007;30.345462519999938;35.72439353000006;24.87906380000001;35.74870896999991;38.31455693000012;38.94483558999998;38.92239572000008;26.020694389999907;27.53437545999992;25.652018129999995;25.1916599400001;32.056103489999906;28.86295907000006;24.228100319999946;24.348469540000092;34.548903560000085;34.268040980000116;20.110619870000026;28.102446790000123;19.778977539999996;17.899674080000047;16.62512322322323;18.3858682;15.494072810000015;15.492744340000051;15.153400719999961
47;39.63704436000024;38.29652042999997;39.81898516000005;32.90399395000005;50.33616150999995;45.87296593999988;50.66167732000007;38.14136777999994;34.806839139999994;35.447949720000054;30.76892308999992;36.113424780000166;25.198363700000026;36.0716039299999;38.61178189000011;39.112787249999975;39.09830539000009;26.3099472899999;27.917726569999928;25.96030874000001;25.559566170000085;32.27198096999993;29.17886028000007;24.496447169999957;24.68421558000009;34.722818120000085;34.43145928000011;20.431804860000007;28.2999303800001;20.05286243999998;18.20071952000005;16.874011461461475;18.622455880000008;15.698837010000029;15.701535550000067;15.336800239999956
48;40.197192040000246;38.74669951999995;40.224783150000036;33.37550670000002;50.66909749999996;46.34562895999989;50.905200320000105;38.63823750999998;35.290663950000024;35.8202565800001;31.187136819999903;36.458439000000205;25.49693445000003;36.32098753999993;38.83821104000007;39.30192079999992;39.27294857000004;26.644629749999964;28.305010509999917;26.307435480000002;25.939825600000106;32.50240991999998;29.504451720000063;24.787206759999936;24.946495590000083;34.888395570000085;34.60304482000013;20.69750222999999;28.514805320000114;20.27296349;18.528034420000044;17.103106566566574;18.908342780000012;15.84996104000003;15.87995261000004;15.512142679999949
49;40.710266000000274;39.25261051999995;40.61506552000006;33.78033605000001;51.004479489999945;46.74346705999992;51.15007946000006;39.014683859999934;35.63450012999999;36.15444664000011;31.64073750999992;36.76952871000017;25.84119635000002;36.59708550999997;39.08476314000008;39.48445748999994;39.44281120000002;26.960976349999946;28.68373582999996;26.604820169999993;26.323820180000126;32.72764060000001;29.80545813000006;25.08956141999994;25.277711590000088;35.04772856000007;34.7665936600001;20.996085289999986;28.723370180000096;20.50446646999999;18.84681054000007;17.3419704004004;19.158197040000022;16.115268780000036;16.07401138000003;15.696829809999937
50;41.27395262000025;39.738944619999955;41.03479866000003;34.18346840000001;51.32613668999997;47.171388649999976;51.395183510000045;39.43814754;36.01356011999999;36.48644043000009;32.06476541999988;37.09673495000009;26.118717220000008;36.846623089999966;39.2827847200001;39.66111508999995;39.62128694000004;27.257130969999942;29.05625047999998;26.91652575000002;26.69657791000009;32.934868310000056;30.119930900000078;25.420551289999903;25.54368834000009;35.19745588000008;34.91829311000011;21.28188616999995;28.932534920000162;20.774536429999994;19.209700590000097;17.601971511511504;19.36926362000003;16.367091850000033;16.300322220000027;15.884330439999932
51;41.655705350000225;40.07873873999996;41.41910395000007;34.54112922999999;51.62472947000002;47.582839119999996;51.62213833000005;39.82393329000001;36.37744643999997;36.837607350000084;32.44792942999987;37.42072759000004;26.41403099000003;37.11612776999995;39.535153750000084;39.80415834999994;39.78119492000003;27.57845680999994;29.470798179999996;27.216542730000022;27.05439423000008;33.140688809999986;30.369797130000045;25.703943109999916;25.834362550000094;35.348685030000055;35.07380031000011;21.535443849999936;29.11364719000016;20.97573962999999;19.500330190000085;17.818350570570555;19.63497499000002;16.597014510000033;16.495488650000027;16.091985909999956
52;42.03265743000023;40.496198089999986;41.797374090000055;34.90935955000004;51.88608261999998;47.98305495000011;51.85242929000003;40.234464299999985;36.69680796999997;37.163797650000085;32.90114163999991;37.716191149999965;26.727125750000013;37.34415062999995;39.753026900000094;39.94665660999995;39.91640122000004;27.877876179999927;29.786514690000022;27.47868038000001;27.391318900000105;33.346245350000004;30.668668240000034;25.962358159999912;26.135228260000062;35.51122473000004;35.20598435000012;21.822269809999923;29.306978160000103;21.19599508999999;19.784601050000063;18.068808638638625;19.83972353000002;16.86617037000005;16.684607040000003;16.232054179999974
53;42.49757068000024;40.89042879000002;42.24282930000003;35.25310530999998;52.15215272999999;48.37220617000005;52.03642299;40.58762273999996;37.030494779999934;37.52027945000008;33.28056567999994;37.97134094999996;27.058684300000046;37.57744707999999;39.95386091000002;40.10017103999993;40.069067460000056;28.139807609999913;30.105747780000016;27.71713334;27.717911950000126;33.54727382999997;30.94126322000007;26.236040279999916;26.391798580000078;35.65234932000002;35.34481560000008;22.052271269999906;29.474018630000106;21.427403490000017;20.11451385000008;18.29033616616614;20.036951110000018;17.073088060000053;16.858698670000006;16.419797259999978
54;42.89265120000017;41.27542444999999;42.63198788000007;35.59126210999997;52.43863231;48.7690236500001;52.24763309000004;41.03198917999995;37.40999411999992;37.85203897000006;33.63372632999999;38.25965546999995;27.44895824000006;37.84529944999997;40.15108497;40.2547646599999;40.224579850000055;28.422094119999894;30.436571120000018;27.97212907999996;28.060953680000136;33.73978324999994;31.21982234000006;26.507292479999947;26.721929850000045;35.784920369999995;35.48324623000006;22.28862849999991;29.641993960000132;21.660489520000027;20.421442680000062;18.530693033032993;20.290292850000014;17.27763797000007;17.063599959999987;16.613210259999956
55;43.379006580000116;41.643782240000014;43.081962460000035;35.97179590999995;52.76896461000001;49.13141232000006;52.46646348999998;41.37517199999999;37.778578589999974;38.147174700000065;34.01207044999996;38.523262029999934;27.78557665000006;38.05643775999996;40.361503160000005;40.38221597999991;40.36171619000009;28.683681359999913;30.722503600000024;28.260186969999957;28.44976733000013;33.919392349999924;31.48131543000004;26.758037049999977;26.990658670000116;35.915356540000005;35.62110987000009;22.554169129999924;29.81540874000013;21.91864460000005;20.68361045000005;18.796640780780763;20.460986450000025;17.516613260000067;17.243054509999975;16.77866860999997
56;43.76975969000008;42.11244916;43.45385266000007;36.374132759999966;53.04325659000008;49.49601382000002;52.66339678999997;41.73439342000001;38.21542745999998;38.430605310000075;34.39465885999996;38.77783874999996;28.062686850000034;38.23904992999994;40.569320759999975;40.50345672999993;40.48856387000014;28.932971519999917;31.044656600000003;28.545264419999928;28.774635200000088;34.12345423999995;31.72664013000002;26.977796319999943;27.27613662000011;36.04438914999999;35.769818860000086;22.779476429999896;29.988372170000126;22.09892182000003;20.961655300000043;19.034247367367332;20.704192970000022;17.716551310000053;17.40286039999997;16.956329449999977
57;44.22951870000009;42.54870041000006;43.83887886000006;36.71512237999999;53.272410530000165;49.81954388000005;52.866254269999985;42.100673940000036;38.57148014999996;38.76595444000008;34.73244754;39.00648962999995;28.364372550000034;38.42893725999993;40.79216382999996;40.626692919999925;40.62883453000011;29.184256069999957;31.327406930000002;28.81144683999996;29.084499040000093;34.314870549999966;31.968990790000056;27.280614089999982;27.490353020000068;36.16137997999998;35.887508860000096;23.031766699999878;30.168188620000123;22.339372520000044;21.221631790000032;19.284327837837807;20.889743710000015;17.89189487000006;17.553822299999982;17.14852113999996
58;44.67687343000013;42.950109250000025;44.25180131000006;37.06498478999999;53.5056778900002;50.16748608000008;53.06461947999993;42.42537280000005;38.99724843999995;39.144541170000124;35.09860797000001;39.29574784999997;28.628774540000013;38.6650237499999;40.979703159999985;40.75904612999993;40.76338470000015;29.493847229999925;31.65580207000004;29.095663839999954;29.42754261000013;34.49367790999993;32.1928604000001;27.543311899999978;27.754167150000068;36.29332006999999;36.00410959000011;23.265015559999917;30.367546530000098;22.576954550000064;21.534785189999983;19.52106252252248;21.112109150000006;18.053605800000064;17.73078735999996;17.31969988999996
59;45.0272215500002;43.43453945000007;44.59452881000002;37.53461917999999;53.74264296000019;50.457999000000086;53.270472689999906;42.70120933000002;39.310930449999944;39.48508844000008;35.44720656999997;39.51843011000001;28.86878382000002;38.869671659999916;41.14794552999996;40.9027843599999;40.90240375000011;29.755163559999932;31.921380510000027;29.407709629999918;29.722822000000136;34.67341295999998;32.432637640000095;27.780252229999967;27.97657370000007;36.42558720999999;36.11870045000008;23.528977389999923;30.53201339000006;22.78820479000004;21.815278569999975;19.761101581581546;21.342564180000004;18.21750303000009;17.903314599999966;17.48382151999995
60;45.43029128000022;43.824750540000075;44.94485137000007;37.896585380000005;53.96048842000016;50.7787470500001;53.44768467999987;43.070568810000005;39.688042039999914;39.81251573000007;35.81090058999997;39.746618649999974;29.218326020000053;39.04324042999993;41.29416095999992;41.05973863999995;41.02552452000011;29.982705879999912;32.21553535000006;29.660262819999968;30.023065590000087;34.863932230000025;32.70145241000009;28.003352149999998;28.20591868000009;36.542160969999976;36.23216970000005;23.76860799999992;30.695248220000032;22.993130130000043;22.077495910000007;20.066229689689624;21.508183970000008;18.422488540000103;18.046172579999975;17.63109658999996
61;45.83660100000021;44.27515645000008;45.39857199000006;38.20360738;54.179247240000194;51.05715653000007;53.64267877999982;43.39635128000004;40.00069675999992;40.16205798000007;36.148377799999984;39.98945949;29.490085440000048;39.24997801999995;41.448238729999964;41.19451094999994;41.14624921000013;30.27337504999993;32.45993117000009;29.889909209999942;30.317419150000106;35.04650679000005;32.94909376000005;28.23943743000001;28.472239150000103;36.641373879999975;36.355126640000016;24.02912847999992;30.85776713000004;23.189224850000045;22.359578259999996;20.320765925925887;21.69496185000002;18.633428730000098;18.238277609999983;17.789661169999956
62;46.2430997500002;44.6648023800001;45.719977940000106;38.48711774000002;54.3846765400002;51.364484830000045;53.83920315999983;43.661728760000024;40.300766289999935;40.45276318000006;36.48351907999997;40.24433565999995;29.74045270000008;39.44705759999996;41.60230138000002;41.34155129999992;41.29050531000016;30.547137829999915;32.734138530000045;30.104092259999977;30.607843790000096;35.209940690000096;33.160975400000076;28.48286396000001;28.64466901000011;36.75193066999996;36.474854660000055;24.246471099999926;31.03144751000003;23.436713640000022;22.626472800000027;20.506192832832777;21.862691250000008;18.79472633000008;18.40488400999997;17.965713269999963
63;46.59502680000016;45.041176600000085;46.012437840000096;38.87212819999999;54.577923000000176;51.67105660000001;54.00137353999985;44.00043818000009;40.67614812999996;40.74011704000003;36.84253982;40.46036275999993;30.00740688000003;39.63504288999997;41.74504580000003;41.46870861999992;41.40425809000012;30.79114673999993;32.97628867000009;30.358311039999954;30.898502120000142;35.37475087000008;33.39713826000004;28.714637840000016;28.90859862000009;36.86841802999995;36.59351260000005;24.47214743999993;31.203864930000034;23.651596530000006;22.864949200000027;20.730282662662617;22.065424530000005;19.003009040000073;18.56597876999998;18.160465889999948
64;46.98750530000007;45.36681050000006;46.341176850000124;39.24963335999999;54.79282183000018;51.98197614000002;54.17524923999986;44.31381037000008;40.98752889999998;41.02715602000002;37.211368449999995;40.661514269999905;30.322456550000027;39.843822939999974;41.91649403000001;41.601555489999924;41.53380039000014;31.016874509999894;33.227642710000076;30.583178669999963;31.195736250000184;35.554689550000084;33.593949900000055;28.982953149999993;29.157800010000095;36.97772889999998;36.70760138000004;24.718681789999913;31.342936689999995;23.895568070000042;23.13336742000002;20.9584455355355;22.31086196000004;19.163241400000057;18.728467849999962;18.30380286999993
65;47.325445140000085;45.67080670000006;46.73180335000013;39.585265409999984;55.01738686000022;52.33222528999998;54.3343389899998;44.64018647000007;41.33800358999995;41.294772780000024;37.51448200000007;40.86121745999989;30.614114020000013;40.00668404999996;42.05231870000004;41.7284348599999;41.64522404000008;31.24620482999988;33.4935311000001;30.833953149999953;31.482557470000202;35.72253512000009;33.7984050300001;29.236049229999974;29.412518590000143;37.090155580000015;36.81390442000001;24.967440679999946;31.508555579999978;24.06022371000004;23.38775981000003;21.165033733733697;22.511048310000035;19.37470039000008;18.874945549999975;18.433975859999922
66;47.6469427800001;45.99003254000007;47.02267463000009;39.91777950999995;55.1907050500002;52.59097011000001;54.471379669999784;44.94567869000011;41.70818337999993;41.58941951000002;37.802733480000086;41.094487869999874;30.899078440000054;40.23017847999999;42.201831400000096;41.854105149999874;41.76113906000009;31.49119538999989;33.72068388000005;31.10203635999993;31.759737330000203;35.883362400000046;34.022265550000085;29.476624200000007;29.67105345000018;37.20496324000004;36.93423942000001;25.232743489999976;31.66862636;24.245693550000052;23.633345880000043;21.38417466466463;22.711268510000043;19.54313292000007;19.056836159999968;18.589667749999926
67;48.029457070000106;46.30618355000012;47.3486200100001;40.22822049999997;55.38545584000018;52.8631385500001;54.643752319999805;45.23354957000009;41.99726130999997;41.85061939000001;38.14497166000012;41.330696209999935;31.188279520000044;40.39889447999995;42.365424940000096;41.957683799999884;41.88572670000009;31.71234421999988;33.95814985000004;31.37648211999992;32.01115803000015;36.061599879999974;34.24012874000012;29.69948224000003;29.863305130000178;37.30747911000008;37.03176893000001;25.45546823999996;31.818930590000022;24.474010540000034;23.864557940000044;21.57213420420419;22.89544265000003;19.749347000000075;19.220466069999986;18.75672857999993
68;48.32843280000006;46.66145294000014;47.61077138000012;40.55998464999996;55.56893328000018;53.114321920000144;54.79216732999979;45.5383090500001;42.284402909999926;42.168017449999994;38.46175644000013;41.56073197999993;31.447933470000066;40.57932336999995;42.494189710000065;42.07450435999984;41.998720890000094;31.970919049999864;34.22302838000007;31.61665757999993;32.27081277000018;36.23351228999997;34.4235607300001;29.927753770000038;30.08444417000018;37.4102953400001;37.14303476000001;25.62913094999996;31.970634440000037;24.691870200000032;24.105570440000054;21.757858998999012;23.068129190000022;19.910604240000055;19.361159019999977;18.896397919999952
69;48.77447788000004;47.010251270000126;47.87799534000015;40.91441597999993;55.733939140000174;53.34751132000015;54.93436035999978;45.8349193100001;42.55660257999995;42.505122890000024;38.784194310000146;41.75846678999993;31.726606060000083;40.73606727999996;42.66341612000009;42.16758290999979;42.101727570000044;32.212161849999866;34.48525885000008;31.83492426999996;32.54249352000021;36.37703163;34.62624670000001;30.11738113000007;30.298841640000163;37.50726797000008;37.24706150000005;25.81290522999997;32.126612220000034;24.878949300000023;24.329454700000053;21.977636486486507;23.269962550000024;20.071739400000062;19.483549209999968;19.00492557999995
70;49.11690220000002;47.35534637000005;48.17332556000015;41.18561084999994;55.90158376000016;53.61102396000018;55.09127306999979;46.11422709000007;42.87126027999998;42.74440158000001;39.08861300000014;41.96814093999999;32.00745363000007;40.8767113999999;42.807908610000126;42.2905536499998;42.19819390000006;32.45040572999989;34.72970424000005;32.06344525999998;32.8455703300002;36.52995637000003;34.80347139000003;30.319897090000108;30.524819860000182;37.600259470000054;37.336540340000056;26.015565209999973;32.260867230000024;25.07818386000004;24.560564200000044;22.16442663663666;23.478273940000026;20.2359254900001;19.62788798999997;19.154838879999936
71;49.44374896;47.70368645000003;48.49349691000016;41.52805557999994;56.093946300000184;53.83194046000023;55.24857048999979;46.369005760000064;43.12504751000002;42.997172460000016;39.39422879000014;42.17724111;32.27062404000011;41.05582590999992;42.954136160000154;42.40303532999978;42.29957924000007;32.634877179999926;34.96907534000001;32.308533229999945;33.098027550000175;36.68123840000005;35.00604697000005;30.503299710000107;30.70936853000017;37.698288360000035;37.43914902000004;26.243690079999972;32.39184956000001;25.267380640000038;24.78335288000004;22.37381317317321;23.623110790000016;20.442057690000084;19.774357679999973;19.30937271999996
72;49.769190480000006;48.01027668;48.81386589000017;41.850412149999926;56.27310826000016;54.103724870000256;55.3899115899998;46.65507529000006;43.393438960000005;43.279346780000004;39.6703887300001;42.34743433999999;32.6070192300001;41.21979053999995;43.0819198400002;42.5254880799998;42.408544680000034;32.86404231999991;35.21732995;32.50444503999994;33.375864870000214;36.82002779000008;35.211284730000045;30.712210430000063;30.93819045000021;37.789505440000035;37.536040610000036;26.456951879999973;32.527406230000025;25.47114702000003;25.007615700000017;22.542357567567613;23.824143210000027;20.619361170000058;19.909973679999965;19.438214919999954
73;50.13530855000001;48.35735767000003;49.123085100000125;42.13418438999994;56.434499940000194;54.32823033000028;55.5192008599998;46.93778364000004;43.67860256999998;43.57832794;39.977913770000086;42.52265749000002;32.9146555000001;41.35623141999993;43.23092450000018;42.63726572999978;42.517091160000035;33.05810388999987;35.450200750000036;32.713179469999965;33.59446228000017;36.98205960000006;35.408671269999985;30.91578781000006;31.12881286000015;37.881489710000054;37.62857396000005;26.631385289999955;32.68213367;25.66947265000002;25.220836960000014;22.732340220220262;24.020127580000032;20.800297040000068;20.053155719999953;19.543738009999952
74;50.468683630000015;48.71238453000003;49.41345958000015;42.463746789999945;56.62934032000013;54.53376448000033;55.64114029999976;47.15259660000006;43.98103764999997;43.84898744999999;40.27226154000003;42.71494916000006;33.123004200000096;41.51908420999994;43.37965972000018;42.739963329999824;42.59790238000007;33.25313678999983;35.663041040000046;32.90577136999998;33.83610404000014;37.134940440000065;35.57965819999999;31.13974723000006;31.360898760000175;37.97336813000006;37.72894945000003;26.872838049999938;32.81224064999999;25.82703491000002;25.424113990000027;22.888525635635673;24.202970610000055;20.96939703000006;20.206235949999964;19.679640969999948
75;50.752573289999994;49.03846626000005;49.71478688000014;42.84693879999995;56.8217401900001;54.76899043000038;55.769884089999834;47.41005637000005;44.25181547999994;44.062391590000026;40.511079360000025;42.88509462000002;33.39344397000009;41.64533524999993;43.48880078000019;42.84532075999983;42.69507192000009;33.451371119999784;35.898986820000076;33.15380171999997;34.07806656000011;37.277919730000015;35.73819417999998;31.319276680000062;31.537966970000195;38.05954049000008;37.825277510000035;27.08649362999993;32.93523062999998;26.01635506000004;25.64494989000003;23.071166026026074;24.36813289000009;21.14223001000005;20.335494319999984;19.805395609999934
76;51.11198114;49.34932112;50.00435887000019;43.13515959999996;57.02646470000009;54.98653235000031;55.89602802999985;47.69836118;44.53206557999995;44.30532382000003;40.856601609999984;43.04822075000005;33.672475170000084;41.79602623999994;43.62075157000013;42.96547152999984;42.7920505;33.65522427999979;36.12207552000011;33.35418605999998;34.28006530000015;37.41663657000006;35.91608764000003;31.550672240000026;31.73281604000022;38.13921148000009;37.90036165000003;27.261189639999934;33.08129675;26.23402770000004;25.867283590000014;23.279425325325352;24.531404350000077;21.307951180000046;20.47862769999998;19.91631143999993
77;51.45719416;49.67015065999998;50.2773897700002;43.402111699999956;57.20112715000013;55.2412405200003;56.042834289999874;47.9165686;44.791519829999984;44.545014250000044;41.06074799999995;43.21435088999999;33.909748010000094;41.93828581999998;43.76552310000012;43.065528299999805;42.87486742000005;33.87538836999978;36.355124950000054;33.56510221;34.49773039000011;37.55475707000004;36.095304860000034;31.786336300000023;31.92294484000021;38.232903160000106;37.99423222000002;27.477760629999892;33.20455996999999;26.423493080000057;26.103510439999997;23.477034104104142;24.69154453000006;21.54239354000005;20.616973389999956;20.05162728999995
78;51.82744346999999;49.99156908000004;50.5301257400002;43.70505630999992;57.381337000000066;55.40791599000026;56.19132106999988;48.18454135000002;45.07248694999995;44.74988511000006;41.32994031999995;43.38598061999993;34.15460380000009;42.07202233999999;43.891816010000106;43.15416010999981;42.97783297000009;34.05686785999982;36.56475070000004;33.76398733000002;34.68520640000009;37.70259997000006;36.259766590000076;32.014512510000046;32.11423334000022;38.32247346000012;38.06710665000002;27.642616939999897;33.320681490000055;26.62408120000005;26.317544330000015;23.632315935935953;24.82887880000004;21.723073640000038;20.73727148999997;20.195941339999944
79;52.12660154;50.26665104000007;50.860822080000155;44.03292710999989;57.53486172000001;55.58977245000028;56.32361957999987;48.42685381000006;45.35857798999995;44.96998243000006;41.61868136999992;43.56145523999992;34.37318485000009;42.225255519999955;43.99296885000012;43.24990686999978;43.057883030000085;34.236361479999836;36.73808054000003;33.982410380000026;34.92461369000011;37.84135186000009;36.431529550000086;32.195822720000045;32.331550810000174;38.39251240000011;38.15723604999998;27.823156659999864;33.44987480000007;26.812646640000068;26.551930119999994;23.762438508508534;25.01401547000005;21.893948290000036;20.875004069999985;20.316161619999956
80;52.426907430000014;50.610103510000116;51.14651713000016;44.26871166999985;57.68788089999997;55.77625186000025;56.442975049999895;48.65160252000004;45.59933800999995;45.17934931;41.854295909999884;43.759907639999874;34.58849147000004;42.36102105999995;44.12588125000012;43.33772219999979;43.146130350000085;34.43132971999981;36.912341990000044;34.161513180000064;35.150513930000095;37.96954182000007;36.598042190000065;32.41721096000005;32.52588204000016;38.478274490000125;38.241765439999995;28.039543389999867;33.571898100000034;27.015720310000063;26.751897850000027;23.943330140140194;25.19046036000006;22.059924830000035;20.984830419999966;20.447559919999964
81;52.74758800999995;50.88089790000012;51.45400320000014;44.52849333999989;57.841168129999886;55.98104382000032;56.57862807999992;48.91231956000003;45.83620312999996;45.39362716999998;42.08173830999989;43.91648854999988;34.785216360000035;42.518778689999955;44.25021892000008;43.427582259999774;43.24217331000006;34.63620429999981;37.11738032000004;34.36515136000008;35.33166010000012;38.09249762000006;36.75044800000006;32.61494804000004;32.721335620000175;38.55183858000013;38.32744312999999;28.271610009999858;33.70819904000003;27.211536550000073;26.95037371000006;24.164346426426466;25.327507730000068;22.242305820000034;21.11336552999999;20.565008759999962
82;53.00974791000004;51.15235938000008;51.72479103000016;44.820008719999876;57.987552629999875;56.20448666000038;56.70059043999992;49.098603280000006;46.082271859999956;45.60969336000003;42.31683444999988;44.07233954999987;35.029133650000034;42.67884933999993;44.35593930000006;43.5206825199998;43.33293663000001;34.84893961999979;37.344938580000054;34.55757228000002;35.52547249000007;38.22275799000003;36.91102171000009;32.80695178000005;32.91383576000015;38.637252830000115;38.41228558999999;28.445319849999855;33.82719789000002;27.43800010000011;27.15603639000003;24.32718946946951;25.477970260000077;22.401678330000056;21.253901639999995;20.678146049999942
83;53.28497041999999;51.4909112600001;51.951745880000196;45.13730437999992;58.12554124999994;56.39974543000029;56.82822052999993;49.32012096000004;46.304822139999985;45.81975942000003;42.59223929999989;44.24063492999987;35.294802960000034;42.81386420999996;44.446472030000045;43.60231317999976;43.41643850000002;35.052553879999756;37.53910622000008;34.75459759000002;35.77556612000013;38.32994020000004;37.05614237000002;33.01020640000011;33.04185384000017;38.722272690000146;38.479432939999995;28.61874392999988;33.947455219999995;27.60703008000008;27.373811630000027;24.512707647647684;25.642275210000108;22.570270120000036;21.378147399999996;20.801403939999958
84;53.56791708000004;51.772023650000065;52.25068471000018;45.42557250999992;58.27236433999996;56.59873838000028;56.93681162999986;49.578404220000074;46.54332692999999;46.02935959000005;42.8151150599999;44.372235429999826;35.5935316;42.94309628999998;44.56746053000007;43.68651681999978;43.48749530000002;35.2443520899997;37.75922557000007;34.96292525000002;36.02285826000013;38.45568041000003;37.20953731000006;33.17262657000009;33.209248950000166;38.80003003000012;38.54795074999998;28.80995162999989;34.054287319999965;27.76818740000007;27.528953280000017;24.681235155155196;25.806946140000093;22.719404700000048;21.50035802000002;20.90482055999995
85;53.88440184000005;52.052118730000075;52.50216037000017;45.69143117999992;58.40487252999997;56.756210280000325;57.05867490999986;49.80377699000004;46.796241810000026;46.28728832000001;43.0837645699999;44.537639899999796;35.81024781999998;43.06015953999996;44.673063060000075;43.76779391999979;43.56601915000002;35.42364563999972;37.98068586000004;35.17081846999997;36.2054135100001;38.581878940000024;37.35244727000003;33.35421809000009;33.35414075000018;38.880628650000126;38.63667888999998;28.98031419999985;34.17654489999995;27.95310621000007;27.732351770000026;24.882710850850888;25.93462834000008;22.851812400000036;21.636979470000025;21.038241719999938
86;54.11343282000009;52.35991158000007;52.75297238000015;45.959998159999905;58.55644431000004;56.94353095000044;57.17321963999985;50.016567600000045;47.04438267000001;46.487426860000035;43.3387729499999;44.686248879999795;36.04613450999999;43.17747462999995;44.76833315000008;43.86374662999981;43.64678706;35.58619065999974;38.152702520000005;35.35219222999997;36.449433210000116;38.698780080000034;37.50379350000007;33.53798173000012;33.56026737000016;38.95070520000009;38.70197609000001;29.182865109999884;34.28676381999999;28.149176770000086;27.93076325000004;25.04459512512516;26.0810423800001;22.990760030000047;21.768255870000036;21.16920921999994
87;54.411828020000094;52.61282133000007;53.10162243000014;46.315686369999916;58.6828032100001;57.123421490000425;57.284302669999875;50.24454108000005;47.25362582000002;46.67427000000005;43.5771943199999;44.844220539999824;36.265375619999986;43.30658855999995;44.87788356000007;43.94591462999981;43.73018729000004;35.79052566999977;38.34464546999999;35.537497899999984;36.63416816000011;38.82362477000003;37.668936150000064;33.6948317300001;33.73871301000016;39.024109100000054;38.78176026999998;29.358754309999885;34.38730252000002;28.29653023000007;28.109852850000006;25.24714064064068;26.22448231000011;23.172489480000017;21.871868250000016;21.316007159999923
88;54.69839395000015;52.92150194000005;53.33537539000019;46.61580932999997;58.818514420000035;57.294352840000435;57.40535219999988;50.4331852400001;47.47037324000004;46.870646050000026;43.781722919999915;44.978964199999815;36.49375786999998;43.42184684999995;44.98156821000008;44.04324845999983;43.820025630000046;35.94116317999976;38.52132875000001;35.71051842999997;36.82524480000012;38.93824713999999;37.804209930000056;33.841995070000124;33.905396240000144;39.08547905000003;38.855617759999944;29.537378399999877;34.501422350000034;28.524964010000094;28.288745780000003;25.45114224224229;26.35978559000009;23.324200500000018;21.998653340000004;21.43707147999992
89;55.00773305000019;53.19512380000001;53.51980387000021;46.855154709999965;58.96725594000004;57.45974047000039;57.554764909999804;50.603608620000074;47.68608399000007;47.08026261;43.9565402199999;45.126886929999806;36.72777864999998;43.560846639999944;45.07656263000007;44.130553889999845;43.90193253000004;36.12933390999979;38.69134218999999;35.89551495999999;36.98487248000015;39.04637031999995;37.951458530000075;34.0117916500001;34.081663130000145;39.14593118000003;38.93324840999992;29.708875059999897;34.612037350000016;28.706605040000095;28.44823393000002;25.62774688688694;26.496516880000087;23.449657290000033;22.14870052000002;21.56658262999993
