epoch;p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
17;20.34892187999998;19.40109328999998;20.906388280000048;16.58499981000005;32.89568939000014;23.785498010000165;35.09763183000009;19.509507220000057;18.625583730000045;19.388874810000086;15.537488690000098;20.288392750000053;13.412625340000025;21.998425389999987;24.544861130000136;30.5050890999999;30.430600159999873;13.366813549999986;12.485224869999987;13.233814369999982;9.961718729999996;22.74657293000001;15.301782179999982;12.328719669999996;12.32360749999999;26.203378029999953;26.119993680000068;9.606990229999987;19.54395542999997;10.965412350000015;6.323537800000018;8.553044924924928;10.299911940000012;8.44367888000001;8.55587893000001;8.012119229999982
18;21.13028699999999;20.18938869999995;21.705682279999998;17.371988140000077;33.96222549000009;24.927327440000106;36.05805709000003;20.449377570000056;19.287002010000062;20.09724996000009;16.144521790000088;21.10524522000004;13.846883450000028;22.624281980000013;25.354248110000157;31.03407592999997;30.932473919999936;13.939295840000012;13.22675740999999;13.777630500000008;10.576976569999985;23.20819584000002;15.93414045000002;12.89029090999998;12.873491209999951;26.74496865000009;26.583912740000045;10.040671009999992;19.950836169999985;11.272364800000025;6.676551340000013;8.844441781781786;10.633392579999995;8.693631130000016;8.899407040000007;8.33780346999998
19;21.964631480000016;21.092965779999926;22.542724620000023;18.09259852000007;34.85936948000011;26.048352500000135;37.02195597000009;21.25685652000005;19.980308880000052;20.74962119000008;16.859800310000086;21.874090480000056;14.312831030000021;23.278062500000008;26.15620019000017;31.493579579999913;31.379376419999847;14.471287849999962;13.83199026;14.336150499999983;11.155551930000001;23.640888179999987;16.60935634000002;13.392165709999986;13.407801739999943;27.196122710000118;27.016454400000075;10.510159649999993;20.339856399999956;11.633171840000033;7.101383560000018;9.106509619619635;10.992239490000001;8.929319500000016;9.158040349999988;8.61877225999998
20;22.818798869999995;21.834172939999966;23.21827784000001;18.696398480000052;35.82761236000012;27.00407005000013;37.97201117999996;22.145386430000006;20.64621496000002;21.442387610000083;17.355022670000086;22.58626309000004;14.692921970000011;24.003131039999964;26.936530950000073;31.972421789999927;31.827745239999814;15.004898280000006;14.470354250000002;14.814047169999984;11.71979229;24.051022729999925;17.285088970000057;13.838802869999965;13.937746749999933;27.6228210600001;27.43864682000008;10.95909427999998;20.73542226999997;12.091349890000034;7.505114910000014;9.393221981982;11.302099329999994;9.202760980000011;9.461890089999976;8.875895409999972
21;23.61198640999997;22.53694352999996;24.001014180000002;19.403265450000077;36.792578190000036;28.090381430000136;38.81122128999997;22.999099989999966;21.357855190000013;22.059819960000073;17.940620380000066;23.312769530000086;15.205618320000012;24.689554359999924;27.643666060000047;32.386319159999935;32.26600842999985;15.63899554;15.074257199999938;15.35720185999997;12.280567949999988;24.469531309999976;17.872111960000055;14.362898959999969;14.455005049999913;28.035869869999996;27.84846993000014;11.401177949999974;21.100446409999982;12.443516870000032;7.936277350000026;9.670015015015037;11.631346790000004;9.47217263000002;9.748710709999962;9.140576979999972
22;24.277788779999966;23.33221808999997;24.754893030000005;20.061191120000085;37.55845048000008;29.087696170000093;39.5603089699999;23.758984269999985;21.90277158000002;22.795830190000096;18.521609660000053;24.056982330000086;15.718550420000026;25.314422559999894;28.32025905000005;32.806974509999904;32.65509231999986;16.217534100000023;15.71191212999994;15.912840629999986;12.824772310000013;24.88687218999999;18.456516720000074;14.914957129999934;14.951851449999932;28.413402579999996;28.256916150000027;11.823718499999993;21.463765869999968;12.855036810000033;8.35051085000001;9.962378778778794;11.919487039999993;9.743336440000023;10.068416039999972;9.426538759999978
23;24.97478095999995;24.084674779999983;25.441348809999926;20.658997750000072;38.30430381000005;29.969432440000134;40.29852379999994;24.511567819999975;22.509127400000043;23.400582620000076;19.04884637000005;24.769070370000076;16.116494560000007;25.96042618999992;28.973948210000014;33.16885925999995;33.02495461999982;16.71705192000004;16.34556811999991;16.393188440000017;13.405242079999994;25.308005250000022;19.038842520000053;15.394960509999954;15.371483529999946;28.806958739999974;28.619830990000086;12.240675030000004;21.83952644000002;13.175044080000037;8.769777559999994;10.307945125125139;12.277373739999987;9.94901465000001;10.355833209999961;9.69681418999998
24;25.82720800999997;24.893942069999955;26.163051389999904;21.29379987000009;39.09909917000008;30.93363559000013;40.98547729999995;25.310500399999977;23.08547737000003;24.10204663000004;19.64345333000005;25.388986730000035;16.526626770000007;26.517404599999928;29.592889240000005;33.51828430999989;33.39972961999987;17.231866470000046;16.961728579999907;16.87674506999998;13.965377619999988;25.69874639000003;19.626471650000102;15.866748199999975;15.877968279999957;29.223485490000026;28.986233210000094;12.632349310000007;22.19718551000002;13.53590828000003;9.212631890000008;10.570146016016034;12.54689874999998;10.188943210000026;10.645674119999947;9.972473939999983
25;26.571656529999956;25.56413588999998;26.93246938999991;21.917534950000093;39.8081286000001;31.759315250000117;41.64125887999995;25.96842013;23.749135050000042;24.724148500000044;20.236958710000028;26.00633880000007;16.96050381999999;27.075398129999893;30.131436269999902;33.849301619999885;33.77649853999982;17.694844910000064;17.580512269999918;17.432020529999985;14.58809505000007;26.06289621999999;20.246175440000105;16.349941240000017;16.358970649999975;29.55340369000008;29.32310850000007;13.082626550000015;22.528890230000012;13.833470680000039;9.673080730000002;10.818185035035057;12.83615169999997;10.37464412000003;10.885134509999943;10.26949118999998
26;27.248955589999973;26.307526819999964;27.606280789999904;22.456161570000102;40.45938192000013;32.70075179000009;42.24209753999996;26.71090906999998;24.32583829000002;25.31873707000007;20.787002250000018;26.647530080000077;17.39260729;27.616575659999874;30.677046959999885;34.1676751999999;34.09049616999984;18.156799860000106;18.15896818999995;17.941653040000006;15.190954750000069;26.391557530000025;20.78427397000011;16.839300580000064;16.810634699999973;29.888598550000093;29.661147630000034;13.441463130000027;22.845639129999995;14.206449790000026;10.105791069999983;11.067928288288307;13.14387248999998;10.66311837000003;11.151153829999949;10.486665209999984
27;27.973161869999952;26.914661859999892;28.335261039999942;23.031191800000098;41.20918539000012;33.55376903000013;42.831265160000015;27.355007709999988;24.945065820000032;25.910268320000057;21.40054785000003;27.243525580000092;17.82699401000001;28.206481209999883;31.16827749999991;34.483585939999884;34.42897897999984;18.631102070000043;18.73923723999987;18.4281745;15.801044190000061;26.744635730000027;21.31762605000006;17.270594640000102;17.238499019999992;30.192456990000036;30.010735410000027;13.784746429999991;23.161526110000025;14.496608100000026;10.482662309999991;11.348644914914928;13.426658669999975;10.90672194000002;11.455753489999934;10.687668279999974
28;28.69467394000002;27.48048398999995;29.013304599999962;23.596550020000098;41.819822270000174;34.40645104000008;43.339314460000026;28.014399350000044;25.580562260000022;26.45260270000008;22.004221269999988;27.823931110000082;18.252149389999992;28.746339099999844;31.695017299999872;34.770703339999855;34.73793854999982;19.069452210000048;19.36076882999987;18.928108849999994;16.43834060000005;27.07344690000005;21.7993266100001;17.778807870000094;17.686745380000012;30.501367470000044;30.334208419999985;14.161705639999992;23.500608430000035;14.850229770000025;10.854185879999989;11.648727667667675;13.708793549999964;11.168271750000015;11.700513219999944;10.968377679999985
29;29.30802827000006;28.042810519999957;29.715746429999975;24.2025954400001;42.457280610000105;35.19362545000002;43.88182385000002;28.650356140000106;26.06502639000002;27.070161570000007;22.514496400000013;28.40271293000004;18.632662619999987;29.26885583999987;32.20105762999988;35.04562494999983;35.04362130999982;19.507094290000015;19.881579439999868;19.342071340000004;17.03508933000008;27.41404019999997;22.300037410000062;18.243890630000084;18.07438528000003;30.842583990000037;30.648069590000016;14.477404920000001;23.821031810000065;15.157916230000023;11.235991640000005;11.983378708708718;14.02255593999997;11.440124550000014;11.948735209999946;11.263799059999995
30;29.979810040000103;28.77832276999997;30.440852439999922;24.80926884000009;43.08391889000015;35.94329191;44.41904524;29.3150908100001;26.621042380000056;27.660836830000086;23.067674259999997;28.96136732999999;19.005096199999972;29.73973498999983;32.69375353999989;35.35462460999984;35.354036629999776;19.938576679999997;20.435793429999883;19.78084495999999;17.60051128000012;27.73862073999996;22.73775963000009;18.62445045000009;18.477387620000055;31.15497959000005;30.94142676999996;14.791858029999995;24.107997550000036;15.498208670000025;11.676514840000001;12.297991411411417;14.332026349999962;11.695714090000015;12.207770299999959;11.516461529999985
31;30.684855840000097;29.52460075000002;31.08764523999992;25.44411219000008;43.618137420000046;36.718355370000026;44.953909830000015;29.964384240000054;27.10643189000007;28.21473239000004;23.57984360999999;29.51371341000002;19.412894149999985;30.198294039999872;33.16506525999988;35.65616268999988;35.64185568999977;20.30130777;20.95363546999986;20.227951959999984;18.196134480000065;28.038043959999982;23.181659300000113;19.053552890000063;18.913877150000047;31.410163340000075;31.21607152999994;15.214142349999976;24.38027628;15.830114260000023;12.077553649999999;12.625502072072088;14.613431339999998;11.916400670000025;12.405113449999973;11.78741101999999
32;31.37171265000017;30.191824770000064;31.69558841999995;25.930279040000066;44.157570300000025;37.44323505000004;45.40608596000002;30.65645911000007;27.70316253000008;28.758864890000062;24.026485319999978;30.02592255000002;19.772628649999966;30.675046949999906;33.58970378999991;35.91243530999991;35.888890949999784;20.759066739999984;21.454885809999887;20.619570069999977;18.790754810000003;28.361751030000008;23.61184975000008;19.48163016000005;19.308897770000033;31.68431244000004;31.48093340999997;15.584179349999967;24.655377290000004;16.157643450000013;12.515762109999999;12.892760970970977;14.880945349999992;12.179235600000021;12.660129809999967;12.062931159999982
33;31.976126570000154;30.714877059999992;32.359306509999975;26.378254570000077;44.62919285;38.155446460000014;45.835770500000024;31.245868190000124;28.16608961000008;29.267008820000065;24.508714289999965;30.53576615000005;20.20541383999993;31.170039389999904;34.05395526999995;36.16347804999989;36.129110529999814;21.177326509999986;21.94997551999991;21.045712609999985;19.293844060000033;28.65403927;24.067533110000095;19.869136129999994;19.71308293000006;31.89991704000005;31.717535660000006;15.990583489999977;24.959168759999976;16.448777340000024;12.988944919999998;13.170122152152153;15.13534254999999;12.421948960000021;12.858305349999979;12.29023314999999
34;32.5691336700002;31.249881330000033;32.97695957000003;26.827698180000077;45.10157472999998;38.877423289999996;46.22689843000006;31.834247870000166;28.62707612000003;29.753211310000065;24.98208165999996;31.05101663000003;20.601103449999982;31.554397739999935;34.44880413000003;36.41084812999988;36.36628078999983;21.616783930000018;22.43115262999993;21.40565222;19.79481389000003;28.943010509999993;24.503197080000128;20.237979130000003;20.054949480000076;32.14870478000005;31.963963369999988;16.361824120000012;25.240739999999985;16.716206270000026;13.419700170000015;13.50411190190192;15.37323840000001;12.645643030000032;13.054119919999986;12.527414139999982
35;33.16845243000015;31.86574378000007;33.49647995999999;27.364227820000036;45.60690559000003;39.51064640999994;46.6183969200001;32.38167038000012;29.19380089000003;30.268728220000025;25.48266802999998;31.48843677000007;21.000228030000002;32.00609355999997;34.860696840000095;36.65939741999984;36.62677242999984;21.99538609999998;22.92928155999993;21.79844500000001;20.354666870000024;29.264343359999998;24.945516790000106;20.58442781;20.450241820000095;32.39919695000003;32.18600841000001;16.700001639999993;25.523467530000033;17.033825130000057;13.856376880000031;13.776241751751764;15.659800430000002;12.873945580000033;13.298550900000006;12.772468549999964
36;33.77527016000017;32.423163060000164;34.02604290000008;27.846545260000003;46.06983552000001;40.14632164999993;47.05600002000016;32.89715601000006;29.691206040000036;30.784658310000015;25.948024810000003;31.95329872000006;21.3526628;32.38227200999994;35.217447050000125;36.90698001999984;36.87956712999989;22.33815652999997;23.39059522999995;22.164684370000025;20.836377240000036;29.54327349000005;25.35480557000014;20.965256019999998;20.89005089000011;32.62725183000002;32.417567670000004;17.013758120000006;25.78587723000005;17.282661890000064;14.250936860000056;14.05383155155156;15.920304739999983;13.14934733000003;13.529810390000025;12.994511319999964
37;34.31673850000014;33.01607448000015;34.59451717000005;28.338810020000086;46.517072969999994;40.79200121999993;47.47153559000016;33.417800520000085;30.23095877000008;31.200967480000017;26.487548269999994;32.39598973000001;21.80302230000001;32.72804005999993;35.54846246000008;37.11304981999989;37.11716321999996;22.727741439999967;23.91277006999995;22.579800310000014;21.32325814000007;29.808931880000017;25.744620940000114;21.286997509999974;21.285016940000116;32.84064638000008;32.645119140000006;17.320415849999996;26.041634820000056;17.565503980000067;14.608038800000042;14.342439689689684;16.178278819999967;13.408308690000029;13.715193850000036;13.22024462999997
38;34.84109884000016;33.591890420000084;35.12932570000003;28.7150259900001;46.968048179999926;41.44434256999992;47.85253478000018;33.935986570000104;30.737298170000063;31.652269040000007;26.94180861999996;32.79520425000002;22.16480604000002;33.08288735999987;35.91063752000005;37.33515083999988;37.34886695;23.085168689999993;24.35677626999995;22.953843530000015;21.756120500000044;30.06873221000003;26.15797849000014;21.655144629999988;21.638901690000132;33.06008469000013;32.86154905999999;17.633709979999985;26.30151172000006;17.865924850000038;14.99514908000003;14.587639999999972;16.472123749999973;13.630038740000003;13.939206190000064;13.40288780999996
39;35.419532150000244;34.143252440000055;35.71277141000006;29.218173500000102;47.41160363999993;41.98993368999988;48.200740850000145;34.4862118700001;31.19473474000006;32.128796239999986;27.463967610000015;33.184821190000015;22.615989430000027;33.48321838999991;36.224871970000095;37.58596943999991;37.56593114000004;23.522169609999963;24.74140589999992;23.323045070000042;22.212431440000028;30.324648129999964;26.531891700000077;21.932595979999988;21.968300250000095;33.25904618000018;33.059106429999964;17.93488513000001;26.549043070000096;18.094286620000027;15.332259630000056;14.829035535535503;16.76442905999999;13.853732830000016;14.137225080000064;13.602208539999957
40;36.014231980000226;34.628856230000025;36.27368503000007;29.766013570000098;47.78830027999988;42.538369699999826;48.55165862000012;34.97856601000008;31.64389286000007;32.600606549999995;27.92238599999998;33.5610983;23.001406380000013;33.79312542999992;36.55211183000012;37.78057178999997;37.77736588000003;23.90668004999999;25.129400569999895;23.687697120000035;22.684708950000026;30.587117739999982;26.889649890000072;22.27790442999998;22.301065360000088;33.45724042000021;33.237640049999975;18.263620260000007;26.76832776000008;18.350898930000028;15.735153750000054;15.101259139139115;16.997214809999996;14.046098240000028;14.365205070000052;13.824366289999956
41;36.53124034000021;35.15521787000005;36.837831900000076;30.170732610000147;48.18081784999985;43.09057909999985;48.88534598000011;35.45102891000004;32.0426458900001;32.98247035000001;28.341916209999972;33.957572189999986;23.33378108999999;34.13230203999992;36.86799689000009;37.98137416999993;37.99811751000008;24.294729459999964;25.54683945999988;24.007944400000042;23.117707460000027;30.83871312999996;27.25288296000011;22.583117569999978;22.686019310000113;33.64880906000022;33.43259584999996;18.538623240000007;26.986596550000105;18.550698510000032;16.09837651000003;15.383078858858857;17.23051154000001;14.237379430000027;14.542251400000044;14.012102939999968
42;37.141296980000234;35.671861500000034;37.31197990000007;30.629825120000135;48.604788099999865;43.57868644999982;49.21623490000011;35.9044534300001;32.42199144000008;33.324753900000054;28.736740049999987;34.29681365000004;23.691349360000004;34.4918334899999;37.186338870000064;38.18146798999994;38.191077790000065;24.667139629999944;25.95216008999988;24.364958080000015;23.56478159000003;31.08339217999998;27.61277835000013;22.876471849999945;23.075321160000115;33.827121340000204;33.59837008000002;18.875625200000005;27.23074343000007;18.77653309000002;16.460680730000032;15.630300310310323;17.453379370000007;14.528854310000039;14.751421610000063;14.230012179999939
43;37.628172150000225;36.20115025;37.845778260000046;31.058718160000094;48.95974242999989;44.09134151999988;49.564239840000084;36.35888777000012;32.94604855000007;33.78373254000007;29.135992060000007;34.686650060000055;23.986902420000014;34.80773446999989;37.50796599000004;38.38533713999996;38.375580650000074;25.03060098999993;26.319768349999904;24.704962820000024;23.954998650000064;31.34481448999993;27.925219420000115;23.260882049999946;23.410605640000117;34.011769550000146;33.77109363000008;19.195803240000004;27.447561910000072;19.072487780000035;16.80689002000005;15.844387217217243;17.675238970000006;14.747666210000043;14.929633540000065;14.478178759999937
